generation,loci1,loci2,ld
800,33,49,0.00386839
800,33,50,0.00383048
800,33,51,0
800,33,52,0.00144199
800,33,53,0.00266507
800,33,54,0.00340686
800,33,55,0.00300485
800,33,56,0.00402435
800,33,57,0.00172568
800,33,58,0.00199436
800,33,59,0.00144403
800,34,35,0
800,34,36,0
800,34,37,0
800,34,38,0
800,34,39,0
800,34,40,0
800,34,41,0
800,34,42,0
800,34,43,0
800,34,44,0
800,34,45,0
800,34,46,0
800,34,47,0
800,34,48,0
800,34,49,0
800,34,50,0
800,34,51,0
800,34,52,0
800,34,53,0
800,34,54,0
800,34,55,0
800,34,56,0
800,34,57,0
800,34,58,0
800,34,59,0
800,35,36,0.000677603
800,35,37,0.00290424
800,35,38,0.0057763
800,35,39,0.00830527
800,35,40,0.015979
800,35,41,0.0118014
800,35,42,0.0241405
800,35,43,0.00622594
800,35,44,0.00178996
800,35,45,0.00507972
800,35,46,0.00542966
800,35,47,0.0196654
800,35,48,0.0137347
800,35,49,0.0113965
800,35,50,0.00966303
800,35,51,0
800,35,52,0.0046204
800,35,53,0.00337558
800,35,54,0.00420797
800,35,55,0.00668658
800,35,56,0.0106108
800,35,57,0.00606291
800,35,58,0.00255807
800,35,59,0.0134975
800,36,37,0.000419709
800,36,38,0.00185759
800,36,39,0.00251206
800,36,40,0.00282214
800,36,41,0.00107842
800,36,42,0.00220992
800,36,43,0.00121644
800,36,44,0.00135979
800,36,45,0.00105571
800,36,46,0.00116395
800,36,47,0.00198715
800,36,48,0.00302167
800,36,49,0.00186883
800,36,50,0.00163084
800,36,51,0
800,36,52,0.000341842
800,36,53,0.00118333
800,36,54,0.000231394
800,36,55,0.000638873
800,36,56,0.00251253
800,36,57,0.000366599
800,36,58,8.58309e-05
800,36,59,0.000698537
800,37,38,0.0051131
800,37,39,0.00711393
800,37,40,0.00362939
800,37,41,0.00472512
800,37,42,0.00628007
800,37,43,0.00446724
800,37,44,0.00271486
800,37,45,0.00139796
800,37,46,0.00457539
800,37,47,0.00235034
800,37,48,0.00407003
800,37,49,0.00415057
800,37,50,0.00322057
800,37,51,0
800,37,52,0.00201456
800,37,53,0.00212337
800,37,54,0.00540633
800,37,55,0.0026912
800,37,56,0.00301037
800,37,57,0.00125391
800,37,58,0.00140323
800,37,59,0.00140369
800,38,39,0.00732065
800,38,40,0.0137508
800,38,41,0.0112864
800,38,42,0.0230681
800,38,43,0.00534872
800,38,44,0.00529146
800,38,45,0.0081794
800,38,46,0.00908375
800,38,47,0.0152923
800,38,48,0.0101712
800,38,49,0.00964439
800,38,50,0.0099623
800,38,51,0
800,38,52,0.00491087
800,38,53,0.00454235
800,38,54,0.00534058
800,38,55,0.0078394
800,38,56,0.00835012
800,38,57,0.0031046
800,38,58,0.00309655
800,38,59,0.00317187
800,39,40,0.0171138
800,39,41,0.0136477
800,39,42,0.0150859
800,39,43,0.00223962
800,39,44,0.00427135
800,39,45,0.00294967
800,39,46,0.00949979
800,39,47,0.0137455
800,39,48,0.0127581
800,39,49,0.0101819
800,39,50,0.00786234
800,39,51,0
800,39,52,0.00281902
800,39,53,0.00451351
800,39,54,0.00229854
800,39,55,0.00635637
800,39,56,0.0106869
800,39,57,0.00218353
800,39,58,0.00341933
800,39,59,0.00387574
800,40,41,0.0172575
800,40,42,0.0361855
800,40,43,0.00565735
800,40,44,0.00333919
800,40,45,0.0095154
800,40,46,0.0145919
800,40,47,0.0265468
800,40,48,0.0201086
800,40,49,0.0159359
800,40,50,0.0139253
800,40,51,0
800,40,52,0.0065071
800,40,53,0.00603435
800,40,54,0.00441983
800,40,55,0.0118343
800,40,56,0.0163901
800,40,57,0.00577737
800,40,58,0.00364541
800,40,59,0.0120734
800,41,42,0.0276709
800,41,43,0.0073317
800,41,44,0.00194523
800,41,45,0.00676604
800,41,46,0.0116006
800,41,47,0.0219612
800,41,48,0.0137366
800,41,49,0.0159886
800,41,50,0.0119423
800,41,51,0
800,41,52,0.00577057
800,41,53,0.00471134
800,41,54,0.00684881
800,41,55,0.0101275
800,41,56,0.0120394
800,41,57,0.00393041
800,41,58,0.00290218
800,41,59,0.00440392
800,42,43,0.0123552
800,42,44,0.0116785
800,42,45,0.0172508
800,42,46,0.019907
800,42,47,0.0387937
800,42,48,0.0277201
800,42,49,0.0282892
800,42,50,0.0263329
800,42,51,0
800,42,52,0.0114765
800,42,53,0.0075603
800,42,54,0.0048036
800,42,55,0.017446
800,42,56,0.0230619
800,42,57,0.00910405
800,42,58,0.00623046
800,42,59,0.0187725
800,43,44,0.00270798
800,43,45,0.00506207
800,43,46,0.0033838
800,43,47,0.00837862
800,43,48,0.00559336
800,43,49,0.00758068
800,43,50,0.00493032
800,43,51,0
800,43,52,0.00420888
800,43,53,0.00208846
800,43,54,0.00334204
800,43,55,0.00427089
800,43,56,0.00423181
800,43,57,0.00249708
800,43,58,0.00221258
800,43,59,0.00474501
800,44,45,0.00126858
800,44,46,0.00514438
800,44,47,0.00197616
800,44,48,0.00528177
800,44,49,0.00179667
800,44,50,0.00418571
800,44,51,0
800,44,52,0.00111476
800,44,53,0.00400493
800,44,54,0.000817285
800,44,55,0.00287746
800,44,56,0.00173279
800,44,57,0.000986676
800,44,58,0.00448761
800,44,59,0.00113914
800,45,46,0.00557349
800,45,47,0.0165117
800,45,48,0.0101707
800,45,49,0.010724
800,45,50,0.0111313
800,45,51,0
800,45,52,0.00477402
800,45,53,0.00161181
800,45,54,0.00329735
800,45,55,0.00889737
800,45,56,0.00850823
800,45,57,0.00304158
800,45,58,0.000418792
800,45,59,0.0105353
800,46,47,0.0146461
800,46,48,0.0135162
800,46,49,0.00847303
800,46,50,0.00767862
800,46,51,0
800,46,52,0.00353529
800,46,53,0.00338453
800,46,54,0.00316448
800,46,55,0.0105041
800,46,56,0.00866485
800,46,57,0.00353668
800,46,58,0.0030025
800,46,59,0.000941852
800,47,48,0.0217106
800,47,49,0.0232635
800,47,50,0.0165647
800,47,51,0
800,47,52,0.00789829
800,47,53,0.00565164
800,47,54,0.00506553
800,47,55,0.0151175
800,47,56,0.0183972
800,47,57,0.00839467
800,47,58,0.00517936
800,47,59,0.0136616
800,48,49,0.0137385
800,48,50,0.0121987
800,48,51,0
800,48,52,0.0056279
800,48,53,0.00393196
800,48,54,0.00367194
800,48,55,0.0113012
800,48,56,0.0140142
800,48,57,0.00487609
800,48,58,0.00342004
800,48,59,0.00952852
800,49,50,0.0131943
800,49,51,0
800,49,52,0.00642428
800,49,53,0.00438689
800,49,54,0.00377848
800,49,55,0.00782764
800,49,56,0.0126548
800,49,57,0.00473931
800,49,58,0.00126714
800,49,59,0.00930768
800,50,51,0
800,50,52,0.0108751
800,50,53,0.00542801
800,50,54,0.00068253
800,50,55,0.00816297
800,50,56,0.0115915
800,50,57,0.00410792
800,50,58,0.00355327
800,50,59,0.0102041
800,51,52,0
800,51,53,0
800,51,54,0
800,51,55,0
800,51,56,0
800,51,57,0
800,51,58,0
800,51,59,0
800,52,53,0.00199602
800,52,54,0.00391186
800,52,55,0.00453283
800,52,56,0.00511285
800,52,57,0.00203496
800,52,58,0.00158455
800,52,59,0.00427363
800,53,54,0.0031036
800,53,55,0.00557182
800,53,56,0.00401852
800,53,57,0.00201372
800,53,58,0.00294586
800,53,59,0.00223723
800,54,55,0.00257753
800,54,56,0.00449354
800,54,57,0.000589646
800,54,58,0.000780311
800,54,59,0.000216982
800,55,56,0.0100297
800,55,57,0.00491653
800,55,58,0.00230957
800,55,59,0.00534181
800,56,57,0.00434382
800,56,58,0.00983935
800,56,59,0.00779562
800,57,58,0.00184057
800,57,59,0.0315249
800,58,59,0.00308544
900,0,1,0.0188062
900,0,2,0.0164796
900,0,3,0.0141739
900,0,4,0.00152125
900,0,5,0.00998194
900,0,6,0.0173353
900,0,7,0.00845764
900,0,8,0.00946057
900,0,9,0.00990899
900,0,10,0.00571366
900,0,11,0.000361902
900,0,12,0.00661998
900,0,13,0.017256
900,0,14,0.00956507
900,0,15,0.00271323
900,0,16,0.010631
900,0,17,0.00694534
900,0,18,0.00636207
900,0,19,0.00930456
900,0,20,0.0140007
900,0,21,0.00994871
900,0,22,0.00521849
900,0,23,0
900,0,24,0.0389229
900,0,25,0.00556043
900,0,26,0.0111586
900,0,27,0.010597
900,0,28,0.0120511
900,0,29,0.00659758
900,0,30,0.0114989
900,0,31,0.0166632
900,0,32,0.0148397
900,0,33,0.00540263
900,0,34,0
900,0,35,0.00738995
900,0,36,0.000587353
900,0,37,0.00220316
900,0,38,0.00783374
900,0,39,0.00826283
900,0,40,0.00981943
900,0,41,0.0156402
900,0,42,0.0212364
900,0,43,0.00274536
900,0,44,0.00718302
900,0,45,0.00847584
900,0,46,0.011561
900,0,47,0.0210465
900,0,48,0.012388
900,0,49,0.0177578
900,0,50,0.0115819
900,0,51,0
900,0,52,0.00331758
900,0,53,0.00326669
900,0,54,0.00123004
900,0,55,0.01838
900,0,56,0.0148046
900,0,57,0.00910847
900,0,58,0.00239465
900,0,59,0.00229746
900,1,2,0.0255716
900,1,3,0.0230692
900,1,4,0.00692616
900,1,5,0.023318
900,1,6,0.0138402
900,1,7,0.00935643
900,1,8,0.00842329
900,1,9,0.0138061
900,1,10,0.00675076
900,1,11,5.66394e-05
900,1,12,0.0108419
900,1,13,0.0227911
900,1,14,0.0134567
900,1,15,0.00440623
900,1,16,0.0106153
900,1,17,0.0081925
900,1,18,0.00898287
900,1,19,0.0164403
900,1,20,0.0175794
900,1,21,0.00867021
900,1,22,0.00867433
900,1,23,0
900,1,24,0.0547579
900,1,25,0.00786783
900,1,26,0.017192
900,1,27,0.0109239
900,1,28,0.0159355
900,1,29,0.00887457
900,1,30,0.0191479
900,1,31,0.0248799
900,1,32,0.0256873
900,1,33,0.00669497
900,1,34,0
900,1,35,0.0105297
900,1,36,0.000708879
900,1,37,0.0038756
900,1,38,0.00863611
900,1,39,0.0123658
900,1,40,0.0124553
900,1,41,0.0189078
900,1,42,0.0260132
900,1,43,0.00413608
900,1,44,0.0113661
900,1,45,0.00997226
900,1,46,0.0110646
900,1,47,0.0262142
900,1,48,0.0181895
900,1,49,0.022932
900,1,50,0.0152757
900,1,51,0
900,1,52,0.00351784
900,1,53,0.00591165
900,1,54,0.000373659
900,1,55,0.0222969
900,1,56,0.0216336
900,1,57,0.0108576
900,1,58,0.00323907
900,1,59,0.00814387
900,2,3,0.0361053
900,2,4,0.00932305
900,2,5,0.0222632
900,2,6,0.0153368
900,2,7,0.010023
900,2,8,0.0100414
900,2,9,0.0140765
900,2,10,0.00837649
900,2,11,0.000358477
900,2,12,0.00979694
900,2,13,0.0270278
900,2,14,0.0151513
900,2,15,0.00301476
900,2,16,0.0102741
900,2,17,0.00978298
900,2,18,0.00879874
900,2,19,0.0159532
900,2,20,0.0192539
900,2,21,0.00515311
900,2,22,0.00996417
900,2,23,0
900,2,24,0.0534139
900,2,25,0.00880825
900,2,26,0.0190354
900,2,27,0.0136279
900,2,28,0.0184398
900,2,29,0.00939448
900,2,30,0.0188468
900,2,31,0.0255987
900,2,32,0.0271376
900,2,33,0.00811488
900,2,34,0
900,2,35,0.0123203
900,2,36,0.00139136
900,2,37,0.00628014
900,2,38,0.010053
900,2,39,0.0138292
900,2,40,0.0117351
900,2,41,0.0191387
900,2,42,0.0309837
900,2,43,0.00612753
900,2,44,0.0186348
900,2,45,0.0106446
900,2,46,0.00881838
900,2,47,0.0264356
900,2,48,0.0205164
900,2,49,0.0263397
900,2,50,0.0165083
900,2,51,0
900,2,52,0.00527289
900,2,53,0.00605635
900,2,54,0.00125248
900,2,55,0.0204493
900,2,56,0.0213755
900,2,57,0.0122607
900,2,58,0.00343745
900,2,59,0.00702641
900,3,4,0.010069
900,3,5,0.0337547
900,3,6,0.0123984
900,3,7,0.0113295
900,3,8,0.0105758
900,3,9,0.0192762
900,3,10,0.00319831
900,3,11,8.57849e-05
900,3,12,0.00755285
900,3,13,0.0339819
900,3,14,0.0196872
900,3,15,0.00232929
900,3,16,0.0128971
900,3,17,0.0119365
900,3,18,0.0109402
900,3,19,0.0199015
900,3,20,0.0257862
900,3,21,0.00550226
900,3,22,0.0118256
900,3,23,0
900,3,24,0.0759627
900,3,25,0.0132274
900,3,26,0.0221826
900,3,27,0.0160901
900,3,28,0.0237165
900,3,29,0.0115294
900,3,30,0.0177688
900,3,31,0.0313663
900,3,32,0.032323
900,3,33,0.00920396
900,3,34,0
900,3,35,0.0119068
900,3,36,0.00152144
900,3,37,0.00488458
900,3,38,0.0113313
900,3,39,0.0150886
900,3,40,0.014123
900,3,41,0.0228191
900,3,42,0.0365955
900,3,43,0.00656236
900,3,44,0.0271624
900,3,45,0.0117588
900,3,46,0.0084647
900,3,47,0.031471
900,3,48,0.0213763
900,3,49,0.0311909
900,3,50,0.0173155
900,3,51,0
900,3,52,0.00632199
900,3,53,0.00499021
900,3,54,0.000136834
900,3,55,0.0239002
900,3,56,0.0252362
900,3,57,0.015241
900,3,58,0.00274187
900,3,59,0.00726387
900,4,5,0.00949359
900,4,6,0.00817382
900,4,7,0.00310295
900,4,8,0.00228505
900,4,9,0.00332879
900,4,10,0.0031466
900,4,11,0.000418377
900,4,12,0.00253809
900,4,13,0.00648599
900,4,14,0.00480142
900,4,15,0.00241628
900,4,16,0.00357882
900,4,17,0.00276713
900,4,18,0.00254116
900,4,19,0.0046866
900,4,20,0.00467834
900,4,21,0.000448393
900,4,22,0.00424256
900,4,23,0
900,4,24,0.0136092
900,4,25,0.00227342
900,4,26,0.0041302
900,4,27,0.00469029
900,4,28,0.00542894
900,4,29,0.00257672
900,4,30,0.00669871
900,4,31,0.00716347
900,4,32,0.00659264
900,4,33,0.00290939
900,4,34,0
900,4,35,0.00218048
900,4,36,0.000563977
900,4,37,0.00158269
900,4,38,0.00269996
900,4,39,0.00209376
900,4,40,0.00430804
900,4,41,0.00519419
900,4,42,0.00783029
900,4,43,0.00189244
900,4,44,0.00497571
900,4,45,0.00339976
900,4,46,0.00245235
900,4,47,0.00799679
900,4,48,0.00441841
900,4,49,0.00691099
900,4,50,0.00314133
900,4,51,0
900,4,52,0.00122151
900,4,53,0.0021456
900,4,54,0.000274588
900,4,55,0.00722163
900,4,56,0.00579433
900,4,57,0.00343231
900,4,58,0.00148069
900,4,59,0.000836117
900,5,6,0.0112783
900,5,7,0.0112548
900,5,8,0.00854032
900,5,9,0.0137143
900,5,10,0.00649476
900,5,11,9.21068e-05
900,5,12,0.0064167
900,5,13,0.02473
900,5,14,0.0147643
900,5,15,0.0032775
900,5,16,0.0107795
900,5,17,0.00755363
900,5,18,0.00903859
900,5,19,0.0150774
900,5,20,0.0159294
900,5,21,0.00372812
900,5,22,0.00866156
900,5,23,0
900,5,24,0.0527051
900,5,25,0.00992802
900,5,26,0.0163031
900,5,27,0.0133009
900,5,28,0.015534
900,5,29,0.00807184
900,5,30,0.0171582
900,5,31,0.0210958
900,5,32,0.0288362
900,5,33,0.00788583
900,5,34,0
900,5,35,0.012251
900,5,36,0.000469338
900,5,37,0.00486286
900,5,38,0.00833933
900,5,39,0.00935201
900,5,40,0.0133054
900,5,41,0.0158867
900,5,42,0.0307769
900,5,43,0.00392885
900,5,44,0.0113253
900,5,45,0.0107369
900,5,46,0.00807744
900,5,47,0.0284375
900,5,48,0.0185969
900,5,49,0.0246954
900,5,50,0.0188258
900,5,51,0
900,5,52,0.00488351
900,5,53,0.00450002
900,5,54,0.000921654
900,5,55,0.01978
900,5,56,0.0205705
900,5,57,0.0123686
900,5,58,0.00140461
900,5,59,0.00559517
900,6,7,0.00886567
900,6,8,0.0117306
900,6,9,0.00989877
900,6,10,0.0071755
900,6,11,0.000197149
900,6,12,0.00333358
900,6,13,0.0126431
900,6,14,0.00952175
900,6,15,0.00436543
900,6,16,0.00683637
900,6,17,0.00489723
900,6,18,0.004328
900,6,19,0.00703825
900,6,20,0.011903
900,6,21,0.00615171
900,6,22,0.00501592
900,6,23,0
900,6,24,0.0303446
900,6,25,0.00304137
900,6,26,0.0100847
900,6,27,0.007543
900,6,28,0.00871816
900,6,29,0.00449223
900,6,30,0.0112605
900,6,31,0.0124002
900,6,32,0.014217
900,6,33,0.00432316
900,6,34,0
900,6,35,0.00469418
900,6,36,0.00128441
900,6,37,0.00372867
900,6,38,0.00564338
900,6,39,0.010523
900,6,40,0.00701736
900,6,41,0.0114346
900,6,42,0.0138808
900,6,43,0.00257039
900,6,44,0.00472176
900,6,45,0.00519949
900,6,46,0.00697966
900,6,47,0.0150608
900,6,48,0.00934957
900,6,49,0.0117399
900,6,50,0.0106388
900,6,51,0
900,6,52,0.00305826
900,6,53,0.00316313
900,6,54,0.000739612
900,6,55,0.0128501
900,6,56,0.0108193
900,6,57,0.00605158
900,6,58,0.00220149
900,6,59,0.00359977
900,7,8,0.00529936
900,7,9,0.00961646
900,7,10,0.00556451
900,7,11,0.000176102
900,7,12,0.00361291
900,7,13,0.00968747
900,7,14,0.00552752
900,7,15,0.00418279
900,7,16,0.00648443
900,7,17,0.00461884
900,7,18,0.00565011
900,7,19,0.00640935
900,7,20,0.00704136
900,7,21,0.00277518
900,7,22,0.00376498
900,7,23,0
900,7,24,0.0211511
900,7,25,0.00409818
900,7,26,0.00656083
900,7,27,0.00449208
900,7,28,0.00601764
900,7,29,0.002936
900,7,30,0.00689498
900,7,31,0.00824711
900,7,32,0.010085
900,7,33,0.00272903
900,7,34,0
900,7,35,0.00446123
900,7,36,0.000359225
900,7,37,0.00310882
900,7,38,0.0036157
900,7,39,0.00574534
900,7,40,0.00488893
900,7,41,0.00738704
900,7,42,0.0112949
900,7,43,0.00212567
900,7,44,0.00911712
900,7,45,0.00415657
900,7,46,0.00522344
900,7,47,0.0107553
900,7,48,0.00755856
900,7,49,0.00905524
900,7,50,0.00666091
900,7,51,0
900,7,52,0.00242399
900,7,53,0.00243369
900,7,54,0.000667286
900,7,55,0.0116884
900,7,56,0.00852008
900,7,57,0.00414071
900,7,58,0.00100859
900,7,59,0.0042231
900,8,9,0.0039514
900,8,10,0.00256724
900,8,11,0.000193901
900,8,12,0.00285712
900,8,13,0.00916743
900,8,14,0.00890044
900,8,15,0.00144468
900,8,16,0.00722639
900,8,17,0.00466628
900,8,18,0.00407818
900,8,19,0.00538698
900,8,20,0.00974059
900,8,21,0.00116105
900,8,22,0.00267791
900,8,23,0
900,8,24,0.018609
900,8,25,0.00443706
900,8,26,0.0067264
900,8,27,0.00558169
900,8,28,0.00577134
900,8,29,0.00543569
900,8,30,0.00417436
900,8,31,0.0105699
900,8,32,0.00904607
900,8,33,0.00272728
900,8,34,0
900,8,35,0.00355862
900,8,36,0.00190168
900,8,37,0.00425515
900,8,38,0.0053308
900,8,39,0.00410029
900,8,40,0.00466922
900,8,41,0.00761855
900,8,42,0.0100424
900,8,43,0.00267596
900,8,44,0.00435352
900,8,45,0.00228769
900,8,46,0.00365066
900,8,47,0.00988567
900,8,48,0.00545721
900,8,49,0.00968042
900,8,50,0.00635788
900,8,51,0
900,8,52,0.00179119
900,8,53,0.00238474
900,8,54,0.000100536
900,8,55,0.00966378
900,8,56,0.00692092
900,8,57,0.00485098
900,8,58,0.00137409
900,8,59,0.0014019
900,9,10,0.004599
900,9,11,0.000713563
900,9,12,0.00745899
900,9,13,0.0132787
900,9,14,0.00536193
900,9,15,0.00188153
900,9,16,0.00821558
900,9,17,0.00475987
900,9,18,0.00733381
900,9,19,0.0107031
900,9,20,0.011245
900,9,21,0.011509
900,9,22,0.00682252
900,9,23,0
900,9,24,0.0299555
900,9,25,0.00360243
900,9,26,0.0137266
900,9,27,0.00649203
900,9,28,0.0104806
900,9,29,0.000929309
900,9,30,0.00951663
900,9,31,0.0143234
900,9,32,0.0177941
900,9,33,0.00632783
900,9,34,0
900,9,35,0.00343528
900,9,36,0.00121436
900,9,37,0.00245873
900,9,38,0.00547395
900,9,39,0.0100324
900,9,40,0.00831886
900,9,41,0.0122263
900,9,42,0.01658
900,9,43,0.00319883
900,9,44,0.00696869
900,9,45,0.00446705
900,9,46,0.0126239
900,9,47,0.0212907
900,9,48,0.0126847
900,9,49,0.0119837
900,9,50,0.0135554
900,9,51,0
900,9,52,0.00389713
900,9,53,0.00302826
900,9,54,0.00198937
900,9,55,0.0242674
900,9,56,0.0135857
900,9,57,0.00607829
900,9,58,0.00238749
900,9,59,0.00723919
900,10,11,0.000132157
900,10,12,0.0058438
900,10,13,0.00719043
900,10,14,0.00328144
900,10,15,0.00199971
900,10,16,0.00101516
900,10,17,0.00383978
900,10,18,0.00375375
900,10,19,0.0055841
900,10,20,0.00374454
900,10,21,0.000665676
900,10,22,0.00354446
900,10,23,0
900,10,24,0.0172303
900,10,25,0.00266184
900,10,26,0.00390811
900,10,27,0.00365706
900,10,28,0.00772751
900,10,29,0.00242761
900,10,30,0.00268729
900,10,31,0.00772383
900,10,32,0.00782694
900,10,33,0.00266737
900,10,34,0
900,10,35,0.00487349
900,10,36,3.05881e-05
900,10,37,0.00236847
900,10,38,0.00293627
900,10,39,0.00406238
900,10,40,0.00358032
900,10,41,0.00428888
900,10,42,0.0101047
900,10,43,0.00176961
900,10,44,0.00274896
900,10,45,0.00498934
900,10,46,0.00238015
900,10,47,0.00976637
900,10,48,0.00655806
900,10,49,0.00766675
900,10,50,0.0067805
900,10,51,0
900,10,52,0.00394967
900,10,53,0.0023434
900,10,54,0.00103612
900,10,55,0.00663824
900,10,56,0.00799931
900,10,57,0.00354808
900,10,58,0.00046772
900,10,59,0.00374205
900,11,12,0.000159675
900,11,13,0.000201316
900,11,14,0.000542622
900,11,15,1.51394e-05
900,11,16,3.85625e-05
900,11,17,0.000510201
900,11,18,0.0003145
900,11,19,0.000187273
900,11,20,0.000136256
900,11,21,8.01497e-05
900,11,22,0.000160879
900,11,23,0
900,11,24,0.00012951
900,11,25,0.000103018
900,11,26,0.000214086
900,11,27,0.000123273
900,11,28,9.60918e-05
900,11,29,1.98087e-05
900,11,30,0.00021826
900,11,31,0.000274699
900,11,32,0.000366346
900,11,33,0.00012298
900,11,34,0
900,11,35,0.000360038
900,11,36,0.000649499
900,11,37,0.000125572
900,11,38,9.55108e-05
900,11,39,2.50437e-05
900,11,40,0.000161647
900,11,41,0.000110892
900,11,42,0.00017626
900,11,43,0.000198798
900,11,44,1.47658e-05
900,11,45,0.00018115
900,11,46,1.11878e-05
900,11,47,2.92974e-05
900,11,48,0.000139055
900,11,49,0.000109367
900,11,50,0.0001106
900,11,51,0
900,11,52,0.000276107
900,11,53,0.000199637
900,11,54,6.17138e-07
900,11,55,0.000302374
900,11,56,0.000247736
900,11,57,0.000263859
900,11,58,1.27032e-06
900,11,59,0.000266113
900,12,13,0.0121436
900,12,14,0.0155753
900,12,15,0.00405364
900,12,16,0.002456
900,12,17,0.00482534
900,12,18,0.00375051
900,12,19,0.00842126
900,12,20,0.00593479
900,12,21,0.00320733
900,12,22,0.00591787
900,12,23,0
900,12,24,0.021058
900,12,25,0.00500704
900,12,26,0.00792661
900,12,27,0.00471162
900,12,28,0.00793397
900,12,29,0.004718
900,12,30,0.00847717
900,12,31,0.0119611
900,12,32,0.0114375
900,12,33,0.00351702
900,12,34,0
900,12,35,0.00861734
900,12,36,0.000594514
900,12,37,0.000901157
900,12,38,0.00354584
900,12,39,0.00449802
900,12,40,0.00403008
900,12,41,0.00631156
900,12,42,0.0133871
900,12,43,0.00286073
900,12,44,0.00194413
900,12,45,0.0059599
900,12,46,0.00351531
900,12,47,0.0121218
900,12,48,0.00815758
900,12,49,0.0110256
900,12,50,0.00492115
900,12,51,0
900,12,52,0.00302117
900,12,53,0.0032081
900,12,54,0.000346851
900,12,55,0.00920619
900,12,56,0.0101801
900,12,57,0.00564642
900,12,58,0.00131851
900,12,59,0.00399166
900,13,14,0.0216472
900,13,15,0.00655067
900,13,16,0.0132281
900,13,17,0.011778
900,13,18,0.0108036
900,13,19,0.0217652
900,13,20,0.0218035
900,13,21,0.00595989
900,13,22,0.0114164
900,13,23,0
900,13,24,0.0666519
900,13,25,0.0110001
900,13,26,0.0208068
900,13,27,0.0154101
900,13,28,0.0211546
900,13,29,0.0124391
900,13,30,0.0222528
900,13,31,0.029543
900,13,32,0.0309545
900,13,33,0.00897854
900,13,34,0
900,13,35,0.0135009
900,13,36,0.00127406
900,13,37,0.00679455
900,13,38,0.0111583
900,13,39,0.0112768
900,13,40,0.0151022
900,13,41,0.0228627
900,13,42,0.0348042
900,13,43,0.00641575
900,13,44,0.0218196
900,13,45,0.0118939
900,13,46,0.0103694
900,13,47,0.0319411
900,13,48,0.0221304
900,13,49,0.0285533
900,13,50,0.0186747
900,13,51,0
900,13,52,0.00542261
900,13,53,0.00662615
900,13,54,0.00111973
900,13,55,0.0254233
900,13,56,0.0258178
900,13,57,0.0135229
900,13,58,0.00347858
900,13,59,0.00948711
900,14,15,0.00265228
900,14,16,0.00440378
900,14,17,0.00575168
900,14,18,0.00730869
900,14,19,0.0112173
900,14,20,0.0121583
900,14,21,0.00420527
900,14,22,0.00697868
900,14,23,0
900,14,24,0.0402681
900,14,25,0.00727301
900,14,26,0.0124658
900,14,27,0.00997609
900,14,28,0.0105159
900,14,29,0.0101287
900,14,30,0.0119541
900,14,31,0.0201529
900,14,32,0.0183926
900,14,33,0.00585434
900,14,34,0
900,14,35,0.00688105
900,14,36,0.00155297
900,14,37,0.00418061
900,14,38,0.00760897
900,14,39,0.00719508
900,14,40,0.00842616
900,14,41,0.0127843
900,14,42,0.0197621
900,14,43,0.00555798
900,14,44,0.0131284
900,14,45,0.00693776
900,14,46,0.00636909
900,14,47,0.0185733
900,14,48,0.0126868
900,14,49,0.0180337
900,14,50,0.00919973
900,14,51,0
900,14,52,0.00345608
900,14,53,0.00405348
900,14,54,0.00038072
900,14,55,0.0176658
900,14,56,0.0146538
900,14,57,0.0086096
900,14,58,0.0028624
900,14,59,0.00255929
900,15,16,0.00166095
900,15,17,0.00305463
900,15,18,0.00451423
900,15,19,0.00625436
900,15,20,0.00668701
900,15,21,0.00624079
900,15,22,0.00428056
900,15,23,0
900,15,24,0.00925454
900,15,25,0.00166328
900,15,26,0.00347898
900,15,27,0.00199051
900,15,28,0.00428998
900,15,29,0.00296568
900,15,30,0.00173705
900,15,31,0.00433695
900,15,32,0.00546525
900,15,33,0.00170949
900,15,34,0
900,15,35,0.0018936
900,15,36,0.000887071
900,15,37,0.00119931
900,15,38,0.00260719
900,15,39,0.00301206
900,15,40,0.00323112
900,15,41,0.00365952
900,15,42,0.00379453
900,15,43,0.000820804
900,15,44,0.00108377
900,15,45,0.00236506
900,15,46,0.00318366
900,15,47,0.00479546
900,15,48,0.00403478
900,15,49,0.00356215
900,15,50,0.00213439
900,15,51,0
900,15,52,0.00117389
900,15,53,0.00236979
900,15,54,0.000120286
900,15,55,0.00637691
900,15,56,0.0036347
900,15,57,0.00242565
900,15,58,0.000695674
900,15,59,0.00206555
900,16,17,0.00455728
900,16,18,0.00710013
900,16,19,0.00720564
900,16,20,0.0115466
900,16,21,0.00713985
900,16,22,0.00520315
900,16,23,0
900,16,24,0.0278305
900,16,25,0.00522939
900,16,26,0.00932419
900,16,27,0.00924855
900,16,28,0.00738076
900,16,29,0.0032692
900,16,30,0.00972528
900,16,31,0.0158647
900,16,32,0.0131218
900,16,33,0.00430045
900,16,34,0
900,16,35,0.00309205
900,16,36,0.000354002
900,16,37,0.00298916
900,16,38,0.00524563
900,16,39,0.00528101
900,16,40,0.00651202
900,16,41,0.0106597
900,16,42,0.0133843
900,16,43,0.00294226
900,16,44,0.00504017
900,16,45,0.00126954
900,16,46,0.00678776
900,16,47,0.0137005
900,16,48,0.00939324
900,16,49,0.0126192
900,16,50,0.00553538
900,16,51,0
900,16,52,0.00200794
900,16,53,0.00264998
900,16,54,0.000158317
900,16,55,0.0152007
