generation,loci1,loci2,ld
0,10,31,0.000240568
0,10,32,0.000180744
0,10,33,9.16935e-05
0,10,34,0
0,10,35,4.11817e-05
0,10,36,0.000153992
0,10,37,0.00015173
0,10,38,0.000264319
0,10,39,8.33125e-05
0,10,40,0.000160519
0,10,41,5.67024e-05
0,10,42,0.000127835
0,10,43,0.000306947
0,10,44,0.000191051
0,10,45,0.000405714
0,10,46,0.000244647
0,10,47,0.000345223
0,10,48,0.000229848
0,10,49,0.000125107
0,10,50,0.000103269
0,10,51,0
0,10,52,0.000145278
0,10,53,3.32543e-05
0,10,54,0.000371482
0,10,55,0.00015015
0,10,56,0.000177336
0,10,57,0.000132477
0,10,58,0.000111228
0,10,59,0.000163929
0,11,12,0
0,11,13,0
0,11,14,0
0,11,15,0
0,11,16,0
0,11,17,0
0,11,18,0
0,11,19,0
0,11,20,0
0,11,21,0
0,11,22,0
0,11,23,0
0,11,24,0
0,11,25,0
0,11,26,0
0,11,27,0
0,11,28,0
0,11,29,0
0,11,30,0
0,11,31,0
0,11,32,0
0,11,33,0
0,11,34,0
0,11,35,0
0,11,36,0
0,11,37,0
0,11,38,0
0,11,39,0
0,11,40,0
0,11,41,0
0,11,42,0
0,11,43,0
0,11,44,0
0,11,45,0
0,11,46,0
0,11,47,0
0,11,48,0
0,11,49,0
0,11,50,0
0,11,51,0
0,11,52,0
0,11,53,0
0,11,54,0
0,11,55,0
0,11,56,0
0,11,57,0
0,11,58,0
0,11,59,0
0,12,13,0.000256124
0,12,14,0.000250642
0,12,15,0.000151626
0,12,16,5.99731e-06
0,12,17,0.000255438
0,12,18,0.000259029
0,12,19,0.00018563
0,12,20,0.000163334
0,12,21,0.000131763
0,12,22,0.000328347
0,12,23,0
0,12,24,0.000379453
0,12,25,0.000251056
0,12,26,0.000138429
0,12,27,0.000120039
0,12,28,0.000252451
0,12,29,0.000250663
0,12,30,9.04705e-05
0,12,31,7.85409e-05
0,12,32,0.000280075
0,12,33,0.000301667
0,12,34,0
0,12,35,9.69232e-05
0,12,36,4.35371e-05
0,12,37,0.00031033
0,12,38,0.000204098
0,12,39,0.000263929
0,12,40,0.000261511
0,12,41,0.000187405
0,12,42,0.000253854
0,12,43,0.00046405
0,12,44,0.000348348
0,12,45,4.1289e-05
0,12,46,0.000194336
0,12,47,0.000124214
0,12,48,0.000143274
0,12,49,0.00018612
0,12,50,0.000221896
0,12,51,0
0,12,52,0.000181157
0,12,53,0.000287233
0,12,54,4.76719e-05
0,12,55,0.000290735
0,12,56,0.00024406
0,12,57,0.000107805
0,12,58,0.000102171
0,12,59,0.000404699
0,13,14,0.000218704
0,13,15,0.000138724
0,13,16,0.000197081
0,13,17,0.000325139
0,13,18,0.000283876
0,13,19,0.000359408
0,13,20,0.000175818
0,13,21,0.000229954
0,13,22,0.00034672
0,13,23,0
0,13,24,0.000290176
0,13,25,0.000199132
0,13,26,0.00019912
0,13,27,0.000250018
0,13,28,0.000220016
0,13,29,0.000104327
0,13,30,0.00031838
0,13,31,0.000517943
0,13,32,0.000198366
0,13,33,0.00030068
0,13,34,0
0,13,35,0.000209423
0,13,36,0.000125353
0,13,37,0.00020761
0,13,38,0.000131149
0,13,39,0.000336947
0,13,40,0.000244311
0,13,41,0.00017478
0,13,42,0.000238594
0,13,43,0.000156929
0,13,44,0.00030152
0,13,45,0.000334597
0,13,46,0.000259441
0,13,47,0.00018124
0,13,48,0.000280907
0,13,49,0.000171417
0,13,50,0.000121901
0,13,51,0
0,13,52,0.000228566
0,13,53,0.000134536
0,13,54,0.000130655
0,13,55,9.17281e-05
0,13,56,0.000222559
0,13,57,0.000151404
0,13,58,0.00029042
0,13,59,0.000330029
0,14,15,0.000315754
0,14,16,0.000716369
0,14,17,0.000117117
0,14,18,0.000327769
0,14,19,0.000279318
0,14,20,7.48267e-05
0,14,21,6.53448e-05
0,14,22,0.000288763
0,14,23,0
0,14,24,0.000161921
0,14,25,0.000257967
0,14,26,0.000368997
0,14,27,0.000198448
0,14,28,0.000269073
0,14,29,0.000123176
0,14,30,0.000495025
0,14,31,0.000203723
0,14,32,0.000330449
0,14,33,0.000178709
0,14,34,0
0,14,35,0.000189675
0,14,36,0.000106373
0,14,37,8.53867e-05
0,14,38,0.000142353
0,14,39,0.000145672
0,14,40,0.000174218
0,14,41,0.000182884
0,14,42,0.000126539
0,14,43,0.000195348
0,14,44,0.000383136
0,14,45,0.000239684
0,14,46,0.000314991
0,14,47,0.000177929
0,14,48,6.12308e-05
0,14,49,0.000252122
0,14,50,0.000203506
0,14,51,0
0,14,52,0.000359791
0,14,53,0.000356348
0,14,54,4.11206e-05
0,14,55,4.78625e-05
0,14,56,0.000237124
0,14,57,0.000155225
0,14,58,0.000271306
0,14,59,0.00026599
0,15,16,4.92501e-05
0,15,17,0.000222388
0,15,18,0.000264008
0,15,19,0.000266474
0,15,20,0.000167414
0,15,21,0.000213226
0,15,22,8.04339e-05
0,15,23,0
0,15,24,7.89886e-05
0,15,25,0.000160069
0,15,26,0.000147344
0,15,27,0.000286872
0,15,28,0.000198627
0,15,29,0.0001246
0,15,30,0.000579184
0,15,31,0.000303461
0,15,32,0.000523661
0,15,33,0.000156021
0,15,34,0
0,15,35,0.000406974
0,15,36,0.000186175
0,15,37,0.00027687
0,15,38,0.00013888
0,15,39,0.000173412
0,15,40,0.000203686
0,15,41,0.000159242
0,15,42,0.000110448
0,15,43,0.000205913
0,15,44,0.000193916
0,15,45,0.000110838
0,15,46,4.89757e-05
0,15,47,0.00041624
0,15,48,0.000199923
0,15,49,0.000286231
0,15,50,0.000344224
0,15,51,0
0,15,52,0.000107322
0,15,53,0.000240068
0,15,54,0.000669101
0,15,55,7.22353e-05
0,15,56,4.49627e-05
0,15,57,0.000226854
0,15,58,0.000371362
0,15,59,0.000259676
0,16,17,0.000117278
0,16,18,0.000155829
0,16,19,9.421e-05
0,16,20,0.000511963
0,16,21,0.00084453
0,16,22,6.6906e-05
0,16,23,0
0,16,24,0.000408995
0,16,25,0.000259333
0,16,26,0.000340018
0,16,27,0.000127139
0,16,28,0.000101898
0,16,29,0.000739017
0,16,30,7.27516e-05
0,16,31,8.4494e-07
0,16,32,6.79424e-05
0,16,33,0.000252447
0,16,34,0
0,16,35,0.000445142
0,16,36,3.77309e-06
0,16,37,0.000183631
0,16,38,0.000332088
0,16,39,8.85312e-05
0,16,40,0.000164937
0,16,41,0.000134928
0,16,42,0.000123376
0,16,43,0.000129684
0,16,44,6.82278e-05
0,16,45,7.41451e-05
0,16,46,0.000103314
0,16,47,7.19961e-05
0,16,48,0.000156014
0,16,49,0.000288258
0,16,50,0.000135079
0,16,51,0
0,16,52,4.84113e-05
0,16,53,0.000441991
0,16,54,3.21603e-05
0,16,55,7.17086e-05
0,16,56,6.42302e-05
0,16,57,4.54108e-05
0,16,58,0.000310234
0,16,59,3.3165e-06
0,17,18,0.000191107
0,17,19,0.000370883
0,17,20,0.000303603
0,17,21,0.000280314
0,17,22,0.000269583
0,17,23,0
0,17,24,0.000198941
0,17,25,0.000208355
0,17,26,0.000263065
0,17,27,0.000235861
0,17,28,0.000264077
0,17,29,0.00026785
0,17,30,0.000233956
0,17,31,0.000245028
0,17,32,0.000207595
0,17,33,0.000270361
0,17,34,0
0,17,35,0.000213098
0,17,36,0.000111076
0,17,37,0.000148069
0,17,38,0.000114444
0,17,39,0.000209033
0,17,40,0.000221659
0,17,41,0.000196197
0,17,42,0.000123976
0,17,43,0.000173582
0,17,44,0.000199502
0,17,45,0.000181109
0,17,46,0.000192267
0,17,47,0.000137012
0,17,48,0.000181465
0,17,49,0.000197905
0,17,50,0.000211973
0,17,51,0
0,17,52,0.000132157
0,17,53,0.000166404
0,17,54,0.000260938
0,17,55,0.000244183
0,17,56,0.000212287
0,17,57,0.00029161
0,17,58,0.000130394
0,17,59,0.000192889
0,18,19,0.000219008
0,18,20,0.000221877
0,18,21,0.000363927
0,18,22,0.000241636
0,18,23,0
0,18,24,0.000151885
0,18,25,0.000234697
0,18,26,0.000241059
0,18,27,0.000209594
0,18,28,0.000179716
0,18,29,0.000156365
0,18,30,0.000335478
0,18,31,0.000200558
0,18,32,0.000298786
0,18,33,0.00020898
0,18,34,0
0,18,35,0.000184922
0,18,36,0.000213633
0,18,37,0.00023231
0,18,38,0.000173911
0,18,39,0.00018783
0,18,40,0.000228296
0,18,41,0.000149758
0,18,42,0.000201236
0,18,43,0.000185967
0,18,44,0.00023078
0,18,45,0.000269416
0,18,46,0.000203505
0,18,47,0.000325949
0,18,48,0.000182969
0,18,49,0.000289868
0,18,50,0.000158932
0,18,51,0
0,18,52,0.000129937
0,18,53,0.000225186
0,18,54,7.53664e-05
0,18,55,0.000109955
0,18,56,0.000175956
0,18,57,0.000191005
0,18,58,0.00012682
0,18,59,0.000196219
0,19,20,0.000166294
0,19,21,0.000282561
0,19,22,0.000235333
0,19,23,0
0,19,24,8.58017e-05
0,19,25,0.000148587
0,19,26,0.000199526
0,19,27,0.000304932
0,19,28,0.000317678
0,19,29,0.000111601
0,19,30,0.000426406
0,19,31,0.000211653
0,19,32,0.000186015
0,19,33,0.000172448
0,19,34,0
0,19,35,0.000166164
0,19,36,0.000464906
0,19,37,0.000237293
0,19,38,0.000193239
0,19,39,0.000340423
0,19,40,0.000212413
0,19,41,0.000156414
0,19,42,0.000134051
0,19,43,0.000129571
0,19,44,0.000182569
0,19,45,0.000225717
0,19,46,0.000200626
0,19,47,0.000213564
0,19,48,0.000187725
0,19,49,0.000278022
0,19,50,0.000151507
0,19,51,0
0,19,52,0.000170418
0,19,53,0.00025599
0,19,54,0.000452768
0,19,55,0.000163994
0,19,56,0.000156124
0,19,57,0.000273084
0,19,58,0.000218138
0,19,59,3.07535e-05
0,20,21,0.000313672
0,20,22,0.0001696
0,20,23,0
0,20,24,0.00027537
0,20,25,0.000359304
0,20,26,0.000175205
0,20,27,0.000217111
0,20,28,0.000238423
0,20,29,0.00051379
0,20,30,0.000139478
0,20,31,0.000226472
0,20,32,0.000283661
0,20,33,0.000287968
0,20,34,0
0,20,35,0.000259869
0,20,36,1.76022e-05
0,20,37,0.000275543
0,20,38,0.000124628
0,20,39,0.000149747
0,20,40,0.000191849
0,20,41,0.000121426
0,20,42,0.000193452
0,20,43,0.00014529
0,20,44,0.000222376
0,20,45,0.0001633
0,20,46,0.000200196
0,20,47,0.000297861
0,20,48,0.000200208
0,20,49,0.000154424
0,20,50,0.000188444
0,20,51,0
0,20,52,0.000169671
0,20,53,0.000132401
0,20,54,0.000448208
0,20,55,0.000144257
0,20,56,0.000120373
0,20,57,0.000194056
0,20,58,0.000230522
0,20,59,3.38676e-05
0,21,22,0.000364705
0,21,23,0
0,21,24,0.000259633
0,21,25,8.86275e-05
0,21,26,0.000294588
0,21,27,0.000230271
0,21,28,0.000193032
0,21,29,0.000101312
0,21,30,0.00020238
0,21,31,0.000137661
0,21,32,0.000168824
0,21,33,0.000211614
0,21,34,0
0,21,35,9.66088e-05
0,21,36,0.000262508
0,21,37,0.000540813
0,21,38,0.000329157
0,21,39,7.18815e-05
0,21,40,0.000306191
0,21,41,9.15174e-05
0,21,42,0.000293557
0,21,43,0.000282613
0,21,44,0.000114101
0,21,45,3.42267e-05
0,21,46,0.0001027
0,21,47,0.000193588
0,21,48,0.000212664
0,21,49,0.000171075
0,21,50,8.5329e-05
0,21,51,0
0,21,52,0.000156161
0,21,53,0.000172925
0,21,54,1.63146e-05
0,21,55,0.00029224
0,21,56,6.48357e-05
0,21,57,0.00019703
0,21,58,0.000244809
0,21,59,0.000422498
0,22,23,0
0,22,24,0.000445193
0,22,25,0.000240491
0,22,26,0.000220301
0,22,27,0.000212992
0,22,28,0.00033981
0,22,29,0.000175861
0,22,30,0.000413184
0,22,31,0.00017697
0,22,32,0.000136043
0,22,33,0.000236792
0,22,34,0
0,22,35,0.000178346
0,22,36,0.000210324
0,22,37,0.000179533
0,22,38,0.000200309
0,22,39,9.5344e-05
0,22,40,0.00030043
0,22,41,0.000151442
0,22,42,0.000227085
0,22,43,0.000138541
0,22,44,0.000284787
0,22,45,0.000213831
0,22,46,0.000184334
0,22,47,0.000171181
0,22,48,0.00021607
0,22,49,0.000194846
0,22,50,0.000196518
0,22,51,0
0,22,52,0.000203949
0,22,53,0.000208752
0,22,54,6.15237e-05
0,22,55,0.000237241
0,22,56,7.81735e-05
0,22,57,0.000228649
0,22,58,0.000314275
0,22,59,0.000163347
0,23,24,0
0,23,25,0
0,23,26,0
0,23,27,0
0,23,28,0
0,23,29,0
0,23,30,0
0,23,31,0
0,23,32,0
0,23,33,0
0,23,34,0
0,23,35,0
0,23,36,0
0,23,37,0
0,23,38,0
0,23,39,0
0,23,40,0
0,23,41,0
0,23,42,0
0,23,43,0
0,23,44,0
0,23,45,0
0,23,46,0
0,23,47,0
0,23,48,0
0,23,49,0
0,23,50,0
0,23,51,0
0,23,52,0
0,23,53,0
0,23,54,0
0,23,55,0
0,23,56,0
0,23,57,0
0,23,58,0
0,23,59,0
0,24,25,0.000227359
0,24,26,0.000296419
0,24,27,0.000163155
0,24,28,0.000284104
0,24,29,0.000205802
0,24,30,6.26271e-05
0,24,31,0.000165974
0,24,32,0.000267025
0,24,33,0.000118156
0,24,34,0
0,24,35,0.000148154
0,24,36,3.03552e-05
0,24,37,0.000261094
0,24,38,0.000256825
0,24,39,0.000200133
0,24,40,0.000272955
0,24,41,0.000186405
0,24,42,0.000188601
0,24,43,0.000285687
0,24,44,0.000113546
0,24,45,7.2182e-05
0,24,46,0.00010115
0,24,47,0.000101034
0,24,48,0.000175052
0,24,49,0.000123116
0,24,50,0.000237107
0,24,51,0
0,24,52,0.000208145
0,24,53,0.000183388
0,24,54,0.000227484
0,24,55,0.000414109
0,24,56,0.000189722
0,24,57,0.000325187
0,24,58,0.000118401
0,24,59,0.00074582
0,25,26,0.000201426
0,25,27,0.000227178
0,25,28,0.000282828
0,25,29,0.000216357
0,25,30,0.000236966
0,25,31,0.000456953
0,25,32,0.000176329
0,25,33,0.000321728
0,25,34,0
0,25,35,0.000162895
0,25,36,0.000188785
0,25,37,0.000115878
0,25,38,0.00023839
0,25,39,0.00023017
0,25,40,0.000270212
0,25,41,0.000237215
0,25,42,0.000114397
0,25,43,0.000167757
0,25,44,0.000227348
0,25,45,0.000109688
0,25,46,0.000247081
0,25,47,0.000146486
0,25,48,0.000151025
0,25,49,0.000224911
0,25,50,0.00025769
