generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
120,0,0.592845,0.844266,0.822101,0.872,0.0688073,0.544419,
120,1,0.857946,0.847252,0.845674,0.872,0,0.382113,
120,2,0.623564,0.384382,0.78314,0.892,0,0.638292,
120,3,0.297535,0.056713,0.790091,0.904,0.00442478,0.588274,
120,4,0.272656,0.477665,0.795357,0.844,0,0.311938,
120,5,0.812169,0.479977,0.703147,0.876,0.0456621,0.448219,
120,6,0.392785,0.836079,0.543486,0.912,0.0263158,0.498376,
120,7,0.337396,0.648172,0.706457,0.864,0.0231481,0.419404,
120,8,0.368242,0.957155,0.698819,0.852,0.0187793,0.429147,
120,9,0.140351,0.870087,0.642772,0.844,0,0.249344,
120,10,0.473608,0.800911,0.649606,0.888,0.00900901,0.570904,
120,11,0.520477,0.67888,0.645383,0.872,0.0412844,0.462527,
120,12,0.720633,0.58202,0.682421,0.884,0,0.442209,
120,13,0.537373,0.758616,0.712836,0.876,0.00913242,0.545178,
120,14,0.105908,0.4736,0.601655,0.932,0,0.132739,
120,15,0.186332,0.736918,3.09562e+229,0.804,0,0.257032,
120,16,0.21655,0.135218,0.556395,0.884,0.0452489,0.484013,
120,17,0.324141,0.149675,0.551133,0.872,0.0275229,0.657692,
120,18,0.222321,0.386489,-1.29797e+152,0.828,0.0434783,0.323892,
120,19,0.902598,0.44995,0.578364,0.872,0,0.42682,
140,0,0.592845,0.844266,0.612494,0.896,0.0267857,0.544419,
140,1,0.857946,0.847252,0.546596,0.856,0,0.382113,
140,2,0.623564,0.384382,0.60383,0.904,0,0.638292,
140,3,0.297535,0.056713,1.18885e+152,0.904,0.00442478,0.588274,
140,4,0.272656,0.477665,1.16693,0.836,0.0143541,0.311938,
140,5,0.812169,0.479977,0.585475,0.88,0.0590909,0.448219,
140,6,0.392785,0.836079,0.417136,0.912,0.0131579,0.498376,
140,7,0.337396,0.648172,0.537398,0.876,0.0365297,0.419404,
140,8,0.368242,0.957155,0.546033,0.844,0.0236967,0.429147,
140,9,0.140351,0.870087,-1.09943e+75,0.844,0,0.249344,
140,10,0.473608,0.800911,0.620151,0.896,0.0446429,0.570904,
140,11,0.520477,0.67888,0.723314,0.884,0.0226244,0.462527,
140,12,0.720633,0.58202,0.642241,0.872,0.00917431,0.442209,
140,13,0.537373,0.758616,0.716993,0.872,0.0642202,0.545178,
140,14,0.105908,0.4736,0.824119,0.936,0,0.132739,
140,15,0.186332,0.736918,0.576837,0.812,0.0344828,0.257032,
140,16,0.21655,0.135218,0.662733,0.868,0.0138249,0.484013,
140,17,0.324141,0.149675,0.622474,0.88,0.00909091,0.657692,
140,18,0.222321,0.386489,1.48856e+229,0.836,0,0.323892,
140,19,0.902598,0.44995,1.04052e+75,0.892,0.0044843,0.42682,
160,0,0.592845,0.844266,0.806832,0.908,0.0352423,0.544419,
160,1,0.857946,0.847252,0.800439,0.868,0,0.382113,
160,2,0.623564,0.384382,0.722265,0.896,0,0.638292,
160,3,0.297535,0.056713,0.643961,0.912,0.0131579,0.588274,
160,4,0.272656,0.477665,0.625727,0.828,0.0241546,0.311938,
160,5,0.812169,0.479977,0.432743,0.888,0.0405405,0.448219,
160,6,0.392785,0.836079,0.603192,0.908,0.0484581,0.498376,
160,7,0.337396,0.648172,0.551322,0.864,0.0277778,0.419404,
160,8,0.368242,0.957155,0.458189,0.844,0.056872,0.429147,
160,9,0.140351,0.870087,0.465631,0.86,0,0.249344,
160,10,0.473608,0.800911,0.5188,0.892,0.0762332,0.570904,
160,11,0.520477,0.67888,-1.40773e+229,0.884,0.0452489,0.462527,
160,12,0.720633,0.58202,-6.47334e+217,0.876,0.0319635,0.442209,
160,13,0.537373,0.758616,-1.19946e+152,0.896,0.0491071,0.545178,
160,14,0.105908,0.4736,0.417785,0.932,0,0.132739,
160,15,0.186332,0.736918,0.528038,0.836,0,0.257032,
160,16,0.21655,0.135218,-8.41598e+142,0.88,0.0318182,0.484013,
160,17,0.324141,0.149675,1.22127e+152,0.88,0.0227273,0.657692,
160,18,0.222321,0.386489,1.50294e+229,0.828,0.00483092,0.323892,
160,19,0.902598,0.44995,0.758358,0.896,0.0178571,0.42682,
180,0,0.592845,0.844266,-1.16817e+152,0.92,0.00869565,0.544419,
180,1,0.857946,0.847252,0.532532,0.888,0.018018,0.382113,
180,2,0.623564,0.384382,0.594682,0.904,0,0.638292,
180,3,0.297535,0.056713,1.01326e+75,0.916,0.0305677,0.588274,
180,4,0.272656,0.477665,0.593142,0.828,0.0193237,0.311938,
180,5,0.812169,0.479977,0.518804,0.884,0.0180995,0.448219,
180,6,0.392785,0.836079,0.617277,0.912,0.0175439,0.498376,
180,7,0.337396,0.648172,-1.24967e+152,0.86,0.0697674,0.419404,
180,8,0.368242,0.957155,0.399795,0.856,0.0280374,0.429147,
180,9,0.140351,0.870087,0.693085,0.88,0,0.249344,
180,10,0.473608,0.800911,0.670606,0.908,0.0264317,0.570904,
180,11,0.520477,0.67888,0.635649,0.904,0.00884956,0.462527,
180,12,0.720633,0.58202,0.662602,0.876,0.0273973,0.442209,
180,13,0.537373,0.758616,0.642168,0.9,0.0177778,0.545178,
180,14,0.105908,0.4736,0.746867,0.932,0,0.132739,
180,15,0.186332,0.736918,0.607273,0.848,0.0188679,0.257032,
180,16,0.21655,0.135218,0.547074,0.888,0.0225225,0.484013,
180,17,0.324141,0.149675,0.613292,0.888,0.018018,0.657692,
180,18,0.222321,0.386489,0.647204,0.824,0.00970874,0.323892,
180,19,0.902598,0.44995,0.561368,0.904,0.0221239,0.42682,
200,0,0.592845,0.844266,0.701536,0.916,0.0262009,0.544419,
200,1,0.857946,0.847252,0.646703,0.88,0,0.382113,
200,2,0.623564,0.384382,0.68452,0.904,0,0.638292,
200,3,0.297535,0.056713,0.603475,0.924,0,0.588274,
200,4,0.272656,0.477665,0.621725,0.844,0.0189573,0.311938,
200,5,0.812169,0.479977,-1.21027e+152,0.888,0.0135135,0.448219,
200,6,0.392785,0.836079,0.526734,0.908,0.0176211,0.498376,
200,7,0.337396,0.648172,0.535277,0.868,0.0460829,0.419404,
200,8,0.368242,0.957155,0.736305,0.876,0.0273973,0.429147,
200,9,0.140351,0.870087,0.806424,0.88,0,0.249344,
200,10,0.473608,0.800911,0.653045,0.912,0.0131579,0.570904,
200,11,0.520477,0.67888,0.6438,0.912,0.0482456,0.462527,
200,12,0.720633,0.58202,0.648354,0.868,0.0414747,0.442209,
200,13,0.537373,0.758616,-1.17327e+152,0.916,0.0262009,0.545178,
200,14,0.105908,0.4736,0.581759,0.932,0,0.132739,
200,15,0.186332,0.736918,5.02204e+152,0.856,0.0233645,0.257032,
200,16,0.21655,0.135218,0.514561,0.892,0.0134529,0.484013,
200,17,0.324141,0.149675,0.605322,0.888,0.018018,0.657692,
200,18,0.222321,0.386489,0.720773,0.832,0.0144231,0.323892,
200,19,0.902598,0.44995,0.59171,0.912,0,0.42682,
220,0,0.592845,0.844266,0.642469,0.924,0.00865801,0.544419,
220,1,0.857946,0.847252,0.627313,0.888,0.0045045,0.382113,
220,2,0.623564,0.384382,0.545565,0.9,0.0177778,0.638292,
220,3,0.297535,0.056713,0.595773,0.92,0.00869565,0.588274,
220,4,0.272656,0.477665,0.581947,0.852,0.0187793,0.311938,
220,5,0.812169,0.479977,0.66516,0.884,0.0497738,0.448219,
220,6,0.392785,0.836079,-1.16817e+152,0.92,0.0869565,0.498376,
220,7,0.337396,0.648172,0.639424,0.864,0.0231481,0.419404,
220,8,0.368242,0.957155,0.330254,0.868,0.0460829,0.429147,
220,9,0.140351,0.870087,0.461083,0.884,0,0.249344,
220,10,0.473608,0.800911,0.696686,0.92,0.0130435,0.570904,
220,11,0.520477,0.67888,0.52543,0.908,0.0220264,0.462527,
220,12,0.720633,0.58202,0.675628,0.88,0.05,0.442209,
220,13,0.537373,0.758616,-9.95862e+74,0.932,0.0214592,0.545178,
220,14,0.105908,0.4736,0.539096,0.928,0,0.132739,
220,15,0.186332,0.736918,0.623494,0.852,0.028169,0.257032,
220,16,0.21655,0.135218,0.575347,0.896,0.0223214,0.484013,
220,17,0.324141,0.149675,0.6265,0.9,0.0311111,0.657692,
220,18,0.222321,0.386489,0.651232,0.844,0.014218,0.323892,
220,19,0.902598,0.44995,1.00448e+75,0.924,0.00865801,0.42682,
240,0,0.592845,0.844266,0.853995,0.928,0.0215517,0.544419,
240,1,0.857946,0.847252,0.836885,0.9,0,0.382113,
240,2,0.623564,0.384382,0.840152,0.892,0,0.638292,
240,3,0.297535,0.056713,0.80445,0.92,0.0173913,0.588274,
240,4,0.272656,0.477665,0.876075,0.868,0.0322581,0.311938,
240,5,0.812169,0.479977,0.67588,0.892,0.0134529,0.448219,
240,6,0.392785,0.836079,0.605028,0.916,0.0524017,0.498376,
240,7,0.337396,0.648172,0.599692,0.868,0.0645161,0.419404,
240,8,0.368242,0.957155,0.616619,0.86,0.0511628,0.429147,
240,9,0.140351,0.870087,0.636878,0.888,0,0.249344,
240,10,0.473608,0.800911,0.660011,0.928,0.00862069,0.570904,
240,11,0.520477,0.67888,0.748446,0.92,0.0304348,0.462527,
240,12,0.720633,0.58202,0.488537,0.888,0.0630631,0.442209,
240,13,0.537373,0.758616,1.16311e+152,0.924,0.004329,0.545178,
240,14,0.105908,0.4736,9.95862e+74,0.932,0,0.132739,
240,15,0.186332,0.736918,0.661419,0.856,0.0280374,0.257032,
240,16,0.21655,0.135218,1.10617e+230,0.9,0.0444444,0.484013,
240,17,0.324141,0.149675,1.02671e+75,0.904,0.0309735,0.657692,
240,18,0.222321,0.386489,1.26141e+152,0.852,0.0140845,0.323892,
240,19,0.902598,0.44995,0.717205,0.916,0,0.42682,
260,0,0.592845,0.844266,0.851984,0.92,0.0652174,0.544419,
260,1,0.857946,0.847252,0.800291,0.908,0.0132159,0.382113,
260,2,0.623564,0.384382,0.651624,0.884,0.00904977,0.638292,
260,3,0.297535,0.056713,0.705662,0.928,0.0172414,0.588274,
260,4,0.272656,0.477665,0.531531,0.88,0.0136364,0.311938,
260,5,0.812169,0.479977,0.622599,0.896,0.0133929,0.448219,
260,6,0.392785,0.836079,0.502257,0.924,0.034632,0.498376,
260,7,0.337396,0.648172,0.59571,0.88,0.0409091,0.419404,
260,8,0.368242,0.957155,0.595155,0.872,0.0183486,0.429147,
260,9,0.140351,0.870087,2.49999e+230,0.896,0.00892857,0.249344,
260,10,0.473608,0.800911,0.742144,0.924,0.0519481,0.570904,
260,11,0.520477,0.67888,0.664056,0.916,0.0524017,0.462527,
260,12,0.720633,0.58202,0.634472,0.896,0.0178571,0.442209,
260,13,0.537373,0.758616,0.816552,0.924,0.00865801,0.545178,
260,14,0.105908,0.4736,0.470328,0.928,0,0.132739,
260,15,0.186332,0.736918,0.693941,0.852,0.0610329,0.257032,
260,16,0.21655,0.135218,-1.02671e+75,0.904,0.0132743,0.484013,
260,17,0.324141,0.149675,0.488127,0.912,0.0131579,0.657692,
260,18,0.222321,0.386489,0.601536,0.844,0.0189573,0.323892,
260,19,0.902598,0.44995,0.532292,0.912,0,0.42682,
280,0,0.592845,0.844266,0.602322,0.928,0,0.544419,
280,1,0.857946,0.847252,0.560557,0.916,0,0.382113,
280,2,0.623564,0.384382,0.503023,0.888,0.0225225,0.638292,
280,3,0.297535,0.056713,1.33523e+229,0.932,0.0171674,0.588274,
280,4,0.272656,0.477665,0.569867,0.892,0.0358744,0.311938,
280,5,0.812169,0.479977,0.517036,0.9,0.0266667,0.448219,
280,6,0.392785,0.836079,0.367897,0.92,0.0217391,0.498376,
280,7,0.337396,0.648172,0.764756,0.904,0.0663717,0.419404,
280,8,0.368242,0.957155,0.516429,0.868,0.0506912,0.429147,
280,9,0.140351,0.870087,0.824479,0.9,0.0222222,0.249344,
280,10,0.473608,0.800911,0.545831,0.928,0.0344828,0.570904,
280,11,0.520477,0.67888,1.35265e+229,0.92,0.0434783,0.462527,
280,12,0.720633,0.58202,1.17842e+152,0.912,0.0701754,0.442209,
280,13,0.537373,0.758616,0.534525,0.94,0.0425532,0.545178,
280,14,0.105908,0.4736,0.504305,0.932,0,0.132739,
280,15,0.186332,0.736918,0.584272,0.848,0.0471698,0.257032,
280,16,0.21655,0.135218,0.490593,0.9,0.00888889,0.484013,
280,17,0.324141,0.149675,0.394176,0.916,0.00436681,0.657692,
280,18,0.222321,0.386489,-1.0997e+75,0.844,0.0521327,0.323892,
280,19,0.902598,0.44995,0.713579,0.912,0.0219298,0.42682,
300,0,0.592845,0.844266,1.34099e+229,0.928,0.0344828,0.544419,
300,1,0.857946,0.847252,0.52122,0.908,0.00881057,0.382113,
300,2,0.623564,0.384382,0.616071,0.892,0.044843,0.638292,
300,3,0.297535,0.056713,0.597969,0.94,0.0170213,0.588274,
300,4,0.272656,0.477665,0.543648,0.892,0.00896861,0.311938,
300,5,0.812169,0.479977,0.544191,0.904,0.0265487,0.448219,
300,6,0.392785,0.836079,0.598622,0.936,0.0555556,0.498376,
300,7,0.337396,0.648172,0.566836,0.892,0.058296,0.419404,
300,8,0.368242,0.957155,-1.39511e+229,0.892,0.0269058,0.429147,
300,9,0.140351,0.870087,2.81547e+229,0.884,0.0180995,0.249344,
300,10,0.473608,0.800911,0.426735,0.924,0.0562771,0.570904,
300,11,0.520477,0.67888,0.239942,0.92,0.0391304,0.462527,
300,12,0.720633,0.58202,-2.71711e+229,0.916,0.0174672,0.442209,
300,13,0.537373,0.758616,9.91607e+74,0.936,0.0555556,0.545178,
300,14,0.105908,0.4736,0.61962,0.936,0.00854701,0.132739,
300,15,0.186332,0.736918,1.06439e+75,0.872,0.0504587,0.257032,
300,16,0.21655,0.135218,0.733599,0.904,0.00442478,0.484013,
300,17,0.324141,0.149675,1.01326e+75,0.916,0,0.657692,
300,18,0.222321,0.386489,0.671991,0.844,0.0473934,0.323892,
300,19,0.902598,0.44995,0.627594,0.924,0.021645,0.42682,
320,0,0.592845,0.844266,0.86888,0.928,0.0172414,0.544419,
320,1,0.857946,0.847252,0.709871,0.924,0.004329,0.382113,
320,2,0.623564,0.384382,0.682888,0.876,0.0228311,0.638292,
320,3,0.297535,0.056713,-1.13847e+152,0.944,0.0211864,0.588274,
320,4,0.272656,0.477665,1.40773e+229,0.884,0.0180995,0.311938,
320,5,0.812169,0.479977,0.794011,0.908,0.0220264,0.448219,
320,6,0.392785,0.836079,1.32953e+229,0.936,0.0726496,0.498376,
320,7,0.337396,0.648172,0.683936,0.888,0.045045,0.419404,
320,8,0.368242,0.957155,0.670022,0.9,0.0355556,0.429147,
320,9,0.140351,0.870087,0.585216,0.88,0.0318182,0.249344,
320,10,0.473608,0.800911,0.614571,0.912,0.00877193,0.570904,
320,11,0.520477,0.67888,-1.02218e+75,0.908,0.061674,0.462527,
320,12,0.720633,0.58202,0.475469,0.92,0.0391304,0.442209,
320,13,0.537373,0.758616,0.536533,0.94,0.0638298,0.545178,
320,14,0.105908,0.4736,0.537326,0.936,0,0.132739,
320,15,0.186332,0.736918,1.22127e+152,0.88,0.0454545,0.257032,
320,16,0.21655,0.135218,0.489886,0.908,0.0176211,0.484013,
320,17,0.324141,0.149675,0.758638,0.904,0.0176991,0.657692,
320,18,0.222321,0.386489,0.890241,0.836,0.0191388,0.323892,
320,19,0.902598,0.44995,0.7957,0.916,0.00873362,0.42682,
340,0,0.592845,0.844266,0.664059,0.912,0.0570175,0.544419,
340,1,0.857946,0.847252,0.560207,0.932,0.0214592,0.382113,
340,2,0.623564,0.384382,0.50586,0.872,0.0458716,0.638292,
340,3,0.297535,0.056713,0.72422,0.94,0.0170213,0.588274,
340,4,0.272656,0.477665,0.762664,0.872,0,0.311938,
340,5,0.812169,0.479977,0.542968,0.916,0.00873362,0.448219,
340,6,0.392785,0.836079,0.582227,0.948,0.0843882,0.498376,
340,7,0.337396,0.648172,0.507524,0.888,0.0495495,0.419404,
340,8,0.368242,0.957155,0.642725,0.912,0.0219298,0.429147,
340,9,0.140351,0.870087,0.678948,0.848,0.0566038,0.249344,
340,10,0.473608,0.800911,0.633869,0.908,0.0264317,0.570904,
340,11,0.520477,0.67888,0.654088,0.912,0.0175439,0.462527,
340,12,0.720633,0.58202,-2.33634e+152,0.92,0.0869565,0.442209,
340,13,0.537373,0.758616,0.638015,0.932,0.0515021,0.545178,
340,14,0.105908,0.4736,0.654062,0.94,0,0.132739,
340,15,0.186332,0.736918,0.648378,0.872,0.0137615,0.257032,
340,16,0.21655,0.135218,0.577505,0.912,0.00877193,0.484013,
340,17,0.324141,0.149675,0.67609,0.92,0.0434783,0.657692,
340,18,0.222321,0.386489,0.659812,0.848,0.0518868,0.323892,
340,19,0.902598,0.44995,0.481379,0.92,0.00434783,0.42682,
360,0,0.592845,0.844266,0.769953,0.924,0.0909091,0.544419,
360,1,0.857946,0.847252,1.34099e+229,0.928,0.00862069,0.382113,
360,2,0.623564,0.384382,0.561888,0.876,0.0182648,0.638292,
360,3,0.297535,0.056713,0.605442,0.936,0.0128205,0.588274,
360,4,0.272656,0.477665,0.439387,0.876,0.0365297,0.311938,
360,5,0.812169,0.479977,0.414252,0.92,0,0.448219,
360,6,0.392785,0.836079,0.479053,0.948,0.0548523,0.498376,
360,7,0.337396,0.648172,0.580534,0.908,0.061674,0.419404,
360,8,0.368242,0.957155,1.37593e+229,0.904,0,0.429147,
360,9,0.140351,0.870087,0.788941,0.84,0.00952381,0.249344,
360,10,0.473608,0.800911,-2.33634e+152,0.92,0.0434783,0.570904,
360,11,0.520477,0.67888,0.428882,0.932,0.055794,0.462527,
360,12,0.720633,0.58202,0.7011,0.924,0.021645,0.442209,
360,13,0.537373,0.758616,0.520417,0.932,0.0600858,0.545178,
360,14,0.105908,0.4736,0.487033,0.948,0,0.132739,
360,15,0.186332,0.736918,-1.44702e+229,0.86,0.0325581,0.257032,
360,16,0.21655,0.135218,0.845216,0.924,0.021645,0.484013,
360,17,0.324141,0.149675,0.721694,0.924,0.047619,0.657692,
360,18,0.222321,0.386489,0.605049,0.86,0.0139535,0.323892,
360,19,0.902598,0.44995,0.523771,0.924,0.021645,0.42682,
380,0,0.592845,0.844266,0.698585,0.936,0.0598291,0.544419,
380,1,0.857946,0.847252,0.867459,0.932,0,0.382113,
380,2,0.623564,0.384382,0.702494,0.876,0.0365297,0.638292,
380,3,0.297535,0.056713,0.69386,0.928,0.012931,0.588274,
380,4,0.272656,0.477665,0.644328,0.88,0.0409091,0.311938,
380,5,0.812169,0.479977,0.650015,0.924,0,0.448219,
380,6,0.392785,0.836079,0.599204,0.948,0.0843882,0.498376,
380,7,0.337396,0.648172,1.18361e+152,0.908,0.0660793,0.419404,
380,8,0.368242,0.957155,5.13354e+75,0.904,0.0619469,0.429147,
380,9,0.140351,0.870087,0.253585,0.836,0.00956938,0.249344,
380,10,0.473608,0.800911,0.639094,0.92,0.0434783,0.570904,
380,11,0.520477,0.67888,4.02297e+229,0.928,0.0689655,0.462527,
380,12,0.720633,0.58202,0.663648,0.928,0.0344828,0.442209,
380,13,0.537373,0.758616,0.615286,0.936,0.0384615,0.545178,
380,14,0.105908,0.4736,0.754212,0.948,0.0168776,0.132739,
380,15,0.186332,0.736918,0.747441,0.884,0.0452489,0.257032,
380,16,0.21655,0.135218,0.502729,0.92,0.0217391,0.484013,
380,17,0.324141,0.149675,0.799258,0.92,0.0217391,0.657692,
380,18,0.222321,0.386489,0.801602,0.844,0.0379147,0.323892,
380,19,0.902598,0.44995,0.696976,0.916,0.0174672,0.42682,
400,0,0.592845,0.844266,0.855527,0.924,0.0606061,0.544419,
400,1,0.857946,0.847252,-1.15313e+152,0.932,0.0171674,0.382113,
