generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
400,2,0.623564,0.384382,0.824931,0.88,0.0454545,0.638292,
400,3,0.297535,0.056713,0.695759,0.932,0.0128755,0.588274,
400,4,0.272656,0.477665,0.24114,0.888,0.027027,0.311938,
400,5,0.812169,0.479977,0.521638,0.924,0.017316,0.448219,
400,6,0.392785,0.836079,0.667825,0.952,0.105042,0.498376,
400,7,0.337396,0.648172,1.09342,0.924,0.0909091,0.419404,
400,8,0.368242,0.957155,0.655105,0.916,0.0393013,0.429147,
400,9,0.140351,0.870087,0.557125,0.844,0.0189573,0.249344,
400,10,0.473608,0.800911,-1.35856e+229,0.916,0.0262009,0.570904,
400,11,0.520477,0.67888,0.726608,0.92,0.073913,0.462527,
400,12,0.720633,0.58202,0.629478,0.936,0.0384615,0.442209,
400,13,0.537373,0.758616,0.5312,0.932,0.0729614,0.545178,
400,14,0.105908,0.4736,0.504934,0.948,0.0337553,0.132739,
400,15,0.186332,0.736918,0.552847,0.872,0,0.257032,
400,16,0.21655,0.135218,0.75932,0.924,0.038961,0.484013,
400,17,0.324141,0.149675,0.716382,0.912,0,0.657692,
400,18,0.222321,0.386489,0.722149,0.832,0.0673077,0.323892,
400,19,0.902598,0.44995,0.594303,0.92,0.00434783,0.42682,
420,0,0.592845,0.844266,0.805289,0.932,0.0343348,0.544419,
420,1,0.857946,0.847252,0.707087,0.936,0.00854701,0.382113,
420,2,0.623564,0.384382,0.624325,0.876,0.0319635,0.638292,
420,3,0.297535,0.056713,-1.32953e+229,0.936,0.034188,0.588274,
420,4,0.272656,0.477665,0.591563,0.888,0.018018,0.311938,
420,5,0.812169,0.479977,0.679473,0.924,0.021645,0.448219,
420,6,0.392785,0.836079,0.769537,0.944,0.0550847,0.498376,
420,7,0.337396,0.648172,1.34679e+229,0.924,0.0519481,0.419404,
420,8,0.368242,0.957155,0.446399,0.92,0.0217391,0.429147,
420,9,0.140351,0.870087,-3.37524e+230,0.848,0.0188679,0.249344,
420,10,0.473608,0.800911,2.71711e+229,0.916,0.0742358,0.570904,
420,11,0.520477,0.67888,0.514963,0.932,0.0343348,0.462527,
420,12,0.720633,0.58202,0.657695,0.94,0.0425532,0.442209,
420,13,0.537373,0.758616,0.619422,0.928,0.0215517,0.545178,
420,14,0.105908,0.4736,0.477467,0.944,0.00423729,0.132739,
420,15,0.186332,0.736918,1.07924e+75,0.86,0,0.257032,
420,16,0.21655,0.135218,0.798215,0.916,0.0174672,0.484013,
420,17,0.324141,0.149675,0.651659,0.916,0.0262009,0.657692,
420,18,0.222321,0.386489,0.709289,0.832,0.0432692,0.323892,
420,19,0.902598,0.44995,0.680522,0.924,0.034632,0.42682,
440,0,0.592845,0.844266,0.625049,0.92,0.0217391,0.544419,
440,1,0.857946,0.847252,0.674083,0.928,0.00862069,0.382113,
440,2,0.623564,0.384382,0.562422,0.884,0.0452489,0.638292,
440,3,0.297535,0.056713,2.68198e+229,0.928,0.0344828,0.588274,
440,4,0.272656,0.477665,2.10942e+75,0.88,0.0272727,0.311938,
440,5,0.812169,0.479977,0.46143,0.94,0.00851064,0.448219,
440,6,0.392785,0.836079,0.679695,0.948,0.0506329,0.498376,
440,7,0.337396,0.648172,0.686243,0.92,0.0565217,0.419404,
440,8,0.368242,0.957155,0.795069,0.912,0.0526316,0.429147,
440,9,0.140351,0.870087,0.824355,0.852,0.028169,0.249344,
440,10,0.473608,0.800911,0.688833,0.916,0.0480349,0.570904,
440,11,0.520477,0.67888,0.690645,0.944,0.059322,0.462527,
440,12,0.720633,0.58202,0.789531,0.94,0.0340426,0.442209,
440,13,0.537373,0.758616,0.734182,0.924,0.0606061,0.545178,
440,14,0.105908,0.4736,0.685454,0.944,0.029661,0.132739,
440,15,0.186332,0.736918,1.07924e+75,0.86,0.0418605,0.257032,
440,16,0.21655,0.135218,0.634143,0.912,0.0131579,0.484013,
440,17,0.324141,0.149675,0.603552,0.92,0.026087,0.657692,
440,18,0.222321,0.386489,0.55242,0.832,0.0240385,0.323892,
440,19,0.902598,0.44995,1.14332e+152,0.94,0,0.42682,
460,0,0.592845,0.844266,0.60691,0.928,0.0258621,0.544419,
460,1,0.857946,0.847252,0.656377,0.94,0,0.382113,
460,2,0.623564,0.384382,0.586975,0.88,0.0363636,0.638292,
460,3,0.297535,0.056713,0.733344,0.936,0.017094,0.588274,
460,4,0.272656,0.477665,0.571997,0.884,0.0497738,0.311938,
460,5,0.812169,0.479977,0.48643,0.94,0.0170213,0.448219,
460,6,0.392785,0.836079,0.514866,0.944,0.0381356,0.498376,
460,7,0.337396,0.648172,0.698758,0.92,0.0652174,0.419404,
460,8,0.368242,0.957155,0.592699,0.912,0.0482456,0.429147,
460,9,0.140351,0.870087,0.469769,0.844,0.0236967,0.249344,
460,10,0.473608,0.800911,-1.17842e+152,0.912,0.0877193,0.570904,
460,11,0.520477,0.67888,-1.13847e+152,0.944,0.0508475,0.462527,
460,12,0.720633,0.58202,0.507849,0.944,0.0466102,0.442209,
460,13,0.537373,0.758616,0.649205,0.936,0.0512821,0.545178,
460,14,0.105908,0.4736,0.761299,0.944,0,0.132739,
460,15,0.186332,0.736918,0.633559,0.86,0.0325581,0.257032,
460,16,0.21655,0.135218,0.412075,0.908,0.0176211,0.484013,
460,17,0.324141,0.149675,1.12769,0.916,0.0131004,0.657692,
460,18,0.222321,0.386489,0.555925,0.844,0.0473934,0.323892,
460,19,0.902598,0.44995,0.526234,0.952,0,0.42682,
480,0,0.592845,0.844266,0.699169,0.924,0.047619,0.544419,
480,1,0.857946,0.847252,9.53083e+100,0.94,0.00851064,0.382113,
480,2,0.623564,0.384382,0.421537,0.876,0.0273973,0.638292,
480,3,0.297535,0.056713,6.31684e+103,0.944,0.00423729,0.588274,
480,4,0.272656,0.477665,0.502713,0.876,0.0639269,0.311938,
480,5,0.812169,0.479977,0.590363,0.948,0.021097,0.448219,
480,6,0.392785,0.836079,1.32387e+229,0.94,0.0723404,0.498376,
480,7,0.337396,0.648172,-1.15313e+152,0.932,0.0257511,0.419404,
480,8,0.368242,0.957155,0.674657,0.908,0.0528634,0.429147,
480,9,0.140351,0.870087,0.499337,0.856,0.0186916,0.249344,
480,10,0.473608,0.800911,1.02218e+75,0.908,0.0396476,0.570904,
480,11,0.520477,0.67888,0.73225,0.94,0.0680851,0.462527,
480,12,0.720633,0.58202,0.424709,0.944,0.0423729,0.442209,
480,13,0.537373,0.758616,0.645458,0.924,0.038961,0.545178,
480,14,0.105908,0.4736,0.636075,0.944,0.0338983,0.132739,
480,15,0.186332,0.736918,0.550568,0.848,0.0235849,0.257032,
480,16,0.21655,0.135218,0.514423,0.908,0.00440529,0.484013,
480,17,0.324141,0.149675,0.615445,0.916,0.0131004,0.657692,
480,18,0.222321,0.386489,0.620195,0.848,0.0471698,0.323892,
480,19,0.902598,0.44995,0.563322,0.956,0.0167364,0.42682,
500,0,0.592845,0.844266,0.667529,0.928,0.0603448,0.544419,
500,1,0.857946,0.847252,0.494052,0.944,0.0127119,0.382113,
500,2,0.623564,0.384382,0.505944,0.88,0.0181818,0.638292,
500,3,0.297535,0.056713,0.607214,0.944,0.00847458,0.588274,
500,4,0.272656,0.477665,0.609905,0.876,0.0182648,0.311938,
500,5,0.812169,0.479977,0.590973,0.952,0,0.448219,
500,6,0.392785,0.836079,0.518655,0.944,0.0550847,0.498376,
500,7,0.337396,0.648172,0.548682,0.928,0.0646552,0.419404,
500,8,0.368242,0.957155,0.614634,0.904,0.0132743,0.429147,
500,9,0.140351,0.870087,0.531435,0.844,0.0331754,0.249344,
500,10,0.473608,0.800911,0.627657,0.896,0.0714286,0.570904,
500,11,0.520477,0.67888,-1.15313e+152,0.932,0.0901288,0.462527,
500,12,0.720633,0.58202,0.559761,0.948,0.0590717,0.442209,
500,13,0.537373,0.758616,-1.34679e+229,0.924,0.04329,0.545178,
500,14,0.105908,0.4736,0.654788,0.944,0.0169492,0.132739,
500,15,0.186332,0.736918,0.531518,0.844,0.028436,0.257032,
500,16,0.21655,0.135218,-1.17327e+152,0.916,0.0480349,0.484013,
500,17,0.324141,0.149675,0.572331,0.908,0.0220264,0.657692,
500,18,0.222321,0.386489,-1.0516e+143,0.84,0.0428571,0.323892,
500,19,0.902598,0.44995,0.611472,0.952,0.00420168,0.42682,
520,0,0.592845,0.844266,0.595038,0.928,0.0991379,0.544419,
520,1,0.857946,0.847252,0.608602,0.936,0.017094,0.382113,
520,2,0.623564,0.384382,0.551573,0.884,0.0633484,0.638292,
520,3,0.297535,0.056713,0.622831,0.956,0.0041841,0.588274,
520,4,0.272656,0.477665,0.619948,0.88,0.0363636,0.311938,
520,5,0.812169,0.479977,0.545899,0.952,0.0168067,0.448219,
520,6,0.392785,0.836079,0.513188,0.948,0.0506329,0.498376,
520,7,0.337396,0.648172,0.559089,0.916,0.0393013,0.419404,
520,8,0.368242,0.957155,0.717462,0.916,0.0567686,0.429147,
520,9,0.140351,0.870087,0.581553,0.84,0,0.249344,
520,10,0.473608,0.800911,0.529696,0.904,0.0442478,0.570904,
520,11,0.520477,0.67888,0.355551,0.944,0.0677966,0.462527,
520,12,0.720633,0.58202,-1.30718e+229,0.952,0.0798319,0.442209,
520,13,0.537373,0.758616,0.632033,0.932,0.0257511,0.545178,
520,14,0.105908,0.4736,0.596635,0.94,0.0255319,0.132739,
520,15,0.186332,0.736918,1.49572e+229,0.832,0.0240385,0.257032,
520,16,0.21655,0.135218,0.588449,0.912,0.00438596,0.484013,
520,17,0.324141,0.149675,0.609593,0.92,0.0173913,0.657692,
520,18,0.222321,0.386489,0.635955,0.844,0.0853081,0.323892,
520,19,0.902598,0.44995,0.7151,0.956,0.0209205,0.42682,
540,0,0.592845,0.844266,0.552933,0.928,0.0344828,0.544419,
540,1,0.857946,0.847252,0.514211,0.948,0.021097,0.382113,
540,2,0.623564,0.384382,0.738651,0.876,0.0273973,0.638292,
540,3,0.297535,0.056713,9.70862e+74,0.956,0.0209205,0.588274,
540,4,0.272656,0.477665,-1.41413e+229,0.88,0.0363636,0.311938,
540,5,0.812169,0.479977,-1.09684e+64,0.952,0.0252101,0.448219,
540,6,0.392785,0.836079,0.574464,0.952,0.0420168,0.498376,
540,7,0.337396,0.648172,1.37659e+229,0.904,0.079646,0.419404,
540,8,0.368242,0.957155,0.548854,0.928,0.0646552,0.429147,
540,9,0.140351,0.870087,0.744935,0.844,0.028436,0.249344,
540,10,0.473608,0.800911,0.655064,0.92,0.0434783,0.570904,
540,11,0.520477,0.67888,0.575521,0.952,0.012605,0.462527,
540,12,0.720633,0.58202,0.660603,0.944,0.0466102,0.442209,
540,13,0.537373,0.758616,0.507815,0.928,0.0560345,0.545178,
540,14,0.105908,0.4736,0.623283,0.94,0,0.132739,
540,15,0.186332,0.736918,0.59979,0.844,0.07109,0.257032,
540,16,0.21655,0.135218,0.598328,0.916,0.00873362,0.484013,
540,17,0.324141,0.149675,0.536949,0.916,0.0218341,0.657692,
540,18,0.222321,0.386489,0.687776,0.828,0.0821256,0.323892,
540,19,0.902598,0.44995,0.620847,0.952,0.00420168,0.42682,
560,0,0.592845,0.844266,0.439844,0.94,0.0595745,0.544419,
560,1,0.857946,0.847252,-1.30718e+229,0.952,0.0420168,0.382113,
560,2,0.623564,0.384382,-1.42711e+229,0.872,0.0504587,0.638292,
560,3,0.297535,0.056713,0.665501,0.952,0.0378151,0.588274,
560,4,0.272656,0.477665,0.580824,0.88,0.0681818,0.311938,
560,5,0.812169,0.479977,-5.16364e+229,0.964,0.0207469,0.448219,
560,6,0.392785,0.836079,0.598338,0.956,0.0251046,0.498376,
560,7,0.337396,0.648172,0.704017,0.92,0.0608696,0.419404,
560,8,0.368242,0.957155,0.603479,0.932,0.0300429,0.429147,
560,9,0.140351,0.870087,0.621605,0.844,0,0.249344,
560,10,0.473608,0.800911,0.675384,0.904,0.0575221,0.570904,
560,11,0.520477,0.67888,0.627073,0.952,0.0420168,0.462527,
560,12,0.720633,0.58202,0.547894,0.96,0.0666667,0.442209,
560,13,0.537373,0.758616,-6.94125e+75,0.936,0.0683761,0.545178,
560,14,0.105908,0.4736,0.629962,0.936,0,0.132739,
560,15,0.186332,0.736918,0.692194,0.844,0.056872,0.257032,
560,16,0.21655,0.135218,0.51759,0.92,0,0.484013,
560,17,0.324141,0.149675,0.435097,0.924,0.00865801,0.657692,
560,18,0.222321,0.386489,0.552407,0.828,0.0676329,0.323892,
560,19,0.902598,0.44995,0.435148,0.964,0,0.42682,
580,0,0.592845,0.844266,0.336076,0.936,0.0512821,0.544419,
580,1,0.857946,0.847252,-1.31826e+229,0.944,0.0127119,0.382113,
580,2,0.623564,0.384382,0.267136,0.864,0.0555556,0.638292,
580,3,0.297535,0.056713,0.734949,0.956,0.0041841,0.588274,
580,4,0.272656,0.477665,0.697408,0.88,0.0272727,0.311938,
580,5,0.812169,0.479977,0.753445,0.964,0.0373444,0.448219,
580,6,0.392785,0.836079,0.613926,0.956,0.0460251,0.498376,
580,7,0.337396,0.648172,0.847427,0.932,0.055794,0.419404,
580,8,0.368242,0.957155,9.79055e+74,0.948,0.0759494,0.429147,
580,9,0.140351,0.870087,-1.4675e+229,0.848,0.0377358,0.249344,
580,10,0.473608,0.800911,0.542413,0.904,0.079646,0.570904,
580,11,0.520477,0.67888,0.64189,0.948,0.0632911,0.462527,
580,12,0.720633,0.58202,3.37254e+152,0.956,0.0460251,0.442209,
580,13,0.537373,0.758616,0.553646,0.932,0.0643777,0.545178,
580,14,0.105908,0.4736,0.76343,0.944,0.0127119,0.132739,
580,15,0.186332,0.736918,1.45378e+229,0.856,0.00934579,0.257032,
580,16,0.21655,0.135218,0.609312,0.92,0.026087,0.484013,
580,17,0.324141,0.149675,0.603182,0.924,0.012987,0.657692,
580,18,0.222321,0.386489,-1.28555e+152,0.836,0.0382775,0.323892,
580,19,0.902598,0.44995,-1.29629e+229,0.96,0,0.42682,
600,0,0.592845,0.844266,0.330062,0.936,0.0683761,0.544419,
600,1,0.857946,0.847252,5.82548e+07,0.94,0.00425532,0.382113,
600,2,0.623564,0.384382,0.475689,0.876,0.0273973,0.638292,
600,3,0.297535,0.056713,0.444797,0.96,0.00833333,0.588274,
600,4,0.272656,0.477665,-1.41413e+229,0.88,0.0181818,0.311938,
600,5,0.812169,0.479977,0.67418,0.96,0.0208333,0.448219,
600,6,0.392785,0.836079,0.677772,0.956,0.0627615,0.498376,
600,7,0.337396,0.648172,0.666995,0.928,0.103448,0.419404,
600,8,0.368242,0.957155,0.827731,0.936,0.0512821,0.429147,
600,9,0.140351,0.870087,0.650544,0.872,0.0275229,0.249344,
600,10,0.473608,0.800911,0.629399,0.908,0.0396476,0.570904,
600,11,0.520477,0.67888,0.639178,0.944,0.0762712,0.462527,
600,12,0.720633,0.58202,0.593759,0.956,0.0334728,0.442209,
600,13,0.537373,0.758616,0.607455,0.932,0.0815451,0.545178,
600,14,0.105908,0.4736,0.562377,0.944,0.00847458,0.132739,
600,15,0.186332,0.736918,0.609035,0.852,0.0657277,0.257032,
600,16,0.21655,0.135218,0.398574,0.924,0.025974,0.484013,
600,17,0.324141,0.149675,0.541465,0.924,0.004329,0.657692,
600,18,0.222321,0.386489,0.560539,0.836,0.0430622,0.323892,
600,19,0.902598,0.44995,9.66816e+74,0.96,0.00833333,0.42682,
620,0,0.592845,0.844266,0.635516,0.932,0.0729614,0.544419,
620,1,0.857946,0.847252,-1.00015e+75,0.928,0.0258621,0.382113,
620,2,0.623564,0.384382,1.24967e+152,0.86,0.0418605,0.638292,
620,3,0.297535,0.056713,0.244621,0.956,0.0125523,0.588274,
620,4,0.272656,0.477665,2.85421e+229,0.872,0.0366972,0.311938,
620,5,0.812169,0.479977,0.723739,0.968,0.0247934,0.448219,
620,6,0.392785,0.836079,0.720104,0.952,0.0294118,0.498376,
620,7,0.337396,0.648172,0.638127,0.928,0.0474138,0.419404,
620,8,0.368242,0.957155,0.606491,0.936,0.0470085,0.429147,
620,9,0.140351,0.870087,1.42711e+229,0.872,0.00917431,0.249344,
620,10,0.473608,0.800911,-1.35265e+229,0.92,0.0478261,0.570904,
620,11,0.520477,0.67888,0.554857,0.948,0.0843882,0.462527,
620,12,0.720633,0.58202,0.627501,0.952,0.0504202,0.442209,
620,13,0.537373,0.758616,0.813146,0.936,0.0769231,0.545178,
620,14,0.105908,0.4736,0.70213,0.94,0.00851064,0.132739,
620,15,0.186332,0.736918,-1.27336e+152,0.844,0.0947867,0.257032,
620,16,0.21655,0.135218,1.15313e+152,0.932,0.0300429,0.484013,
620,17,0.324141,0.149675,0.698982,0.924,0.017316,0.657692,
620,18,0.222321,0.386489,0.638422,0.832,0.0192308,0.323892,
620,19,0.902598,0.44995,0.630807,0.964,0,0.42682,
640,0,0.592845,0.844266,-1.1482e+152,0.936,0.115385,0.544419,
640,1,0.857946,0.847252,-1.34099e+229,0.928,0.0474138,0.382113,
640,2,0.623564,0.384382,0.467936,0.872,0.0137615,0.638292,
640,3,0.297535,0.056713,-9.66816e+74,0.96,0.0333333,0.588274,
640,4,0.272656,0.477665,-1.42059e+229,0.876,0.0547945,0.311938,
640,5,0.812169,0.479977,0.590251,0.972,0,0.448219,
640,6,0.392785,0.836079,0.684814,0.952,0.0630252,0.498376,
640,7,0.337396,0.648172,0.790314,0.936,0.0726496,0.419404,
640,8,0.368242,0.957155,1.00448e+75,0.924,0.0562771,0.429147,
640,9,0.140351,0.870087,0.410876,0.872,0.0229358,0.249344,
640,10,0.473608,0.800911,-6.79278e+229,0.916,0.0917031,0.570904,
640,11,0.520477,0.67888,0.411448,0.948,0.0295359,0.462527,
640,12,0.720633,0.58202,0.600265,0.948,0.0632911,0.442209,
640,13,0.537373,0.758616,0.660481,0.94,0.0723404,0.545178,
640,14,0.105908,0.4736,0.648916,0.94,0.00851064,0.132739,
640,15,0.186332,0.736918,-1.0997e+75,0.844,0.0236967,0.257032,
640,16,0.21655,0.135218,1.33523e+229,0.932,0.0171674,0.484013,
640,17,0.324141,0.149675,0.547369,0.928,0.00431034,0.657692,
640,18,0.222321,0.386489,0.558254,0.82,0.0439024,0.323892,
640,19,0.902598,0.44995,1.1195e+152,0.96,0.00833333,0.42682,
660,0,0.592845,0.844266,0.52653,0.936,0.0726496,0.544419,
660,1,0.857946,0.847252,0.586626,0.92,0.026087,0.382113,
660,2,0.623564,0.384382,1.06929e+75,0.868,0.0276498,0.638292,
660,3,0.297535,0.056713,0.742462,0.96,0.0208333,0.588274,
660,4,0.272656,0.477665,0.535045,0.868,0.0276498,0.311938,
660,5,0.812169,0.479977,0.703484,0.976,0.0286885,0.448219,
660,6,0.392785,0.836079,0.617554,0.96,0.0333333,0.498376,
660,7,0.337396,0.648172,0.526863,0.928,0.0603448,0.419404,
660,8,0.368242,0.957155,0.5357,0.936,0.0512821,0.429147,
660,9,0.140351,0.870087,0.69846,0.864,0.00925926,0.249344,
660,10,0.473608,0.800911,0.627917,0.92,0.0782609,0.570904,
660,11,0.520477,0.67888,0.565419,0.952,0.092437,0.462527,
660,12,0.720633,0.58202,0.465008,0.94,0.0340426,0.442209,
660,13,0.537373,0.758616,-1.13847e+152,0.944,0.0635593,0.545178,
660,14,0.105908,0.4736,0.575101,0.932,0.0171674,0.132739,
660,15,0.186332,0.736918,0.723469,0.852,0.0892019,0.257032,
660,16,0.21655,0.135218,0.537881,0.94,0.00425532,0.484013,
660,17,0.324141,0.149675,-1.34099e+229,0.928,0,0.657692,
660,18,0.222321,0.386489,-1.09451e+75,0.848,0.0613208,0.323892,
660,19,0.902598,0.44995,0.637031,0.968,0.0247934,0.42682,
680,0,0.592845,0.844266,0.850754,0.936,0.0897436,0.544419,
680,1,0.857946,0.847252,0.649073,0.924,0.017316,0.382113,
680,2,0.623564,0.384382,0.454159,0.856,0.00934579,0.638292,
680,3,0.297535,0.056713,1.11485e+152,0.964,0.00414938,0.588274,
680,4,0.272656,0.477665,-1.44702e+229,0.86,0.0139535,0.311938,
680,5,0.812169,0.479977,2.21135e+152,0.972,0.00823045,0.448219,
680,6,0.392785,0.836079,-9.66816e+74,0.96,0.0583333,0.498376,
680,7,0.337396,0.648172,0.634995,0.936,0.0598291,0.419404,
680,8,0.368242,0.957155,0.641434,0.944,0.059322,0.429147,
680,9,0.140351,0.870087,0.63104,0.884,0.0497738,0.249344,
680,10,0.473608,0.800911,0.473348,0.924,0.034632,0.570904,
680,11,0.520477,0.67888,0.685623,0.952,0.0336134,0.462527,
680,12,0.720633,0.58202,0.626545,0.936,0.0213675,0.442209,
680,13,0.537373,0.758616,0.56996,0.948,0.0843882,0.545178,
680,14,0.105908,0.4736,0.464218,0.936,0.0213675,0.132739,
680,15,0.186332,0.736918,0.633363,0.844,0.0379147,0.257032,
680,16,0.21655,0.135218,0.495708,0.944,0,0.484013,
680,17,0.324141,0.149675,0.521173,0.924,0.030303,0.657692,
680,18,0.222321,0.386489,0.72163,0.84,0.0809524,0.323892,
680,19,0.902598,0.44995,0.729386,0.96,0.0208333,0.42682,
700,0,0.592845,0.844266,0.884179,0.932,0.0515021,0.544419,
700,1,0.857946,0.847252,0.817003,0.928,0.00862069,0.382113,
700,2,0.623564,0.384382,0.858413,0.852,0.0657277,0.638292,
700,3,0.297535,0.056713,0.674361,0.96,0.0125,0.588274,
700,4,0.272656,0.477665,0.739014,0.872,0.0458716,0.311938,
700,5,0.812169,0.479977,0.628395,0.968,0.0123967,0.448219,
700,6,0.392785,0.836079,0.612862,0.956,0.100418,0.498376,
700,7,0.337396,0.648172,0.745089,0.948,0.07173,0.419404,
700,8,0.368242,0.957155,0.737571,0.952,0.0336134,0.429147,
700,9,0.140351,0.870087,0.701323,0.856,0.0140187,0.249344,
700,10,0.473608,0.800911,0.671102,0.924,0.0519481,0.570904,
700,11,0.520477,0.67888,0.686632,0.96,0.0458333,0.462527,
700,12,0.720633,0.58202,0.607009,0.944,0.0381356,0.442209,
700,13,0.537373,0.758616,0.596511,0.94,0.148936,0.545178,
700,14,0.105908,0.4736,-2.32397e+218,0.932,0.0257511,0.132739,
700,15,0.186332,0.736918,1.47171e+217,0.844,0.113744,0.257032,
700,16,0.21655,0.135218,0.608725,0.952,0.0462185,0.484013,
700,17,0.324141,0.149675,0.491252,0.92,0.00869565,0.657692,
700,18,0.222321,0.386489,0.704215,0.836,0.0382775,0.323892,
700,19,0.902598,0.44995,0.604146,0.952,0.012605,0.42682,
720,0,0.592845,0.844266,1.32953e+229,0.936,0.0512821,0.544419,
720,1,0.857946,0.847252,0.617286,0.928,0.0172414,0.382113,
720,2,0.623564,0.384382,0.532913,0.872,0.0321101,0.638292,
720,3,0.297535,0.056713,0.463256,0.964,0.00829876,0.588274,
720,4,0.272656,0.477665,0.530853,0.864,0.0277778,0.311938,
720,5,0.812169,0.479977,0.598774,0.972,0.0123457,0.448219,
720,6,0.392785,0.836079,0.565478,0.956,0.0502092,0.498376,
720,7,0.337396,0.648172,0.519793,0.952,0.0588235,0.419404,
720,8,0.368242,0.957155,0.572345,0.944,0.0423729,0.429147,
720,9,0.140351,0.870087,-1.06439e+75,0.872,0.0137615,0.249344,
720,10,0.473608,0.800911,0.853749,0.916,0.069869,0.570904,
720,11,0.520477,0.67888,0.669175,0.96,0.1,0.462527,
720,12,0.720633,0.58202,0.509136,0.944,0.0550847,0.442209,
720,13,0.537373,0.758616,0.551081,0.932,0.0429185,0.545178,
720,14,0.105908,0.4736,1.16311e+152,0.924,0.021645,0.132739,
720,15,0.186332,0.736918,0.582837,0.844,0.0900474,0.257032,
720,16,0.21655,0.135218,1.31826e+229,0.944,0.0127119,0.484013,
720,17,0.324141,0.149675,0.522215,0.92,0.0217391,0.657692,
720,18,0.222321,0.386489,0.612735,0.828,0.057971,0.323892,
720,19,0.902598,0.44995,1.11485e+152,0.964,0.0290456,0.42682,
740,0,0.592845,0.844266,0.754555,0.932,0.0686695,0.544419,
740,1,0.857946,0.847252,0.648582,0.944,0.0550847,0.382113,
740,2,0.623564,0.384382,-5.68236e+229,0.876,0.0639269,0.638292,
740,3,0.297535,0.056713,0.695748,0.964,0.0124481,0.588274,
740,4,0.272656,0.477665,0.642,0.872,0.0275229,0.311938,
740,5,0.812169,0.479977,0.724568,0.972,0.0246914,0.448219,
740,6,0.392785,0.836079,0.769546,0.968,0.0619835,0.498376,
740,7,0.337396,0.648172,0.667252,0.964,0.0497925,0.419404,
740,8,0.368242,0.957155,0.728206,0.948,0.0337553,0.429147,
740,9,0.140351,0.870087,0.796583,0.856,0.0514019,0.249344,
740,10,0.473608,0.800911,-1.34679e+229,0.924,0.0735931,0.570904,
740,11,0.520477,0.67888,0.578909,0.964,0.0580913,0.462527,
740,12,0.720633,0.58202,0.802587,0.964,0.0580913,0.442209,
740,13,0.537373,0.758616,0.541617,0.94,0.0553191,0.545178,
740,14,0.105908,0.4736,0.799502,0.924,0.017316,0.132739,
740,15,0.186332,0.736918,0.559866,0.848,0.0330189,0.257032,
740,16,0.21655,0.135218,0.547576,0.94,0.0255319,0.484013,
740,17,0.324141,0.149675,0.592967,0.92,0.0130435,0.657692,
740,18,0.222321,0.386489,0.743492,0.832,0.0769231,0.323892,
740,19,0.902598,0.44995,0.494086,0.964,0.00829876,0.42682,
760,0,0.592845,0.844266,0.868819,0.936,0.0811966,0.544419,
760,1,0.857946,0.847252,1.09544,0.94,0.0553191,0.382113,
760,2,0.623564,0.384382,0.729308,0.888,0.0585586,0.638292,
760,3,0.297535,0.056713,0.739925,0.964,0.0207469,0.588274,
760,4,0.272656,0.477665,0.745983,0.888,0.0135135,0.311938,
760,5,0.812169,0.479977,5.57426e+152,0.964,0.0165975,0.448219,
760,6,0.392785,0.836079,0.697259,0.964,0.0373444,0.498376,
760,7,0.337396,0.648172,1.29629e+229,0.96,0.075,0.419404,
760,8,0.368242,0.957155,0.652308,0.956,0.0669456,0.429147,
760,9,0.140351,0.870087,0.706563,0.848,0.00471698,0.249344,
760,10,0.473608,0.800911,0.642077,0.924,0.0562771,0.570904,
760,11,0.520477,0.67888,0.656285,0.968,0.0619835,0.462527,
760,12,0.720633,0.58202,0.80425,0.968,0.0661157,0.442209,
760,13,0.537373,0.758616,0.704084,0.936,0.0042735,0.545178,
760,14,0.105908,0.4736,0.763284,0.92,0.00869565,0.132739,
760,15,0.186332,0.736918,0.347324,0.852,0.056338,0.257032,
760,16,0.21655,0.135218,0.715716,0.936,0.0213675,0.484013,
760,17,0.324141,0.149675,0.671627,0.924,0.017316,0.657692,
760,18,0.222321,0.386489,0.898629,0.84,0.0380952,0.323892,
760,19,0.902598,0.44995,0.732307,0.96,0.0125,0.42682,
780,0,0.592845,0.844266,0.54076,0.94,0.0595745,0.544419,
780,1,0.857946,0.847252,0.359087,0.94,0.0340426,0.382113,
780,2,0.623564,0.384382,0.523023,0.88,0.0363636,0.638292,
780,3,0.297535,0.056713,0.533928,0.964,0.00414938,0.588274,
780,4,0.272656,0.477665,-1.22127e+152,0.88,0.0272727,0.311938,
780,5,0.812169,0.479977,-3.84086e+229,0.972,0.00823045,0.448219,
780,6,0.392785,0.836079,1.28558e+229,0.968,0.0495868,0.498376,
780,7,0.337396,0.648172,2.59258e+229,0.96,0.00833333,0.419404,
780,8,0.368242,0.957155,0.630281,0.96,0.0458333,0.429147,
780,9,0.140351,0.870087,0.548198,0.876,0.0410959,0.249344,
780,10,0.473608,0.800911,0.540975,0.928,0.0732759,0.570904,
780,11,0.520477,0.67888,0.721135,0.968,0.0578512,0.462527,
780,12,0.720633,0.58202,0.662107,0.972,0.0493827,0.442209,
780,13,0.537373,0.758616,2.26734e+152,0.948,0.0548523,0.545178,
780,14,0.105908,0.4736,-1.17327e+152,0.916,0,0.132739,
780,15,0.186332,0.736918,1.45378e+229,0.856,0.0654206,0.257032,
