generation,populationA,populationB,ct,prop_of_popB_from_popA
0,11,5,1,0.00480769
0,11,6,1,0.00473934
0,11,7,1,0.00487805
0,11,8,1,0.00487805
0,11,9,1,0.00480769
0,11,10,1,0.00480769
0,11,12,1,0.00483092
0,11,13,1,0.00480769
0,11,15,1,0.00485437
0,11,18,1,0.005
0,11,19,1,0.00487805
0,12,0,1,0.00478469
0,12,1,1,0.00502513
0,12,2,1,0.00480769
0,12,5,1,0.00480769
0,12,6,1,0.00473934
0,12,7,1,0.00487805
0,12,10,1,0.00480769
0,12,11,1,0.00478469
0,12,13,1,0.00480769
0,12,19,1,0.00487805
0,13,0,1,0.00478469
0,13,1,1,0.00502513
0,13,2,1,0.00480769
0,13,4,1,0.00497512
0,13,5,1,0.00480769
0,13,6,1,0.00473934
0,13,7,1,0.00487805
0,13,8,1,0.00487805
0,13,9,1,0.00480769
0,13,10,1,0.00480769
0,13,11,1,0.00478469
0,13,12,1,0.00483092
0,13,15,1,0.00485437
0,14,4,1,0.00497512
0,14,7,1,0.00487805
0,14,9,1,0.00480769
0,14,15,1,0.00485437
0,14,16,1,0.0047619
0,14,17,1,0.0047619
0,14,18,1,0.005
0,15,0,1,0.00478469
0,15,4,1,0.00497512
0,15,6,1,0.00473934
0,15,7,1,0.00487805
0,15,8,1,0.00487805
0,15,9,1,0.00480769
0,15,10,1,0.00480769
0,15,11,1,0.00478469
0,15,13,1,0.00480769
0,15,14,1,0.00444444
0,15,18,1,0.005
0,16,3,1,0.00480769
0,16,4,1,0.00497512
0,16,14,1,0.00444444
0,16,17,1,0.0047619
0,16,18,1,0.005
0,17,2,1,0.00480769
0,17,3,1,0.00480769
0,17,4,1,0.00497512
0,17,14,1,0.00444444
0,17,16,1,0.0047619
0,17,18,1,0.005
0,18,2,1,0.00480769
0,18,3,1,0.00480769
0,18,4,1,0.00497512
0,18,7,1,0.00487805
0,18,11,1,0.00478469
0,18,14,1,0.00444444
0,18,15,1,0.00485437
0,18,16,1,0.0047619
0,18,17,1,0.0047619
0,19,1,1,0.00502513
0,19,2,1,0.00480769
0,19,5,1,0.00480769
0,19,11,1,0.00478469
0,19,12,1,0.00483092
20,0,13,1,0.00478469
20,3,16,1,0.00473934
20,3,17,1,0.0047619
20,5,19,1,0.00480769
20,6,10,1,0.00485437
20,11,13,1,0.00478469
20,13,10,1,0.00485437
20,13,11,1,0.00478469
20,14,4,1,0.00507614
20,14,18,1,0.005
20,16,3,1,0.00471698
20,16,17,1,0.0047619
20,17,3,1,0.00471698
40,0,10,1,0.00485437
40,0,13,1,0.0046729
40,3,16,1,0.00465116
40,3,17,1,0.00465116
40,5,19,1,0.00469484
40,6,8,1,0.00478469
40,6,10,1,0.00485437
40,11,13,1,0.0046729
40,12,5,1,0.00469484
40,13,0,1,0.00460829
40,13,10,1,0.00485437
40,13,11,1,0.00471698
40,14,4,1,0.005
40,14,15,1,0.00490196
40,14,18,1,0.00510204
40,16,3,1,0.00462963
40,16,17,1,0.00465116
40,17,3,1,0.00462963
40,17,16,1,0.00465116
40,19,5,1,0.00469484
60,0,13,1,0.00469484
60,3,16,1,0.00454545
60,3,17,1,0.00460829
60,5,12,1,0.00465116
60,5,19,1,0.00478469
60,6,8,1,0.0046729
60,6,10,1,0.00480769
60,6,13,1,0.00469484
60,8,6,1,0.00456621
60,11,13,1,0.00469484
60,12,5,1,0.00462963
60,13,0,1,0.00471698
60,13,10,1,0.00480769
60,13,11,1,0.00473934
60,14,4,1,0.00487805
60,14,7,1,0.00458716
60,14,15,1,0.00502513
60,14,18,1,0.00507614
60,16,3,1,0.00454545
60,16,17,1,0.00460829
60,17,3,1,0.00454545
60,17,16,1,0.00454545
60,19,5,1,0.00462963
80,0,10,1,0.00469484
80,0,13,1,0.00462963
80,3,16,1,0.00454545
80,3,17,1,0.00456621
80,4,18,1,0.00492611
80,5,12,1,0.00460829
80,5,19,1,0.00483092
80,6,7,1,0.00469484
80,6,8,1,0.00458716
80,6,10,1,0.00469484
80,6,13,1,0.00462963
80,8,6,1,0.00452489
80,10,6,1,0.00452489
80,10,13,1,0.00462963
80,11,13,1,0.00462963
80,12,5,1,0.00454545
80,13,0,1,0.0046729
80,13,10,1,0.00469484
80,13,11,1,0.00471698
80,14,4,1,0.00473934
80,14,7,1,0.00469484
80,14,15,1,0.0049505
80,14,18,1,0.00492611
80,16,3,1,0.0044843
80,16,17,1,0.00456621
80,17,3,1,0.0044843
80,17,16,1,0.00454545
100,0,10,1,0.00452489
100,0,13,1,0.00465116
100,3,16,1,0.00458716
100,3,17,1,0.00458716
100,4,18,1,0.00483092
100,5,12,1,0.00452489
100,5,19,1,0.00478469
100,6,7,1,0.00469484
100,6,8,1,0.00460829
100,6,10,1,0.00452489
100,6,13,1,0.00465116
100,8,6,1,0.00452489
100,10,0,1,0.00458716
100,10,6,1,0.00452489
100,10,8,1,0.00460829
100,10,11,1,0.00458716
100,10,13,1,0.00465116
100,11,10,1,0.00452489
100,11,13,1,0.00465116
100,12,5,1,0.00454545
100,13,0,1,0.00458716
100,13,10,1,0.00452489
100,13,11,1,0.00458716
100,14,4,1,0.00473934
100,14,7,1,0.00469484
100,14,15,1,0.00497512
100,14,18,1,0.00483092
100,16,3,1,0.00446429
100,16,17,1,0.00458716
100,17,3,1,0.00446429
100,17,16,1,0.00458716
100,19,5,1,0.00454545
120,0,10,1,0.0045045
120,0,11,1,0.00458716
120,0,13,1,0.00456621
120,2,5,1,0.00456621
120,3,16,1,0.00452489
120,3,17,1,0.00458716
120,4,18,1,0.00483092
120,5,12,1,0.00452489
120,5,19,1,0.00458716
120,6,0,1,0.00458716
120,6,7,1,0.00462963
120,6,8,1,0.00469484
120,6,10,1,0.0045045
120,6,11,1,0.00458716
120,6,13,1,0.00456621
120,6,15,1,0.00497512
120,8,6,1,0.00438596
120,10,0,1,0.00458716
120,10,6,1,0.00438596
120,10,8,1,0.00469484
120,10,11,1,0.00458716
120,10,13,1,0.00456621
120,11,10,1,0.0045045
120,11,13,1,0.00456621
120,12,5,1,0.00456621
120,13,0,1,0.00458716
120,13,6,1,0.00438596
120,13,10,1,0.0045045
120,13,11,1,0.00458716
120,14,4,1,0.00473934
120,14,7,1,0.00462963
120,14,15,1,0.00497512
120,14,18,1,0.00483092
120,16,3,1,0.00442478
120,16,17,1,0.00458716
120,17,3,1,0.00442478
120,17,16,1,0.00452489
120,19,5,1,0.00456621
140,0,6,1,0.00438596
140,0,10,1,0.00446429
140,0,11,1,0.00452489
140,0,13,1,0.00458716
140,2,5,1,0.00454545
140,2,12,1,0.00458716
140,3,16,1,0.00460829
140,3,17,1,0.00454545
140,5,12,1,0.00458716
140,5,19,1,0.0044843
140,6,0,1,0.00446429
140,6,7,1,0.00456621
140,6,8,1,0.00473934
140,6,10,1,0.00446429
140,6,11,1,0.00452489
140,6,13,1,0.00458716
140,6,15,1,0.00492611
140,7,15,1,0.00492611
140,10,0,1,0.00446429
140,10,6,1,0.00438596
140,10,7,1,0.00456621
140,10,8,1,0.00473934
140,10,11,1,0.00452489
140,10,13,1,0.00458716
140,11,0,1,0.00446429
140,11,7,1,0.00456621
140,11,10,1,0.00446429
140,11,13,1,0.00458716
140,12,5,1,0.00454545
140,13,0,1,0.00446429
140,13,6,1,0.00438596
140,13,10,1,0.00446429
140,13,11,1,0.00452489
140,14,4,1,0.00478469
140,14,7,1,0.00456621
140,14,15,1,0.00492611
140,14,18,1,0.00478469
140,16,3,1,0.00442478
140,16,17,1,0.00454545
140,17,3,1,0.00442478
140,17,16,1,0.00460829
140,19,5,1,0.00454545
160,0,6,1,0.00440529
160,0,8,1,0.00473934
160,0,10,1,0.0044843
160,0,11,1,0.00452489
160,0,13,1,0.00446429
160,2,5,1,0.0045045
160,2,12,1,0.00456621
160,3,16,1,0.00454545
160,3,17,1,0.00454545
160,5,2,1,0.00446429
160,5,12,1,0.00456621
160,5,19,1,0.00446429
160,6,0,1,0.00440529
160,6,7,1,0.00462963
160,6,8,1,0.00473934
160,6,10,1,0.0044843
160,6,11,1,0.00452489
160,6,13,1,0.00446429
160,6,15,1,0.00478469
160,10,0,1,0.00440529
160,10,6,1,0.00440529
160,10,7,1,0.00462963
160,10,8,1,0.00473934
160,10,11,1,0.00452489
160,10,13,1,0.00446429
160,11,0,1,0.00440529
160,11,7,1,0.00462963
160,11,10,1,0.0044843
160,11,13,1,0.00446429
160,12,5,1,0.0045045
160,13,0,1,0.00440529
160,13,6,1,0.00440529
160,13,10,1,0.0044843
160,13,11,1,0.00452489
160,14,4,1,0.00483092
160,14,7,1,0.00462963
160,14,15,1,0.00478469
160,14,18,1,0.00483092
160,16,3,1,0.00438596
160,16,17,1,0.00454545
160,17,3,1,0.00438596
160,17,16,1,0.00454545
160,19,5,1,0.0045045
180,0,1,1,0.0045045
180,0,6,1,0.00438596
180,0,8,1,0.0046729
180,0,10,1,0.00440529
180,0,11,1,0.00442478
180,0,13,1,0.00444444
180,2,5,1,0.00452489
180,2,12,1,0.00456621
180,3,16,1,0.0045045
180,3,17,1,0.0045045
180,5,12,1,0.00456621
180,5,19,1,0.00442478
180,6,0,1,0.00434783
180,6,7,1,0.00465116
180,6,8,1,0.0046729
180,6,10,1,0.00440529
180,6,11,1,0.00442478
180,6,13,1,0.00444444
180,6,15,1,0.00471698
180,8,6,1,0.00438596
180,9,15,1,0.00471698
180,10,0,1,0.00434783
180,10,6,1,0.00438596
180,10,7,1,0.00465116
180,10,8,1,0.0046729
180,10,11,1,0.00442478
180,10,13,1,0.00444444
180,11,0,1,0.00434783
180,11,6,1,0.00438596
180,11,7,1,0.00465116
180,11,10,1,0.00440529
180,11,12,1,0.00456621
180,11,13,1,0.00444444
180,12,5,1,0.00452489
180,13,0,1,0.00434783
180,13,6,1,0.00438596
180,13,7,1,0.00465116
180,13,10,1,0.00440529
180,13,11,1,0.00442478
180,14,4,1,0.00483092
180,14,7,1,0.00465116
180,14,15,1,0.00471698
180,14,18,1,0.00485437
180,16,3,1,0.00436681
180,16,17,1,0.0045045
180,17,3,1,0.00436681
180,17,16,1,0.0045045
180,19,5,1,0.00452489
180,19,12,1,0.00456621
200,0,6,1,0.00440529
200,0,8,1,0.00456621
200,0,10,1,0.00438596
200,0,11,1,0.00438596
200,0,13,1,0.00436681
200,2,5,1,0.0045045
200,2,12,1,0.00460829
200,3,16,1,0.0044843
200,3,17,1,0.0045045
200,4,18,1,0.00480769
200,5,12,1,0.00460829
200,5,19,1,0.00438596
200,6,0,1,0.00436681
200,6,7,1,0.00460829
200,6,8,1,0.00456621
200,6,10,1,0.00438596
200,6,11,1,0.00438596
200,6,13,1,0.00436681
200,6,15,1,0.0046729
200,8,6,1,0.00440529
200,9,15,1,0.0046729
200,10,0,1,0.00436681
200,10,6,1,0.00440529
200,10,7,1,0.00460829
200,10,8,1,0.00456621
200,10,11,1,0.00438596
200,10,13,1,0.00436681
200,11,0,1,0.00436681
200,11,6,1,0.00440529
200,11,7,1,0.00460829
200,11,10,1,0.00438596
200,11,12,1,0.00460829
200,11,13,1,0.00436681
200,12,5,1,0.0045045
200,13,0,1,0.00436681
200,13,6,1,0.00440529
200,13,7,1,0.00460829
200,13,8,1,0.00456621
200,13,10,1,0.00438596
200,13,11,1,0.00438596
200,13,12,1,0.00460829
200,14,4,1,0.00473934
200,14,7,1,0.00460829
200,14,15,1,0.0046729
200,14,18,1,0.00480769
200,16,3,1,0.004329
200,16,17,1,0.0045045
200,17,3,1,0.004329
200,17,16,1,0.0044843
200,19,5,1,0.0045045
200,19,12,1,0.00460829
220,0,1,1,0.0045045
220,0,6,1,0.00434783
220,0,8,1,0.00460829
220,0,10,1,0.00434783
220,0,11,1,0.00440529
220,0,13,1,0.00429185
220,2,5,1,0.00452489
220,2,12,1,0.00454545
220,3,16,1,0.00446429
220,3,17,1,0.00444444
220,4,18,1,0.00473934
220,5,12,1,0.00454545
220,5,19,1,0.004329
220,6,0,1,0.004329
220,6,7,1,0.00462963
220,6,8,1,0.00460829
220,6,9,1,0.00452489
220,6,10,1,0.00434783
220,6,11,1,0.00440529
220,6,13,1,0.00429185
220,6,15,1,0.00469484
220,8,6,1,0.00434783
220,9,15,1,0.00469484
220,10,0,1,0.004329
220,10,6,1,0.00434783
220,10,7,1,0.00462963
220,10,8,1,0.00460829
220,10,11,1,0.00440529
220,10,13,1,0.00429185
220,11,0,1,0.004329
220,11,6,1,0.00434783
220,11,7,1,0.00462963
220,11,10,1,0.00434783
220,11,12,1,0.00454545
220,11,13,1,0.00429185
220,12,5,1,0.00452489
220,13,0,1,0.004329
220,13,6,1,0.00434783
220,13,7,1,0.00462963
220,13,8,1,0.00460829
220,13,10,1,0.00434783
220,13,11,1,0.00440529
220,13,12,1,0.00454545
220,14,4,1,0.00469484
220,14,7,1,0.00462963
220,14,15,1,0.00469484
220,14,18,1,0.00473934
220,16,3,1,0.00434783
220,16,17,1,0.00444444
220,17,3,1,0.00434783
220,17,16,1,0.00446429
220,19,2,1,0.00444444
220,19,5,1,0.00452489
220,19,12,1,0.00454545
240,0,1,1,0.00444444
240,0,6,1,0.00436681
240,0,8,1,0.00465116
240,0,10,1,0.00431034
240,0,11,1,0.00434783
240,0,12,1,0.0045045
240,0,13,1,0.004329
240,2,5,1,0.0044843
240,2,12,1,0.0045045
240,3,16,1,0.00444444
240,3,17,1,0.00442478
240,4,18,1,0.00469484
240,5,2,1,0.0044843
240,5,12,1,0.0045045
240,5,19,1,0.00436681
240,6,0,1,0.00431034
240,6,7,1,0.00460829
240,6,8,1,0.00465116
240,6,9,1,0.0045045
240,6,10,1,0.00431034
240,6,11,1,0.00434783
240,6,13,1,0.004329
240,6,15,1,0.0046729
240,8,6,1,0.00436681
240,9,15,1,0.0046729
240,10,0,1,0.00431034
240,10,6,1,0.00436681
240,10,7,1,0.00460829
240,10,8,1,0.00465116
240,10,11,1,0.00434783
240,10,13,1,0.004329
240,10,15,1,0.0046729
240,11,0,1,0.00431034
240,11,6,1,0.00436681
240,11,7,1,0.00460829
240,11,10,1,0.00431034
240,11,12,1,0.0045045
240,11,13,1,0.004329
240,12,5,1,0.0044843
240,13,0,1,0.00431034
240,13,6,1,0.00436681
240,13,7,1,0.00460829
240,13,8,1,0.00465116
240,13,10,1,0.00431034
240,13,11,1,0.00434783
240,13,12,1,0.0045045
240,14,4,1,0.00460829
240,14,7,1,0.00460829
240,14,15,1,0.0046729
240,14,18,1,0.00469484
240,15,9,1,0.0045045
240,16,3,1,0.00434783
240,16,17,1,0.00442478
240,17,3,1,0.00434783
240,17,16,1,0.00444444
240,18,4,1,0.00460829
240,19,5,1,0.0044843
240,19,12,1,0.0045045
260,0,1,1,0.00440529
260,0,6,1,0.004329
260,0,8,1,0.00458716
260,0,10,1,0.004329
260,0,11,1,0.00436681
260,0,13,1,0.004329
260,3,16,1,0.00442478
260,3,17,1,0.00438596
260,4,14,1,0.00431034
260,4,18,1,0.00473934
260,5,2,1,0.00452489
260,5,12,1,0.00446429
260,5,19,1,0.00438596
260,6,0,1,0.00434783
260,6,7,1,0.00454545
260,6,8,1,0.00458716
260,6,9,1,0.00446429
260,6,10,1,0.004329
260,6,11,1,0.00436681
260,6,13,1,0.004329
260,6,15,1,0.00469484
260,7,4,1,0.00454545
260,7,11,1,0.00436681
260,7,15,1,0.00469484
260,8,6,1,0.004329
260,9,15,1,0.00469484
260,10,0,1,0.00434783
260,10,6,1,0.004329
260,10,7,1,0.00454545
260,10,8,1,0.00458716
260,10,11,1,0.00436681
260,10,13,1,0.004329
260,11,0,1,0.00434783
260,11,6,1,0.004329
260,11,7,1,0.00454545
260,11,10,1,0.004329
260,11,12,1,0.00446429
260,11,13,1,0.004329
260,12,2,1,0.00452489
260,12,5,1,0.00446429
260,12,11,1,0.00436681
260,12,19,1,0.00438596
260,13,0,1,0.00434783
260,13,6,1,0.004329
260,13,7,1,0.00454545
260,13,8,1,0.00458716
260,13,10,1,0.004329
260,13,11,1,0.00436681
260,13,12,1,0.00446429
260,14,4,1,0.00454545
260,14,7,1,0.00454545
260,14,15,1,0.00469484
260,14,18,1,0.00473934
260,16,3,1,0.00431034
260,16,17,1,0.00438596
260,17,3,1,0.00431034
260,17,16,1,0.00442478
260,17,18,1,0.00473934
260,18,4,1,0.00454545
260,19,5,1,0.00446429
260,19,12,1,0.00446429
280,0,1,1,0.00436681
280,0,6,1,0.00434783
280,0,8,1,0.00460829
280,0,10,1,0.00431034
280,0,11,1,0.00434783
280,0,12,1,0.00438596
280,0,13,1,0.00425532
280,3,16,1,0.00444444
280,3,17,1,0.00436681
280,4,7,1,0.00442478
280,4,14,1,0.00429185
280,4,18,1,0.00473934
280,5,2,1,0.0045045
280,5,12,1,0.00438596
280,5,19,1,0.00438596
280,6,0,1,0.00431034
280,6,7,1,0.00442478
280,6,8,1,0.00460829
280,6,9,1,0.00444444
280,6,10,1,0.00431034
280,6,11,1,0.00434783
280,6,13,1,0.00425532
280,6,15,1,0.00471698
280,7,4,1,0.0044843
280,7,6,1,0.00434783
280,7,10,1,0.00431034
280,7,11,1,0.00434783
280,7,13,1,0.00425532
280,7,15,1,0.00471698
280,8,6,1,0.00434783
280,9,15,1,0.00471698
280,10,0,1,0.00431034
280,10,6,1,0.00434783
280,10,7,1,0.00442478
280,10,8,1,0.00460829
280,10,11,1,0.00434783
280,10,13,1,0.00425532
280,10,15,1,0.00471698
280,11,0,1,0.00431034
280,11,6,1,0.00434783
280,11,7,1,0.00442478
280,11,10,1,0.00431034
280,11,12,1,0.00438596
280,11,13,1,0.00425532
280,12,2,1,0.0045045
280,12,5,1,0.00444444
280,12,11,1,0.00434783
280,12,13,1,0.00425532
280,12,19,1,0.00438596
280,13,0,1,0.00431034
280,13,6,1,0.00434783
280,13,7,1,0.00442478
280,13,8,1,0.00460829
280,13,10,1,0.00431034
280,13,11,1,0.00434783
280,13,12,1,0.00438596
280,14,4,1,0.0044843
280,14,7,1,0.00442478
280,14,15,1,0.00471698
280,14,18,1,0.00473934
280,16,3,1,0.00429185
280,16,17,1,0.00436681
280,17,3,1,0.00429185
280,17,16,1,0.00444444
280,17,18,1,0.00473934
280,18,4,1,0.0044843
280,19,5,1,0.00444444
280,19,12,1,0.00438596
300,0,1,1,0.00440529
300,0,6,1,0.0042735
300,0,8,1,0.0044843
300,0,10,1,0.004329
300,0,11,1,0.00434783
300,0,12,1,0.00436681
300,0,13,1,0.0042735
300,3,16,1,0.00442478
300,3,17,1,0.00436681
300,4,7,1,0.0044843
300,4,14,1,0.0042735
300,4,18,1,0.00473934
300,5,2,1,0.0044843
300,5,12,1,0.00436681
300,5,19,1,0.004329
300,6,0,1,0.00431034
300,6,7,1,0.0044843
300,6,8,1,0.0044843
300,6,9,1,0.00452489
300,6,10,1,0.004329
300,6,11,1,0.00434783
300,6,13,1,0.0042735
300,6,15,1,0.00458716
300,7,4,1,0.0044843
300,7,6,1,0.0042735
300,7,10,1,0.004329
300,7,11,1,0.00434783
300,7,15,1,0.00458716
300,8,6,1,0.0042735
300,8,10,1,0.004329
300,9,15,1,0.00458716
300,10,0,1,0.00431034
300,10,6,1,0.0042735
300,10,7,1,0.0044843
300,10,8,1,0.0044843
300,10,11,1,0.00434783
300,10,13,1,0.0042735
300,11,0,1,0.00431034
300,11,6,1,0.0042735
300,11,7,1,0.0044843
300,11,10,1,0.004329
300,11,12,1,0.00436681
300,11,13,1,0.0042735
300,12,2,1,0.0044843
300,12,5,1,0.00442478
300,12,11,1,0.00434783
300,12,13,1,0.0042735
300,12,19,1,0.004329
300,13,0,1,0.00431034
300,13,6,1,0.0042735
300,13,7,1,0.0044843
300,13,8,1,0.0044843
300,13,10,1,0.004329
300,13,11,1,0.00434783
300,13,12,1,0.00436681
300,14,4,1,0.0044843
300,14,7,1,0.0044843
300,14,15,1,0.00458716
300,14,18,1,0.00473934
300,15,7,1,0.0044843
300,15,9,1,0.00452489
300,16,3,1,0.00425532
300,16,17,1,0.00436681
300,16,18,1,0.00473934
300,17,3,1,0.00425532
300,17,16,1,0.00442478
300,17,18,1,0.00473934
300,18,4,1,0.0044843
300,19,2,1,0.0044843
300,19,5,1,0.00442478
300,19,12,1,0.00436681
320,0,1,1,0.004329
320,0,6,1,0.0042735
320,0,8,1,0.00444444
320,0,10,1,0.00438596
320,0,11,1,0.00440529
320,0,13,1,0.00425532
320,1,0,1,0.00431034
320,3,16,1,0.00440529
320,3,17,1,0.00442478
320,4,7,1,0.0045045
320,4,14,1,0.0042735
320,4,18,1,0.00478469
320,5,2,1,0.00456621
320,5,12,1,0.00434783
320,5,19,1,0.00436681
320,6,0,1,0.00431034
320,6,7,1,0.0045045
320,6,8,1,0.00444444
320,6,9,1,0.00454545
320,6,10,1,0.00438596
320,6,11,1,0.00440529
320,6,13,1,0.00425532
320,6,15,1,0.00454545
320,7,4,1,0.00452489
320,7,6,1,0.0042735
320,7,10,1,0.00438596
320,7,11,1,0.00440529
320,7,15,1,0.00454545
320,8,6,1,0.0042735
320,8,10,1,0.00438596
320,9,15,1,0.00454545
320,10,0,1,0.00431034
320,10,6,1,0.0042735
320,10,7,1,0.0045045
320,10,8,1,0.00444444
320,10,11,1,0.00440529
320,10,13,1,0.00425532
320,11,0,1,0.00431034
320,11,6,1,0.0042735
320,11,7,1,0.0045045
320,11,10,1,0.00438596
320,11,12,1,0.00434783
320,11,13,1,0.00425532
320,12,2,1,0.00456621
320,12,5,1,0.00440529
320,12,11,1,0.00440529
320,12,13,1,0.00425532
320,12,19,1,0.00436681
320,13,0,1,0.00431034
320,13,6,1,0.0042735
320,13,7,1,0.0045045
320,13,8,1,0.00444444
320,13,10,1,0.00438596
320,13,11,1,0.00440529
320,13,12,1,0.00434783
320,14,4,1,0.00452489
320,14,7,1,0.0045045
320,14,15,1,0.00454545
320,14,18,1,0.00478469
320,15,7,1,0.0045045
320,15,9,1,0.00454545
320,16,3,1,0.00423729
320,16,17,1,0.00442478
320,16,18,1,0.00478469
320,17,3,1,0.00423729
320,17,16,1,0.00440529
320,19,5,1,0.00440529
320,19,12,1,0.00434783
340,0,1,1,0.00429185
340,0,6,1,0.00421941
340,0,8,1,0.00438596
340,0,10,1,0.00440529
340,0,11,1,0.00438596
340,0,13,1,0.00429185
340,1,0,1,0.00438596
340,1,12,1,0.00434783
340,3,16,1,0.00438596
340,3,17,1,0.00434783
340,4,18,1,0.00471698
340,5,2,1,0.00458716
340,5,12,1,0.00434783
340,5,19,1,0.00434783
340,6,0,1,0.00438596
340,6,7,1,0.0045045
340,6,8,1,0.00438596
340,6,9,1,0.00471698
340,6,10,1,0.00440529
340,6,11,1,0.00438596
340,6,13,1,0.00429185
340,6,15,1,0.00458716
340,7,4,1,0.00458716
340,7,6,1,0.00421941
340,7,10,1,0.00440529
340,7,11,1,0.00438596
340,7,15,1,0.00458716
340,8,0,1,0.00438596
340,8,6,1,0.00421941
340,8,9,1,0.00471698
340,8,10,1,0.00440529
340,8,13,1,0.00429185
340,10,0,1,0.00438596
340,10,6,1,0.00421941
340,10,7,1,0.0045045
340,10,8,1,0.00438596
340,10,11,1,0.00438596
340,10,13,1,0.00429185
340,11,0,1,0.00438596
340,11,6,1,0.00421941
340,11,7,1,0.0045045
340,11,10,1,0.00440529
340,11,12,1,0.00434783
340,11,13,1,0.00429185
340,12,2,1,0.00458716
340,12,5,1,0.00436681
340,12,11,1,0.00438596
340,12,13,1,0.00429185
340,12,19,1,0.00434783
340,13,0,1,0.00438596
340,13,6,1,0.00421941
340,13,7,1,0.0045045
340,13,8,1,0.00438596
340,13,10,1,0.00440529
340,13,11,1,0.00438596
340,13,12,1,0.00434783
340,14,4,1,0.00458716
340,14,7,1,0.0045045
340,14,15,1,0.00458716
340,14,18,1,0.00471698
340,15,9,1,0.00471698
340,16,3,1,0.00425532
340,16,17,1,0.00434783
340,16,18,1,0.00471698
340,17,3,1,0.00425532
340,17,16,1,0.00438596
340,17,18,1,0.00471698
340,18,4,1,0.00458716
340,19,5,1,0.00436681
340,19,12,1,0.00434783
360,0,1,1,0.00431034
360,0,6,1,0.00421941
360,0,8,1,0.00442478
360,0,10,1,0.00434783
360,0,11,1,0.00429185
360,0,13,1,0.00429185
360,1,0,1,0.004329
360,3,16,1,0.004329
360,3,17,1,0.004329
360,4,14,1,0.00421941
360,4,18,1,0.00465116
360,5,2,1,0.00456621
360,5,12,1,0.004329
360,5,19,1,0.004329
360,6,0,1,0.004329
360,6,7,1,0.00440529
360,6,8,1,0.00442478
360,6,9,1,0.0047619
360,6,10,1,0.00434783
360,6,11,1,0.00429185
360,6,13,1,0.00429185
360,6,15,1,0.00465116
360,7,4,1,0.00456621
360,7,6,1,0.00421941
360,7,10,1,0.00434783
360,7,11,1,0.00429185
360,7,13,1,0.00429185
360,7,15,1,0.00465116
