generation,population,prop_loci_fixed,mean_alleles_per_locus
1200,14,5,3.3
1200,15,5,3.3
1200,16,6,3.11667
1200,17,6,2.9
1200,18,5,3.6
1200,19,6,2.9
1300,0,5,3.2
1300,1,5,3.2
1300,2,5,3.05
1300,3,10,2.61667
1300,4,4,3.28333
1300,5,7,3.05
1300,6,4,3.16667
1300,7,5,3.25
1300,8,4,3.18333
1300,9,5,3.15
1300,10,4,3.15
1300,11,4,3.18333
1300,12,5,3.21667
1300,13,5,3.25
1300,14,5,3.21667
1300,15,5,3.11667
1300,16,10,2.63333
1300,17,10,2.65
1300,18,4,3.53333
1300,19,8,2.83333
1400,0,4,3.18333
1400,1,7,3.03333
1400,2,5,3.11667
1400,3,11,2.41667
1400,4,6,3.43333
1400,5,8,2.95
1400,6,5,3.11667
1400,7,4,3.33333
1400,8,4,3.1
1400,9,5,3.1
1400,10,4,3.26667
1400,11,4,3.18333
1400,12,5,3.21667
1400,13,6,3.16667
1400,14,4,3.4
1400,15,5,3.21667
1400,16,12,2.33333
1400,17,12,2.33333
1400,18,4,3.51667
1400,19,7,2.91667
1500,0,5,3.08333
1500,1,6,2.88333
1500,2,6,3.01667
1500,3,17,2.18333
1500,4,4,3.4
1500,5,5,2.91667
1500,6,5,3.03333
1500,7,4,3.2
1500,8,5,3.05
1500,9,4,3.05
1500,10,6,3.03333
1500,11,5,3.01667
1500,12,5,3.01667
1500,13,5,3.15
1500,14,4,3.41667
1500,15,6,3.16667
1500,16,14,2.28333
1500,17,15,2.16667
1500,18,4,3.46667
1500,19,6,2.78333
1600,0,7,3.03333
1600,1,9,2.81667
1600,2,9,2.85
1600,3,18,2.01667
1600,4,4,3.46667
1600,5,7,2.83333
1600,6,7,3.03333
1600,7,5,3.21667
1600,8,7,2.93333
1600,9,7,2.95
1600,10,9,2.98333
1600,11,5,3.03333
1600,12,5,2.96667
1600,13,6,3.03333
1600,14,6,3.11667
1600,15,7,2.95
1600,16,17,2.01667
1600,17,18,1.95
1600,18,4,3.46667
1600,19,8,2.65
1700,0,9,2.91667
1700,1,9,2.86667
1700,2,9,2.9
1700,3,21,1.88333
1700,4,5,3.41667
1700,5,7,2.83333
1700,6,7,2.98333
1700,7,5,3.23333
1700,8,7,2.98333
1700,9,9,2.96667
1700,10,8,3
1700,11,6,3.05
1700,12,8,3
1700,13,7,2.96667
1700,14,5,3.28333
1700,15,8,2.98333
1700,16,19,1.91667
1700,17,20,1.9
1700,18,4,3.35
1700,19,8,2.73333
1800,0,8,2.9
1800,1,8,2.93333
1800,2,6,2.86667
1800,3,23,1.76667
1800,4,4,3.3
1800,5,9,2.75
1800,6,8,2.9
1800,7,7,3.1
1800,8,9,2.9
1800,9,10,2.88333
1800,10,9,2.91667
1800,11,9,2.93333
1800,12,8,2.96667
1800,13,8,2.9
1800,14,5,3.23333
1800,15,7,2.88333
1800,16,21,1.76667
1800,17,25,1.7
1800,18,5,3.26667
1800,19,9,2.7
1900,0,10,2.85
1900,1,10,2.75
1900,2,7,2.95
1900,3,27,1.66667
1900,4,6,3.25
1900,5,9,2.71667
1900,6,7,2.91667
1900,7,5,3.11667
1900,8,8,2.86667
1900,9,10,2.8
1900,10,8,2.88333
1900,11,6,2.91667
1900,12,9,2.88333
1900,13,9,2.88333
1900,14,5,3.15
1900,15,10,2.8
1900,16,28,1.61667
1900,17,28,1.61667
1900,18,6,3.2
1900,19,10,2.58333
2000,0,10,2.8
2000,1,10,2.61667
2000,2,10,2.83333
2000,3,32,1.56667
2000,4,6,3.21667
2000,5,10,2.63333
2000,6,10,2.86667
2000,7,8,3.15
2000,8,10,2.78333
2000,9,9,2.78333
2000,10,8,2.83333
2000,11,9,2.81667
2000,12,10,2.75
2000,13,10,2.78333
2000,14,7,3.06667
2000,15,10,2.86667
2000,16,35,1.51667
2000,17,30,1.6
2000,18,5,3.2
2000,19,11,2.55
2000,0,10,2.8
2000,1,10,2.6
2000,2,10,2.81667
2000,3,32,1.56667
2000,4,6,3.2
2000,5,10,2.63333
2000,6,10,2.81667
2000,7,8,3.11667
2000,8,10,2.78333
2000,9,10,2.75
2000,10,8,2.81667
2000,11,9,2.81667
2000,12,11,2.73333
2000,13,10,2.78333
2000,14,7,3.01667
2000,15,10,2.81667
2000,16,35,1.51667
2000,17,30,1.6
2000,18,6,3.15
2000,19,11,2.5
2020,0,11,2.55
2020,1,12,2.4
2020,2,11,2.51667
2020,3,36,1.46667
2020,4,7,2.76667
2020,5,13,2.45
2020,6,10,2.51667
2020,7,8,2.8
2020,8,12,2.4
2020,9,12,2.43333
2020,10,11,2.53333
2020,11,10,2.51667
2020,12,12,2.53333
2020,13,10,2.6
2020,14,7,2.81667
2020,15,11,2.55
2020,16,37,1.46667
2020,17,34,1.5
2020,18,9,2.75
2020,19,11,2.33333
2040,0,11,2.38333
2040,1,13,2.26667
2040,2,12,2.3
2040,3,39,1.41667
2040,4,7,2.63333
2040,5,14,2.25
2040,6,12,2.43333
2040,7,9,2.55
2040,8,13,2.23333
2040,9,15,2.25
2040,10,13,2.36667
2040,11,10,2.4
2040,12,14,2.41667
2040,13,11,2.36667
2040,14,8,2.56667
2040,15,16,2.28333
2040,16,40,1.43333
2040,17,37,1.45
2040,18,9,2.61667
2040,19,13,2.21667
2060,0,11,2.35
2060,1,15,2.15
2060,2,16,2.05
2060,3,40,1.4
2060,4,8,2.55
2060,5,16,2.16667
2060,6,13,2.33333
2060,7,9,2.4
2060,8,14,2.13333
2060,9,18,2.13333
2060,10,14,2.25
2060,11,13,2.28333
2060,12,16,2.23333
2060,13,14,2.18333
2060,14,11,2.4
2060,15,17,2.16667
2060,16,43,1.36667
2060,17,41,1.36667
2060,18,11,2.46667
2060,19,15,2.06667
2080,0,12,2.28333
2080,1,18,2
2080,2,17,1.95
2080,3,40,1.38333
2080,4,9,2.41667
2080,5,17,2.06667
2080,6,17,2.2
2080,7,11,2.26667
2080,8,19,1.98333
2080,9,21,1.96667
2080,10,15,2.13333
2080,11,15,2.16667
2080,12,18,2.03333
2080,13,15,2.06667
2080,14,11,2.18333
2080,15,18,2.1
2080,16,45,1.33333
2080,17,41,1.35
2080,18,13,2.28333
2080,19,18,1.93333
2100,0,12,2.2
2100,1,18,2
2100,2,18,1.88333
2100,3,41,1.36667
2100,4,10,2.31667
2100,5,21,1.98333
2100,6,20,2.05
2100,7,12,2.18333
2100,8,20,1.91667
2100,9,23,1.9
2100,10,18,2.05
2100,11,19,2.01667
2100,12,19,1.95
2100,13,17,2
2100,14,11,2.16667
2100,15,22,1.93333
2100,16,45,1.31667
2100,17,42,1.31667
2100,18,16,2.13333
2100,19,19,1.9
2120,0,12,2.08333
2120,1,21,1.91667
2120,2,19,1.83333
2120,3,44,1.33333
2120,4,10,2.26667
2120,5,21,1.88333
2120,6,20,1.95
2120,7,15,2.06667
2120,8,22,1.85
2120,9,23,1.88333
2120,10,19,2
2120,11,19,1.93333
2120,12,21,1.91667
2120,13,20,1.9
2120,14,11,2.05
2120,15,26,1.83333
2120,16,47,1.26667
2120,17,44,1.28333
2120,18,21,1.95
2120,19,20,1.86667
2140,0,15,1.96667
2140,1,21,1.85
2140,2,22,1.76667
2140,3,45,1.28333
2140,4,12,2.13333
2140,5,23,1.8
2140,6,22,1.86667
2140,7,22,1.9
2140,8,22,1.81667
2140,9,25,1.78333
2140,10,21,1.9
2140,11,22,1.85
2140,12,25,1.81667
2140,13,24,1.78333
2140,14,16,1.88333
2140,15,27,1.73333
2140,16,48,1.25
2140,17,46,1.25
2140,18,23,1.83333
2140,19,24,1.76667
2160,0,20,1.88333
2160,1,23,1.78333
2160,2,23,1.71667
2160,3,44,1.3
2160,4,15,2.03333
2160,5,25,1.73333
2160,6,23,1.81667
2160,7,24,1.78333
2160,8,26,1.7
2160,9,27,1.73333
2160,10,23,1.85
2160,11,24,1.75
2160,12,26,1.75
2160,13,24,1.73333
2160,14,17,1.86667
2160,15,31,1.63333
2160,16,48,1.23333
2160,17,46,1.25
2160,18,24,1.76667
2160,19,26,1.7
2180,0,22,1.85
2180,1,26,1.7
2180,2,25,1.66667
2180,3,45,1.28333
2180,4,17,1.96667
2180,5,26,1.68333
2180,6,24,1.71667
2180,7,25,1.76667
2180,8,28,1.66667
2180,9,27,1.71667
2180,10,25,1.76667
2180,11,26,1.7
2180,12,27,1.73333
2180,13,24,1.7
2180,14,19,1.78333
2180,15,32,1.6
2180,16,49,1.21667
2180,17,46,1.23333
2180,18,24,1.71667
2180,19,27,1.66667
2200,0,25,1.73333
2200,1,27,1.66667
2200,2,28,1.6
2200,3,45,1.26667
2200,4,20,1.86667
2200,5,26,1.65
2200,6,25,1.66667
2200,7,26,1.75
2200,8,31,1.58333
2200,9,29,1.66667
2200,10,28,1.68333
2200,11,27,1.65
2200,12,27,1.73333
2200,13,29,1.56667
2200,14,20,1.76667
2200,15,32,1.58333
2200,16,50,1.2
2200,17,47,1.21667
2200,18,26,1.65
2200,19,29,1.58333
2220,0,26,1.7
2220,1,32,1.58333
2220,2,33,1.48333
2220,3,46,1.25
2220,4,24,1.76667
2220,5,28,1.58333
2220,6,27,1.65
2220,7,29,1.66667
2220,8,34,1.51667
2220,9,30,1.63333
2220,10,30,1.61667
2220,11,28,1.63333
2220,12,30,1.66667
2220,13,30,1.53333
2220,14,20,1.75
2220,15,33,1.55
2220,16,51,1.16667
2220,17,49,1.18333
2220,18,26,1.65
2220,19,31,1.53333
2240,0,27,1.66667
2240,1,32,1.56667
2240,2,35,1.43333
2240,3,45,1.26667
2240,4,26,1.7
2240,5,30,1.55
2240,6,27,1.66667
2240,7,32,1.61667
2240,8,35,1.48333
2240,9,30,1.58333
2240,10,30,1.55
2240,11,29,1.61667
2240,12,32,1.56667
2240,13,34,1.46667
2240,14,23,1.66667
2240,15,36,1.48333
2240,16,51,1.16667
2240,17,52,1.13333
2240,18,30,1.55
2240,19,32,1.51667
2260,0,27,1.65
2260,1,35,1.48333
2260,2,35,1.43333
2260,3,48,1.21667
2260,4,27,1.66667
2260,5,30,1.55
2260,6,28,1.63333
2260,7,33,1.56667
2260,8,37,1.43333
2260,9,33,1.51667
2260,10,31,1.53333
2260,11,33,1.51667
2260,12,33,1.55
2260,13,37,1.41667
2260,14,27,1.6
2260,15,38,1.45
2260,16,51,1.16667
2260,17,52,1.13333
2260,18,30,1.56667
2260,19,34,1.45
2280,0,29,1.61667
2280,1,36,1.46667
2280,2,36,1.41667
2280,3,47,1.23333
2280,4,29,1.6
2280,5,33,1.46667
2280,6,28,1.56667
2280,7,36,1.51667
2280,8,38,1.4
2280,9,33,1.48333
2280,10,33,1.48333
2280,11,35,1.46667
2280,12,34,1.48333
2280,13,37,1.4
2280,14,32,1.5
2280,15,39,1.4
2280,16,51,1.16667
2280,17,52,1.13333
2280,18,32,1.5
2280,19,35,1.43333
2300,0,34,1.53333
2300,1,39,1.41667
2300,2,38,1.36667
2300,3,50,1.18333
2300,4,31,1.55
2300,5,34,1.45
2300,6,29,1.55
2300,7,39,1.45
2300,8,39,1.36667
2300,9,33,1.48333
2300,10,35,1.45
2300,11,36,1.43333
2300,12,34,1.48333
2300,13,36,1.41667
2300,14,35,1.45
2300,15,40,1.36667
2300,16,51,1.16667
2300,17,52,1.13333
2300,18,33,1.48333
2300,19,37,1.4
