generation,populationA,populationB,ct,prop_of_popB_from_popA
0,11,5,1,0.00480769
0,11,6,1,0.00473934
0,11,7,1,0.00487805
0,11,8,1,0.00487805
0,11,9,1,0.00480769
0,11,10,1,0.00480769
0,11,12,1,0.00483092
0,11,13,1,0.00480769
0,11,15,1,0.00485437
0,11,18,1,0.005
0,11,19,1,0.00487805
0,12,0,1,0.00478469
0,12,1,1,0.00502513
0,12,2,1,0.00480769
0,12,5,1,0.00480769
0,12,6,1,0.00473934
0,12,7,1,0.00487805
0,12,10,1,0.00480769
0,12,11,1,0.00478469
0,12,13,1,0.00480769
0,12,19,1,0.00487805
0,13,0,1,0.00478469
0,13,1,1,0.00502513
0,13,2,1,0.00480769
0,13,4,1,0.00497512
0,13,5,1,0.00480769
0,13,6,1,0.00473934
0,13,7,1,0.00487805
0,13,8,1,0.00487805
0,13,9,1,0.00480769
0,13,10,1,0.00480769
0,13,11,1,0.00478469
0,13,12,1,0.00483092
0,13,15,1,0.00485437
0,14,4,1,0.00497512
0,14,7,1,0.00487805
0,14,9,1,0.00480769
0,14,15,1,0.00485437
0,14,16,1,0.0047619
0,14,17,1,0.0047619
0,14,18,1,0.005
0,15,0,1,0.00478469
0,15,4,1,0.00497512
0,15,6,1,0.00473934
0,15,7,1,0.00487805
0,15,8,1,0.00487805
0,15,9,1,0.00480769
0,15,10,1,0.00480769
0,15,11,1,0.00478469
0,15,13,1,0.00480769
0,15,14,1,0.00444444
0,15,18,1,0.005
0,16,3,1,0.00480769
0,16,4,1,0.00497512
0,16,14,1,0.00444444
0,16,17,1,0.0047619
0,16,18,1,0.005
0,17,2,1,0.00480769
0,17,3,1,0.00480769
0,17,4,1,0.00497512
0,17,14,1,0.00444444
0,17,16,1,0.0047619
0,17,18,1,0.005
0,18,2,1,0.00480769
0,18,3,1,0.00480769
0,18,4,1,0.00497512
0,18,7,1,0.00487805
0,18,11,1,0.00478469
0,18,14,1,0.00444444
0,18,15,1,0.00485437
0,18,16,1,0.0047619
0,18,17,1,0.0047619
0,19,1,1,0.00502513
0,19,2,1,0.00480769
0,19,5,1,0.00480769
0,19,11,1,0.00478469
0,19,12,1,0.00483092
20,3,17,1,0.0047619
20,5,19,1,0.00487805
20,6,10,1,0.00483092
20,11,13,1,0.00473934
20,13,10,1,0.00483092
20,13,11,1,0.00469484
20,14,4,1,0.00485437
20,14,15,1,0.00478469
20,14,18,1,0.00502513
20,17,3,1,0.00471698
40,0,13,1,0.00471698
40,5,19,1,0.00483092
40,6,10,1,0.00478469
40,9,15,1,0.00480769
40,10,6,1,0.00473934
40,10,13,1,0.00471698
40,11,13,1,0.00471698
40,13,0,1,0.00471698
40,13,10,1,0.00478469
40,13,11,1,0.00478469
40,14,4,1,0.00483092
40,14,15,1,0.00480769
40,14,18,1,0.00497512
40,16,3,1,0.00483092
40,16,17,1,0.00478469
40,17,3,1,0.00483092
60,0,10,1,0.00462963
60,0,13,1,0.00465116
60,3,17,1,0.00483092
60,4,18,1,0.00480769
60,5,19,1,0.00478469
60,8,6,1,0.00483092
60,9,15,1,0.00480769
60,10,0,1,0.0046729
60,10,6,1,0.00483092
60,10,11,1,0.0047619
60,10,13,1,0.00465116
60,11,13,1,0.00465116
60,13,0,1,0.0046729
60,13,10,1,0.00462963
60,13,11,1,0.0047619
60,14,4,1,0.00460829
60,14,15,1,0.00480769
60,14,18,1,0.00480769
60,16,3,1,0.00473934
60,16,17,1,0.00483092
80,0,10,1,0.00460829
80,0,13,1,0.00460829
80,3,16,1,0.00462963
80,3,17,1,0.00473934
80,4,18,1,0.00471698
80,5,12,1,0.00471698
80,5,19,1,0.00478469
80,8,6,1,0.00485437
80,9,15,1,0.00471698
80,10,0,1,0.0046729
80,10,6,1,0.00485437
80,10,11,1,0.00465116
80,10,13,1,0.00460829
80,11,10,1,0.00460829
80,11,13,1,0.00460829
80,13,0,1,0.0046729
80,13,10,1,0.00460829
80,13,11,1,0.00465116
80,14,4,1,0.00456621
80,14,7,1,0.00469484
80,14,15,1,0.00471698
80,14,18,1,0.00471698
80,16,3,1,0.00471698
80,16,17,1,0.00473934
80,17,3,1,0.00471698
80,18,4,1,0.00456621
100,0,10,1,0.00462963
100,0,13,1,0.00462963
100,3,16,1,0.00462963
100,3,17,1,0.00465116
100,4,14,1,0.0042735
100,4,18,1,0.0046729
100,5,12,1,0.0047619
100,5,19,1,0.0047619
100,6,10,1,0.00462963
100,8,6,1,0.0047619
100,9,15,1,0.00458716
100,10,0,1,0.00462963
100,10,6,1,0.0047619
100,10,11,1,0.00462963
100,10,13,1,0.00462963
100,11,10,1,0.00462963
100,11,13,1,0.00462963
100,13,0,1,0.00462963
100,13,10,1,0.00462963
100,13,11,1,0.00462963
100,14,4,1,0.00456621
100,14,7,1,0.00458716
100,14,15,1,0.00458716
100,14,18,1,0.0046729
100,15,9,1,0.00452489
100,16,3,1,0.00465116
100,16,17,1,0.00465116
100,17,3,1,0.00465116
100,17,16,1,0.00462963
100,18,4,1,0.00456621
100,19,5,1,0.00465116
120,0,10,1,0.00465116
120,0,13,1,0.00465116
120,1,0,1,0.00462963
120,3,16,1,0.00456621
120,3,17,1,0.00458716
120,4,14,1,0.00423729
120,4,18,1,0.0046729
120,5,19,1,0.00465116
120,6,8,1,0.00465116
120,6,10,1,0.00465116
120,8,6,1,0.0046729
120,9,15,1,0.00454545
120,10,0,1,0.00462963
120,10,6,1,0.0046729
120,10,11,1,0.00469484
120,10,13,1,0.00465116
120,11,13,1,0.00465116
120,13,0,1,0.00462963
120,13,10,1,0.00465116
120,13,11,1,0.00469484
120,14,4,1,0.00458716
120,14,7,1,0.00456621
120,14,15,1,0.00454545
120,14,18,1,0.0046729
120,15,7,1,0.00456621
120,15,9,1,0.00446429
120,16,3,1,0.00456621
120,16,17,1,0.00458716
120,17,3,1,0.00456621
120,17,16,1,0.00456621
120,18,4,1,0.00458716
120,19,5,1,0.00471698
140,0,10,1,0.00460829
140,0,13,1,0.0045045
140,1,0,1,0.00460829
140,3,16,1,0.00454545
140,3,17,1,0.00456621
140,4,7,1,0.00460829
140,4,14,1,0.00421941
140,4,18,1,0.00456621
140,5,12,1,0.00473934
140,5,19,1,0.00452489
140,6,0,1,0.00460829
140,6,7,1,0.00460829
140,6,8,1,0.00462963
140,6,10,1,0.00460829
140,6,11,1,0.0046729
140,6,13,1,0.0045045
140,8,6,1,0.00446429
140,9,15,1,0.00454545
140,10,0,1,0.00460829
140,10,6,1,0.00446429
140,10,11,1,0.0046729
140,10,13,1,0.0045045
140,11,10,1,0.00460829
140,11,13,1,0.0045045
140,13,0,1,0.00460829
140,13,6,1,0.00446429
140,13,10,1,0.00460829
140,13,11,1,0.0046729
140,14,4,1,0.0045045
140,14,7,1,0.00460829
140,14,15,1,0.00454545
140,14,18,1,0.00456621
140,15,7,1,0.00460829
140,15,9,1,0.00446429
140,16,3,1,0.00460829
140,16,17,1,0.00456621
140,17,3,1,0.00460829
140,17,16,1,0.00454545
140,18,4,1,0.0045045
140,18,14,1,0.00421941
140,19,5,1,0.00465116
160,0,10,1,0.00460829
160,0,13,1,0.00446429
160,3,16,1,0.00452489
160,3,17,1,0.00456621
160,4,7,1,0.00460829
160,4,14,1,0.00421941
160,4,18,1,0.0046729
160,5,12,1,0.00465116
160,5,19,1,0.00446429
160,6,0,1,0.00462963
160,6,7,1,0.00460829
160,6,8,1,0.00460829
160,6,10,1,0.00460829
160,6,11,1,0.00460829
160,6,13,1,0.00446429
160,6,15,1,0.00458716
160,8,6,1,0.00438596
160,9,8,1,0.00460829
160,9,15,1,0.00458716
160,10,0,1,0.00462963
160,10,6,1,0.00438596
160,10,11,1,0.00460829
160,10,13,1,0.00446429
160,11,10,1,0.00460829
160,11,13,1,0.00446429
160,13,0,1,0.00462963
160,13,6,1,0.00438596
160,13,10,1,0.00460829
160,13,11,1,0.00460829
160,14,4,1,0.00446429
160,14,7,1,0.00460829
160,14,15,1,0.00458716
160,14,18,1,0.0046729
160,15,9,1,0.00442478
160,16,3,1,0.00460829
160,16,17,1,0.00456621
160,17,3,1,0.00460829
160,17,16,1,0.00452489
160,18,4,1,0.00446429
160,19,5,1,0.00454545
160,19,12,1,0.00465116
180,0,10,1,0.00456621
180,0,11,1,0.00462963
180,0,13,1,0.00440529
180,1,0,1,0.0045045
180,3,16,1,0.0044843
180,3,17,1,0.00454545
180,4,7,1,0.00456621
180,4,14,1,0.00423729
180,4,18,1,0.00460829
180,5,2,1,0.0046729
180,5,12,1,0.00456621
180,5,19,1,0.00444444
180,6,0,1,0.0045045
180,6,7,1,0.00456621
180,6,8,1,0.00454545
180,6,10,1,0.00456621
180,6,11,1,0.00462963
180,6,13,1,0.00440529
180,6,15,1,0.0045045
180,7,15,1,0.0045045
180,8,6,1,0.00442478
180,8,10,1,0.00456621
180,9,8,1,0.00454545
180,9,15,1,0.0045045
180,10,0,1,0.0045045
180,10,6,1,0.00442478
180,10,11,1,0.00462963
180,10,13,1,0.00440529
180,11,10,1,0.00456621
180,11,13,1,0.00440529
180,12,5,1,0.00446429
180,13,0,1,0.0045045
180,13,6,1,0.00442478
180,13,7,1,0.00456621
180,13,10,1,0.00456621
180,13,11,1,0.00462963
180,14,4,1,0.00444444
180,14,7,1,0.00456621
180,14,15,1,0.0045045
180,14,18,1,0.00460829
180,15,7,1,0.00456621
180,15,9,1,0.00444444
180,16,3,1,0.00458716
180,16,17,1,0.00454545
180,17,3,1,0.00458716
180,17,16,1,0.0044843
180,18,4,1,0.00444444
180,18,14,1,0.00423729
180,19,5,1,0.00446429
180,19,12,1,0.00456621
200,0,10,1,0.00458716
200,0,11,1,0.00462963
200,0,13,1,0.00438596
200,1,0,1,0.00452489
200,3,16,1,0.00440529
200,3,17,1,0.00456621
200,4,14,1,0.00421941
200,4,18,1,0.00460829
200,5,2,1,0.00462963
200,5,12,1,0.00456621
200,5,19,1,0.0044843
200,6,0,1,0.00452489
200,6,7,1,0.00462963
200,6,8,1,0.00460829
200,6,10,1,0.00458716
200,6,11,1,0.00462963
200,6,13,1,0.00438596
200,6,15,1,0.00452489
200,8,6,1,0.00442478
200,9,8,1,0.00460829
200,9,15,1,0.00452489
200,10,0,1,0.00452489
200,10,6,1,0.00442478
200,10,11,1,0.00462963
200,10,13,1,0.00438596
200,11,10,1,0.00458716
200,11,13,1,0.00438596
200,12,5,1,0.00438596
200,13,0,1,0.00452489
200,13,6,1,0.00442478
200,13,7,1,0.00462963
200,13,8,1,0.00460829
200,13,10,1,0.00458716
200,13,11,1,0.00462963
200,13,12,1,0.00456621
200,14,4,1,0.00456621
200,14,7,1,0.00462963
200,14,15,1,0.00452489
200,14,18,1,0.00460829
200,15,7,1,0.00462963
200,15,9,1,0.00440529
200,16,3,1,0.00458716
200,16,17,1,0.00456621
200,16,18,1,0.00460829
200,17,3,1,0.00458716
200,17,16,1,0.00440529
200,18,4,1,0.00456621
200,18,14,1,0.00421941
200,19,5,1,0.00438596
220,0,10,1,0.0045045
220,0,11,1,0.00460829
220,0,13,1,0.00440529
220,1,0,1,0.00454545
220,3,16,1,0.00440529
220,3,17,1,0.00452489
220,4,7,1,0.0045045
220,4,14,1,0.00420168
220,4,18,1,0.0046729
220,5,2,1,0.00458716
220,5,12,1,0.00458716
220,5,19,1,0.00442478
220,6,0,1,0.00454545
220,6,7,1,0.0045045
220,6,8,1,0.0045045
220,6,10,1,0.0045045
220,6,11,1,0.00460829
220,6,13,1,0.00440529
220,6,15,1,0.00454545
220,7,4,1,0.00452489
220,7,6,1,0.00446429
220,7,11,1,0.00460829
220,7,15,1,0.00454545
220,8,6,1,0.00446429
220,8,10,1,0.0045045
220,9,6,1,0.00446429
220,9,8,1,0.0045045
220,9,15,1,0.00454545
220,10,0,1,0.00454545
220,10,6,1,0.00446429
220,10,7,1,0.0045045
220,10,8,1,0.0045045
220,10,11,1,0.00460829
220,10,13,1,0.00440529
220,11,10,1,0.0045045
220,11,13,1,0.00440529
220,12,5,1,0.00434783
220,13,0,1,0.00454545
220,13,6,1,0.00446429
220,13,7,1,0.0045045
220,13,10,1,0.0045045
220,13,11,1,0.00460829
220,14,4,1,0.00452489
220,14,7,1,0.0045045
220,14,15,1,0.00454545
220,14,18,1,0.0046729
220,15,7,1,0.0045045
220,15,9,1,0.00434783
220,16,3,1,0.00456621
220,16,17,1,0.00452489
220,16,18,1,0.0046729
220,17,3,1,0.00456621
220,17,16,1,0.00440529
220,18,4,1,0.00452489
220,19,5,1,0.00434783
220,19,12,1,0.00458716
240,0,10,1,0.00452489
240,0,13,1,0.00442478
240,1,0,1,0.00458716
240,3,16,1,0.00436681
240,3,17,1,0.00446429
240,4,14,1,0.0041841
240,4,18,1,0.0046729
240,5,2,1,0.00454545
240,5,12,1,0.00458716
240,5,19,1,0.00434783
240,6,0,1,0.00458716
240,6,7,1,0.00454545
240,6,8,1,0.00452489
240,6,10,1,0.00452489
240,6,11,1,0.00454545
240,6,13,1,0.00442478
240,7,4,1,0.00458716
240,7,6,1,0.0045045
240,7,11,1,0.00454545
240,7,15,1,0.00460829
240,8,6,1,0.0045045
240,8,10,1,0.00452489
240,9,6,1,0.0045045
240,9,8,1,0.00452489
240,9,15,1,0.00460829
240,10,0,1,0.00458716
240,10,6,1,0.0045045
240,10,7,1,0.00454545
240,10,8,1,0.00452489
240,10,11,1,0.00454545
240,10,13,1,0.00442478
240,11,0,1,0.00458716
240,11,10,1,0.00452489
240,11,13,1,0.00442478
240,12,5,1,0.00436681
240,13,0,1,0.00458716
240,13,6,1,0.0045045
240,13,7,1,0.00454545
240,13,10,1,0.00452489
240,13,11,1,0.00454545
240,14,4,1,0.00458716
240,14,7,1,0.00454545
240,14,15,1,0.00460829
240,14,16,1,0.00436681
240,14,18,1,0.0046729
240,15,9,1,0.00436681
240,16,3,1,0.00458716
240,16,17,1,0.00446429
240,16,18,1,0.0046729
240,17,3,1,0.00458716
240,17,16,1,0.00436681
240,18,4,1,0.00458716
240,19,5,1,0.00436681
240,19,12,1,0.00458716
260,0,6,1,0.00452489
260,0,10,1,0.0045045
260,0,11,1,0.00454545
260,0,13,1,0.00440529
260,1,0,1,0.00452489
260,3,16,1,0.00436681
260,3,17,1,0.00456621
260,4,18,1,0.00462963
260,5,2,1,0.00458716
260,5,12,1,0.00452489
260,5,19,1,0.00436681
260,6,0,1,0.00452489
260,6,7,1,0.00454545
260,6,8,1,0.00460829
260,6,10,1,0.0045045
260,6,11,1,0.00454545
260,6,13,1,0.00440529
260,7,4,1,0.00460829
260,7,6,1,0.00452489
260,7,11,1,0.00454545
260,7,15,1,0.00462963
260,8,6,1,0.00452489
260,9,6,1,0.00452489
260,9,8,1,0.00460829
260,9,15,1,0.00462963
260,10,0,1,0.00452489
260,10,6,1,0.00452489
260,10,7,1,0.00454545
260,10,8,1,0.00460829
260,10,11,1,0.00454545
260,10,13,1,0.00440529
260,11,0,1,0.00452489
260,11,7,1,0.00454545
260,11,10,1,0.0045045
260,11,13,1,0.00440529
260,12,5,1,0.00434783
260,13,0,1,0.00452489
260,13,6,1,0.00452489
260,13,7,1,0.00454545
260,13,10,1,0.0045045
260,13,11,1,0.00454545
260,14,4,1,0.00460829
260,14,7,1,0.00454545
260,14,15,1,0.00462963
260,14,18,1,0.00462963
260,15,9,1,0.00434783
260,16,3,1,0.00458716
260,16,17,1,0.00456621
260,16,18,1,0.00462963
260,17,3,1,0.00458716
260,17,16,1,0.00436681
260,18,4,1,0.00460829
260,18,14,1,0.00420168
260,19,5,1,0.00434783
260,19,12,1,0.00452489
280,0,10,1,0.00440529
280,0,11,1,0.00452489
280,0,13,1,0.00442478
280,1,0,1,0.00452489
280,3,16,1,0.00436681
280,3,17,1,0.0045045
280,4,7,1,0.00456621
280,4,14,1,0.0041841
280,4,18,1,0.00469484
280,5,2,1,0.00462963
280,5,12,1,0.00452489
280,5,19,1,0.00436681
280,6,8,1,0.00458716
280,6,10,1,0.00440529
280,6,13,1,0.00442478
280,8,6,1,0.00454545
280,9,8,1,0.00458716
280,9,15,1,0.0046729
280,10,0,1,0.00452489
280,10,6,1,0.00454545
280,10,7,1,0.00456621
280,10,8,1,0.00458716
280,10,11,1,0.00452489
280,10,13,1,0.00442478
280,11,0,1,0.00452489
280,11,6,1,0.00454545
280,11,7,1,0.00456621
280,11,10,1,0.00440529
280,11,13,1,0.00442478
280,12,5,1,0.00434783
280,13,0,1,0.00452489
280,13,6,1,0.00454545
280,13,7,1,0.00456621
280,13,10,1,0.00440529
280,13,11,1,0.00452489
280,14,4,1,0.00452489
280,14,7,1,0.00456621
280,14,15,1,0.0046729
280,14,16,1,0.00436681
280,14,18,1,0.00469484
280,16,3,1,0.00460829
280,16,17,1,0.0045045
280,16,18,1,0.00469484
280,17,3,1,0.00460829
280,17,16,1,0.00436681
280,18,4,1,0.00452489
280,19,5,1,0.00434783
280,19,12,1,0.00452489
300,0,10,1,0.00444444
300,0,11,1,0.00440529
300,0,13,1,0.00444444
300,1,0,1,0.00452489
300,3,16,1,0.00442478
300,3,17,1,0.00452489
300,4,18,1,0.00469484
300,5,2,1,0.00458716
300,5,12,1,0.00446429
300,5,19,1,0.00429185
300,6,8,1,0.00454545
300,6,10,1,0.00444444
300,6,13,1,0.00444444
300,8,6,1,0.00456621
300,8,10,1,0.00444444
300,9,8,1,0.00454545
300,9,15,1,0.00462963
300,10,0,1,0.00452489
300,10,6,1,0.00456621
300,10,7,1,0.00458716
300,10,8,1,0.00454545
300,10,11,1,0.00440529
300,10,13,1,0.00444444
300,11,0,1,0.00452489
300,11,6,1,0.00456621
300,11,7,1,0.00458716
300,11,10,1,0.00444444
300,11,12,1,0.00446429
300,11,13,1,0.00444444
300,12,2,1,0.00458716
300,12,5,1,0.004329
300,12,11,1,0.00440529
300,12,19,1,0.00429185
300,13,0,1,0.00452489
300,13,6,1,0.00456621
300,13,7,1,0.00458716
300,13,10,1,0.00444444
300,13,11,1,0.00440529
300,14,4,1,0.00462963
300,14,7,1,0.00458716
300,14,15,1,0.00462963
300,14,16,1,0.00442478
300,14,18,1,0.00469484
300,15,9,1,0.00440529
300,16,3,1,0.0045045
300,16,17,1,0.00452489
300,16,18,1,0.00469484
300,17,3,1,0.0045045
300,17,16,1,0.00442478
300,18,4,1,0.00462963
300,19,2,1,0.00458716
300,19,5,1,0.004329
300,19,12,1,0.00446429
320,0,6,1,0.00452489
320,0,10,1,0.00442478
320,0,11,1,0.00440529
320,0,13,1,0.00434783
320,1,0,1,0.00444444
320,3,16,1,0.00440529
320,3,17,1,0.00452489
320,4,18,1,0.00469484
320,5,2,1,0.00462963
320,5,12,1,0.00438596
320,5,19,1,0.00429185
320,6,8,1,0.00456621
320,6,10,1,0.00442478
320,6,13,1,0.00434783
320,7,4,1,0.00465116
320,7,11,1,0.00440529
320,7,15,1,0.00460829
320,8,6,1,0.00452489
320,8,10,1,0.00442478
320,9,8,1,0.00456621
320,9,15,1,0.00460829
320,10,0,1,0.00444444
320,10,6,1,0.00452489
320,10,7,1,0.00454545
320,10,8,1,0.00456621
320,10,11,1,0.00440529
320,10,13,1,0.00434783
320,11,0,1,0.00444444
320,11,6,1,0.00452489
320,11,7,1,0.00454545
320,11,10,1,0.00442478
320,11,12,1,0.00438596
320,11,13,1,0.00434783
320,12,2,1,0.00462963
320,12,5,1,0.004329
320,12,11,1,0.00440529
320,12,13,1,0.00434783
320,12,19,1,0.00429185
320,13,0,1,0.00444444
320,13,6,1,0.00452489
320,13,7,1,0.00454545
320,13,8,1,0.00456621
320,13,10,1,0.00442478
320,13,11,1,0.00440529
320,13,12,1,0.00438596
320,14,4,1,0.00465116
320,14,7,1,0.00454545
320,14,15,1,0.00460829
320,14,16,1,0.00440529
320,14,18,1,0.00469484
320,15,9,1,0.00440529
320,16,3,1,0.00444444
320,16,17,1,0.00452489
320,17,3,1,0.00444444
320,17,16,1,0.00440529
320,18,4,1,0.00465116
320,19,2,1,0.00462963
320,19,5,1,0.004329
320,19,12,1,0.00438596
340,0,6,1,0.0045045
340,0,10,1,0.00442478
340,0,11,1,0.00438596
340,0,13,1,0.00442478
340,1,0,1,0.00444444
340,3,16,1,0.00444444
340,3,17,1,0.00462963
340,4,7,1,0.0045045
340,4,14,1,0.0041841
340,4,18,1,0.00473934
340,5,2,1,0.00471698
340,5,12,1,0.00436681
340,5,19,1,0.0042735
340,6,7,1,0.0045045
340,6,8,1,0.0044843
340,6,10,1,0.00442478
340,6,13,1,0.00442478
340,7,4,1,0.00456621
340,7,6,1,0.0045045
340,7,11,1,0.00438596
340,7,15,1,0.00460829
340,8,6,1,0.0045045
340,8,10,1,0.00442478
340,9,6,1,0.0045045
340,9,8,1,0.0044843
340,9,15,1,0.00460829
340,10,0,1,0.00444444
340,10,6,1,0.0045045
340,10,7,1,0.0045045
340,10,8,1,0.0044843
340,10,11,1,0.00438596
340,10,13,1,0.00442478
340,11,0,1,0.00444444
340,11,6,1,0.0045045
340,11,7,1,0.0045045
340,11,10,1,0.00442478
340,11,12,1,0.00436681
340,11,13,1,0.00442478
340,12,2,1,0.00471698
340,12,5,1,0.00434783
340,12,11,1,0.00438596
340,12,13,1,0.00442478
340,12,19,1,0.0042735
340,13,0,1,0.00444444
340,13,6,1,0.0045045
340,13,7,1,0.0045045
340,13,10,1,0.00442478
340,13,11,1,0.00438596
340,14,4,1,0.00456621
340,14,7,1,0.0045045
340,14,15,1,0.00460829
340,14,18,1,0.00473934
340,15,9,1,0.00436681
340,16,3,1,0.004329
340,16,17,1,0.00462963
340,17,3,1,0.004329
340,17,16,1,0.00444444
340,18,4,1,0.00456621
340,19,2,1,0.00471698
340,19,5,1,0.00434783
340,19,12,1,0.00436681
360,0,6,1,0.0045045
360,0,10,1,0.00440529
360,0,11,1,0.00438596
360,0,13,1,0.00440529
360,1,0,1,0.00446429
360,3,16,1,0.00442478
360,3,17,1,0.00465116
360,4,7,1,0.00454545
360,4,14,1,0.00416667
360,4,18,1,0.00469484
360,5,2,1,0.00478469
360,5,12,1,0.00434783
360,5,19,1,0.0042735
360,6,0,1,0.00446429
360,6,7,1,0.00454545
360,6,8,1,0.0044843
360,6,10,1,0.00440529
360,6,11,1,0.00438596
360,6,13,1,0.00440529
360,7,4,1,0.00452489
360,7,11,1,0.00438596
360,7,15,1,0.00456621
360,8,6,1,0.0045045
360,8,10,1,0.00440529
360,9,6,1,0.0045045
360,9,8,1,0.0044843
360,9,15,1,0.00456621
360,10,0,1,0.00446429
360,10,6,1,0.0045045
360,10,7,1,0.00454545
360,10,8,1,0.0044843
360,10,11,1,0.00438596
360,10,13,1,0.00440529
360,11,0,1,0.00446429
360,11,6,1,0.0045045
360,11,7,1,0.00454545
360,11,10,1,0.00440529
360,11,12,1,0.00434783
360,11,13,1,0.00440529
360,12,2,1,0.00478469
360,12,5,1,0.00434783
360,12,11,1,0.00438596
360,12,13,1,0.00440529
360,12,19,1,0.0042735
360,13,0,1,0.00446429
360,13,6,1,0.0045045
360,13,7,1,0.00454545
360,13,10,1,0.00440529
360,13,11,1,0.00438596
360,14,4,1,0.00452489
360,14,7,1,0.00454545
360,14,15,1,0.00456621
360,14,16,1,0.00442478
360,14,18,1,0.00469484
360,15,7,1,0.00454545
360,15,9,1,0.00438596
360,16,3,1,0.00438596
360,16,17,1,0.00465116
360,17,3,1,0.00438596
360,17,16,1,0.00442478
360,18,4,1,0.00452489
360,19,2,1,0.00478469
360,19,5,1,0.00434783
360,19,12,1,0.00434783
380,0,6,1,0.00444444
380,0,10,1,0.00442478
380,0,11,1,0.00440529
380,0,13,1,0.00440529
380,1,0,1,0.0044843
380,3,16,1,0.0045045
380,3,17,1,0.00456621
380,4,7,1,0.00456621
380,4,14,1,0.00416667
380,4,18,1,0.00454545
380,5,2,1,0.00471698
380,5,12,1,0.00440529
380,5,19,1,0.00434783
380,6,0,1,0.0044843
380,6,7,1,0.00456621
380,6,8,1,0.00446429
380,6,10,1,0.00442478
380,6,11,1,0.00440529
380,6,13,1,0.00440529
380,6,15,1,0.0045045
380,8,6,1,0.00444444
380,8,10,1,0.00442478
380,9,6,1,0.00444444
380,9,8,1,0.00446429
380,9,15,1,0.0045045
380,10,0,1,0.0044843
380,10,6,1,0.00444444
380,10,7,1,0.00456621
380,10,8,1,0.00446429
380,10,11,1,0.00440529
380,10,13,1,0.00440529
380,11,0,1,0.0044843
380,11,6,1,0.00444444
380,11,7,1,0.00456621
380,11,10,1,0.00442478
380,11,12,1,0.00440529
380,11,13,1,0.00440529
380,12,2,1,0.00471698
380,12,5,1,0.00431034
380,12,11,1,0.00440529
380,12,19,1,0.00434783
380,13,0,1,0.0044843
380,13,6,1,0.00444444
380,13,7,1,0.00456621
380,13,10,1,0.00442478
380,13,11,1,0.00440529
380,14,4,1,0.0044843
