generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
40,14,0.105908,0.4736,0.658111,0.924,0,0.132739,
40,15,0.186332,0.736918,0.702901,0.832,0.0288462,0.257032,
40,16,0.21655,0.135218,0.660565,0.852,0,0.484013,
40,17,0.324141,0.149675,0.708657,0.836,0.00478469,0.657692,
40,18,0.222321,0.386489,0.721893,0.804,0.0149254,0.323892,
40,19,0.902598,0.44995,0.673345,0.828,0.0193237,0.42682,
60,0,0.592845,0.844266,0.541645,0.856,0.0327103,0.544419,
60,1,0.857946,0.847252,0.499287,0.844,0,0.382113,
60,2,0.623564,0.384382,0.450648,0.84,0,0.638292,
60,3,0.297535,0.056713,-1.0997e+75,0.844,0,0.588274,
60,4,0.272656,0.477665,0.643496,0.868,0,0.311938,
60,5,0.812169,0.479977,0.560922,0.856,0,0.448219,
60,6,0.392785,0.836079,0.777337,0.828,0.0241546,0.498376,
60,7,0.337396,0.648172,0.653166,0.856,0,0.419404,
60,8,0.368242,0.957155,-1.09451e+75,0.848,0,0.429147,
60,9,0.140351,0.870087,0.583648,0.888,0,0.249344,
60,10,0.473608,0.800911,0.778038,0.864,0.0138889,0.570904,
60,11,0.520477,0.67888,0.872466,0.84,0.0190476,0.462527,
60,12,0.720633,0.58202,0.6588,0.84,0,0.442209,
60,13,0.537373,0.758616,0.623027,0.86,0.0186047,0.545178,
60,14,0.105908,0.4736,-2.00031e+75,0.928,0,0.132739,
60,15,0.186332,0.736918,0.657834,0.832,0.00961538,0.257032,
60,16,0.21655,0.135218,0.506597,0.864,0,0.484013,
60,17,0.324141,0.149675,0.492625,0.828,0,0.657692,
60,18,0.222321,0.386489,1.29173e+152,0.832,0.0336538,0.323892,
60,19,0.902598,0.44995,1.28555e+152,0.836,0.0143541,0.42682,
80,0,0.592845,0.844266,0.522214,0.856,0,0.544419,
80,1,0.857946,0.847252,0.475841,0.876,0,0.382113,
80,2,0.623564,0.384382,0.663799,0.844,0,0.638292,
80,3,0.297535,0.056713,0.581813,0.848,0.0377358,0.588274,
80,4,0.272656,0.477665,0.460765,0.876,0.00913242,0.311938,
80,5,0.812169,0.479977,0.522349,0.856,0,0.448219,
80,6,0.392785,0.836079,1.30427e+152,0.824,0.0145631,0.498376,
80,7,0.337396,0.648172,0.668915,0.852,0,0.419404,
80,8,0.368242,0.957155,0.575495,0.852,0,0.429147,
80,9,0.140351,0.870087,0.69941,0.88,0,0.249344,
80,10,0.473608,0.800911,0.59169,0.868,0.0230415,0.570904,
80,11,0.520477,0.67888,0.691201,0.86,0.00465116,0.462527,
80,12,0.720633,0.58202,0.640838,0.848,0.0141509,0.442209,
80,13,0.537373,0.758616,0.597914,0.868,0.0276498,0.545178,
80,14,0.105908,0.4736,0.695918,0.94,0,0.132739,
80,15,0.186332,0.736918,0.669099,0.848,0.00943396,0.257032,
80,16,0.21655,0.135218,0.587284,0.864,0.0231481,0.484013,
80,17,0.324141,0.149675,-1.0997e+75,0.844,0.0473934,0.657692,
80,18,0.222321,0.386489,0.522424,0.848,0.0377358,0.323892,
80,19,0.902598,0.44995,0.569785,0.836,0,0.42682,
100,0,0.592845,0.844266,0.51353,0.864,0.0231481,0.544419,
100,1,0.857946,0.847252,0.820717,0.9,0,0.382113,
100,2,0.623564,0.384382,1.26735e+152,0.848,0,0.638292,
100,3,0.297535,0.056713,0.75678,0.86,0.0186047,0.588274,
100,4,0.272656,0.477665,0.802364,0.876,0,0.311938,
100,5,0.812169,0.479977,0.715956,0.86,0.00930233,0.448219,
100,6,0.392785,0.836079,0.795929,0.84,0.0190476,0.498376,
100,7,0.337396,0.648172,1.00808,0.872,0,0.419404,
100,8,0.368242,0.957155,1.00431,0.856,0,0.429147,
100,9,0.140351,0.870087,-1.21574e+152,0.884,0,0.249344,
100,10,0.473608,0.800911,0.505212,0.864,0.0509259,0.570904,
100,11,0.520477,0.67888,0.640291,0.864,0.0231481,0.462527,
100,12,0.720633,0.58202,0.603091,0.84,0,0.442209,
100,13,0.537373,0.758616,0.701755,0.864,0.00925926,0.545178,
100,14,0.105908,0.4736,0.651012,0.936,0.034188,0.132739,
100,15,0.186332,0.736918,0.735137,0.872,0.00458716,0.257032,
100,16,0.21655,0.135218,0.74174,0.864,0.00925926,0.484013,
100,17,0.324141,0.149675,0.617159,0.86,0.00465116,0.657692,
100,18,0.222321,0.386489,0.652053,0.856,0.0514019,0.323892,
100,19,0.902598,0.44995,0.603479,0.84,0,0.42682,
120,0,0.592845,0.844266,0.578938,0.864,0.0416667,0.544419,
120,1,0.857946,0.847252,-1.00448e+75,0.924,0,0.382113,
120,2,0.623564,0.384382,0.564628,0.86,0,0.638292,
120,3,0.297535,0.056713,0.609779,0.876,0.00913242,0.588274,
120,4,0.272656,0.477665,0.913772,0.872,0.0183486,0.311938,
120,5,0.812169,0.479977,-1.4675e+229,0.848,0.0141509,0.448219,
120,6,0.392785,0.836079,0.523898,0.856,0,0.498376,
120,7,0.337396,0.648172,0.448273,0.876,0,0.419404,
120,8,0.368242,0.957155,0.370976,0.86,0,0.429147,
120,9,0.140351,0.870087,0.505426,0.896,0.0178571,0.249344,
120,10,0.473608,0.800911,0.649949,0.86,0.0232558,0.570904,
120,11,0.520477,0.67888,0.56004,0.852,0.0140845,0.462527,
120,12,0.720633,0.58202,0.525397,0.844,0,0.442209,
120,13,0.537373,0.758616,-1.07924e+75,0.86,0.00930233,0.545178,
120,14,0.105908,0.4736,1.13847e+152,0.944,0,0.132739,
120,15,0.186332,0.736918,0.56378,0.88,0.00909091,0.257032,
120,16,0.21655,0.135218,0.450359,0.876,0,0.484013,
120,17,0.324141,0.149675,1.42711e+229,0.872,0.0275229,0.657692,
120,18,0.222321,0.386489,0.594211,0.856,0.0233645,0.323892,
120,19,0.902598,0.44995,0.539152,0.86,0.00930233,0.42682,
140,0,0.592845,0.844266,0.812419,0.868,0.0230415,0.544419,
140,1,0.857946,0.847252,0.78673,0.924,0,0.382113,
140,2,0.623564,0.384382,0.634297,0.856,0,0.638292,
140,3,0.297535,0.056713,0.592024,0.868,0.0138249,0.588274,
140,4,0.272656,0.477665,0.63701,0.888,0.0540541,0.311938,
140,5,0.812169,0.479977,0.724747,0.86,0.00465116,0.448219,
140,6,0.392785,0.836079,0.602009,0.896,0.0535714,0.498376,
140,7,0.337396,0.648172,-1.43368e+229,0.868,0.0599078,0.419404,
140,8,0.368242,0.957155,0.682423,0.864,0.00925926,0.429147,
140,9,0.140351,0.870087,0.626873,0.896,0,0.249344,
140,10,0.473608,0.800911,0.598638,0.868,0.0322581,0.570904,
140,11,0.520477,0.67888,0.623799,0.856,0.0560748,0.462527,
140,12,0.720633,0.58202,2.54672e+152,0.844,0.00947867,0.442209,
140,13,0.537373,0.758616,0.501597,0.888,0.0225225,0.545178,
140,14,0.105908,0.4736,0.543351,0.948,0.021097,0.132739,
140,15,0.186332,0.736918,-5.27253e+75,0.88,0.0363636,0.257032,
140,16,0.21655,0.135218,0.468814,0.88,0.0318182,0.484013,
140,17,0.324141,0.149675,2.84118e+229,0.876,0.0182648,0.657692,
140,18,0.222321,0.386489,0.614217,0.876,0.0182648,0.323892,
140,19,0.902598,0.44995,-1.40773e+229,0.884,0.0180995,0.42682,
160,0,0.592845,0.844266,0.545997,0.864,0.0138889,0.544419,
160,1,0.857946,0.847252,0.552544,0.912,0,0.382113,
160,2,0.623564,0.384382,0.743928,0.856,0,0.638292,
160,3,0.297535,0.056713,-1.06929e+75,0.868,0.0138249,0.588274,
160,4,0.272656,0.477665,4.16664e+229,0.896,0,0.311938,
160,5,0.812169,0.479977,0.720752,0.88,0,0.448219,
160,6,0.392785,0.836079,0.764121,0.912,0.0219298,0.498376,
160,7,0.337396,0.648172,-1.43368e+229,0.868,0.00921659,0.419404,
160,8,0.368242,0.957155,0.654932,0.868,0.0138249,0.429147,
160,9,0.140351,0.870087,1.37659e+229,0.904,0.0132743,0.249344,
160,10,0.473608,0.800911,0.671698,0.868,0.00460829,0.570904,
160,11,0.520477,0.67888,0.628312,0.868,0.0460829,0.462527,
160,12,0.720633,0.58202,0.641512,0.86,0.00930233,0.442209,
160,13,0.537373,0.758616,0.700908,0.896,0.0357143,0.545178,
160,14,0.105908,0.4736,0.690003,0.948,0.00843882,0.132739,
160,15,0.186332,0.736918,0.716816,0.872,0.0183486,0.257032,
160,16,0.21655,0.135218,0.88185,0.884,0.0135747,0.484013,
160,17,0.324141,0.149675,-1.42059e+229,0.876,0.0456621,0.657692,
160,18,0.222321,0.386489,-1.45378e+229,0.856,0.0233645,0.323892,
160,19,0.902598,0.44995,-1.03587e+75,0.896,0.0223214,0.42682,
180,0,0.592845,0.844266,0.716801,0.888,0.027027,0.544419,
180,1,0.857946,0.847252,0.696864,0.916,0,0.382113,
180,2,0.623564,0.384382,0.512556,0.856,0,0.638292,
180,3,0.297535,0.056713,0.778758,0.872,0.00917431,0.588274,
180,4,0.272656,0.477665,0.612721,0.9,0.00444444,0.311938,
180,5,0.812169,0.479977,0.728796,0.896,0.0223214,0.448219,
180,6,0.392785,0.836079,0.678868,0.904,0.0309735,0.498376,
180,7,0.337396,0.648172,0.640821,0.876,0.0821918,0.419404,
180,8,0.368242,0.957155,0.503395,0.88,0.0136364,0.429147,
180,9,0.140351,0.870087,0.543776,0.9,0.00444444,0.249344,
180,10,0.473608,0.800911,0.590968,0.876,0.0136986,0.570904,
180,11,0.520477,0.67888,1.44032e+229,0.864,0.00925926,0.462527,
180,12,0.720633,0.58202,0.654929,0.876,0.0136986,0.442209,
180,13,0.537373,0.758616,0.473128,0.908,0.0572687,0.545178,
180,14,0.105908,0.4736,1.13847e+152,0.944,0.00423729,0.132739,
180,15,0.186332,0.736918,1.40139e+229,0.888,0.0720721,0.257032,
180,16,0.21655,0.135218,0.733576,0.892,0.0044843,0.484013,
180,17,0.324141,0.149675,0.599317,0.88,0.0136364,0.657692,
180,18,0.222321,0.386489,1.06929e+75,0.868,0.0414747,0.323892,
180,19,0.902598,0.44995,0.58251,0.9,0,0.42682,
200,0,0.592845,0.844266,0.666627,0.884,0.0542986,0.544419,
200,1,0.857946,0.847252,0.594738,0.92,0,0.382113,
200,2,0.623564,0.384382,0.511431,0.864,0,0.638292,
200,3,0.297535,0.056713,0.762502,0.872,0,0.588274,
200,4,0.272656,0.477665,0.719415,0.876,0.0182648,0.311938,
200,5,0.812169,0.479977,0.500405,0.912,0.00877193,0.448219,
200,6,0.392785,0.836079,0.561422,0.904,0.0265487,0.498376,
200,7,0.337396,0.648172,-1.44032e+229,0.864,0.0138889,0.419404,
200,8,0.368242,0.957155,0.64449,0.868,0.0276498,0.429147,
200,9,0.140351,0.870087,0.788736,0.908,0.0132159,0.249344,
200,10,0.473608,0.800911,0.584429,0.872,0.0321101,0.570904,
200,11,0.520477,0.67888,0.599192,0.864,0.0277778,0.462527,
200,12,0.720633,0.58202,0.601212,0.876,0.00456621,0.442209,
200,13,0.537373,0.758616,0.462206,0.912,0.0482456,0.545178,
200,14,0.105908,0.4736,0.638465,0.948,0,0.132739,
200,15,0.186332,0.736918,0.649721,0.884,0.0452489,0.257032,
200,16,0.21655,0.135218,0.390155,0.908,0.00881057,0.484013,
200,17,0.324141,0.149675,1.22655e+152,0.876,0.0182648,0.657692,
200,18,0.222321,0.386489,0.44234,0.868,0.00460829,0.323892,
200,19,0.902598,0.44995,0.529894,0.892,0,0.42682,
220,0,0.592845,0.844266,0.653596,0.88,0.0227273,0.544419,
220,1,0.857946,0.847252,0.523409,0.916,0,0.382113,
220,2,0.623564,0.384382,-1.23247e+152,0.872,0.0137615,0.638292,
220,3,0.297535,0.056713,0.507779,0.876,0.00456621,0.588274,
220,4,0.272656,0.477665,0.563966,0.884,0.0271493,0.311938,
220,5,0.812169,0.479977,0.648024,0.92,0.026087,0.448219,
220,6,0.392785,0.836079,0.490494,0.896,0.0580357,0.498376,
220,7,0.337396,0.648172,0.565307,0.888,0.0540541,0.419404,
220,8,0.368242,0.957155,0.652168,0.888,0.00900901,0.429147,
220,9,0.140351,0.870087,0.570312,0.92,0.0304348,0.249344,
220,10,0.473608,0.800911,0.639235,0.888,0.045045,0.570904,
220,11,0.520477,0.67888,0.481677,0.868,0.0552995,0.462527,
220,12,0.720633,0.58202,0.381636,0.872,0.0321101,0.442209,
220,13,0.537373,0.758616,3.29678e+265,0.908,0.0176211,0.545178,
220,14,0.105908,0.4736,0.495571,0.952,0.00840336,0.132739,
220,15,0.186332,0.736918,2.10942e+75,0.88,0.0363636,0.257032,
220,16,0.21655,0.135218,0.617233,0.908,0.0176211,0.484013,
220,17,0.324141,0.149675,0.461092,0.884,0.0135747,0.657692,
220,18,0.222321,0.386489,0.664663,0.856,0.0373832,0.323892,
220,19,0.902598,0.44995,0.55788,0.904,0.00442478,0.42682,
240,0,0.592845,0.844266,0.594988,0.872,0.0504587,0.544419,
240,1,0.857946,0.847252,0.357845,0.92,0,0.382113,
240,2,0.623564,0.384382,-1.41413e+229,0.88,0,0.638292,
240,3,0.297535,0.056713,1.42711e+229,0.872,0.0229358,0.588274,
240,4,0.272656,0.477665,2.12877e+75,0.872,0.0321101,0.311938,
240,5,0.812169,0.479977,0.663631,0.916,0.0131004,0.448219,
240,6,0.392785,0.836079,0.66629,0.888,0.0540541,0.498376,
240,7,0.337396,0.648172,1.41413e+229,0.88,0.0454545,0.419404,
240,8,0.368242,0.957155,0.830648,0.884,0.0180995,0.429147,
240,9,0.140351,0.870087,-1.17327e+152,0.916,0,0.249344,
240,10,0.473608,0.800911,0.714204,0.884,0.0271493,0.570904,
240,11,0.520477,0.67888,0.587418,0.88,0.0227273,0.462527,
240,12,0.720633,0.58202,0.622166,0.872,0.00917431,0.442209,
240,13,0.537373,0.758616,0.651136,0.904,0.0663717,0.545178,
240,14,0.105908,0.4736,0.584965,0.956,0.0167364,0.132739,
240,15,0.186332,0.736918,0.706612,0.868,0.0276498,0.257032,
240,16,0.21655,0.135218,0.663009,0.916,0.0131004,0.484013,
240,17,0.324141,0.149675,-1.38888e+229,0.896,0,0.657692,
240,18,0.222321,0.386489,0.593407,0.856,0,0.323892,
240,19,0.902598,0.44995,0.47203,0.92,0.0173913,0.42682,
260,0,0.592845,0.844266,0.853467,0.884,0.0497738,0.544419,
260,1,0.857946,0.847252,0.786543,0.92,0,0.382113,
260,2,0.623564,0.384382,4.28132e+229,0.872,0.0229358,0.638292,
260,3,0.297535,0.056713,0.503944,0.872,0.0275229,0.588274,
260,4,0.272656,0.477665,0.570799,0.868,0.0184332,0.311938,
260,5,0.812169,0.479977,0.542299,0.92,0.0217391,0.448219,
260,6,0.392785,0.836079,0.965194,0.884,0.0226244,0.498376,
260,7,0.337396,0.648172,6.10081e+06,0.88,0.0363636,0.419404,
260,8,0.368242,0.957155,-3.44084e+230,0.868,0,0.429147,
260,9,0.140351,0.870087,0.555956,0.92,0,0.249344,
260,10,0.473608,0.800911,5.22603e+75,0.888,0.0225225,0.570904,
260,11,0.520477,0.67888,0.650275,0.88,0.0136364,0.462527,
260,12,0.720633,0.58202,0.530863,0.884,0.0180995,0.442209,
260,13,0.537373,0.758616,0.565605,0.908,0.0396476,0.545178,
260,14,0.105908,0.4736,0.586543,0.952,0.00420168,0.132739,
260,15,0.186332,0.736918,0.581757,0.864,0.0324074,0.257032,
260,16,0.21655,0.135218,0.565195,0.916,0.0218341,0.484013,
260,17,0.324141,0.149675,0.715277,0.876,0.0228311,0.657692,
260,18,0.222321,0.386489,0.598982,0.864,0.037037,0.323892,
260,19,0.902598,0.44995,0.533733,0.916,0.0131004,0.42682,
280,0,0.592845,0.844266,0.659672,0.884,0.00452489,0.544419,
280,1,0.857946,0.847252,0.703325,0.924,0,0.382113,
280,2,0.623564,0.384382,0.51977,0.864,0.00462963,0.638292,
280,3,0.297535,0.056713,-1.43368e+229,0.868,0.0230415,0.588274,
280,4,0.272656,0.477665,0.828698,0.884,0.0226244,0.311938,
280,5,0.812169,0.479977,0.458252,0.92,0.0304348,0.448219,
280,6,0.392785,0.836079,0.696256,0.88,0.0454545,0.498376,
280,7,0.337396,0.648172,0.626407,0.876,0.0410959,0.419404,
280,8,0.368242,0.957155,0.561544,0.872,0.0412844,0.429147,
280,9,0.140351,0.870087,0.700463,0.908,0,0.249344,
280,10,0.473608,0.800911,0.834166,0.908,0.0440529,0.570904,
280,11,0.520477,0.67888,0.659749,0.884,0.0271493,0.462527,
280,12,0.720633,0.58202,0.595997,0.884,0.0180995,0.442209,
280,13,0.537373,0.758616,0.474434,0.904,0.0575221,0.545178,
280,14,0.105908,0.4736,0.606967,0.956,0.0125523,0.132739,
280,15,0.186332,0.736918,0.596408,0.856,0.0140187,0.257032,
280,16,0.21655,0.135218,0.740193,0.916,0.00436681,0.484013,
280,17,0.324141,0.149675,0.672209,0.888,0,0.657692,
280,18,0.222321,0.386489,0.651929,0.852,0.0140845,0.323892,
280,19,0.902598,0.44995,0.67956,0.916,0,0.42682,
300,0,0.592845,0.844266,0.795467,0.884,0.0226244,0.544419,
300,1,0.857946,0.847252,0.533369,0.928,0,0.382113,
300,2,0.623564,0.384382,0.520561,0.872,0.0183486,0.638292,
300,3,0.297535,0.056713,1.21027e+152,0.888,0.00900901,0.588274,
300,4,0.272656,0.477665,-1.24388e+152,0.864,0,0.311938,
300,5,0.812169,0.479977,-1.16311e+152,0.924,0.034632,0.448219,
300,6,0.392785,0.836079,0.435815,0.876,0.0319635,0.498376,
300,7,0.337396,0.648172,0.655782,0.872,0.0321101,0.419404,
300,8,0.368242,0.957155,0.578777,0.88,0,0.429147,
300,9,0.140351,0.870087,0.556755,0.908,0.0220264,0.249344,
300,10,0.473608,0.800911,3.58239e+152,0.9,0.0666667,0.570904,
300,11,0.520477,0.67888,-1.37053e+229,0.908,0.0484581,0.462527,
300,12,0.720633,0.58202,-1.03587e+75,0.896,0.00892857,0.442209,
300,13,0.537373,0.758616,1.03127e+75,0.9,0.0266667,0.545178,
300,14,0.105908,0.4736,0.564034,0.96,0,0.132739,
300,15,0.186332,0.736918,0.446185,0.864,0.0185185,0.257032,
300,16,0.21655,0.135218,-2.37769e+152,0.904,0.00442478,0.484013,
300,17,0.324141,0.149675,0.619684,0.884,0.0316742,0.657692,
300,18,0.222321,0.386489,0.59495,0.852,0.0234742,0.323892,
300,19,0.902598,0.44995,0.689512,0.932,0,0.42682,
320,0,0.592845,0.844266,0.535455,0.9,0.0133333,0.544419,
320,1,0.857946,0.847252,0.593417,0.928,0,0.382113,
320,2,0.623564,0.384382,-1.24388e+152,0.864,0.0416667,0.638292,
320,3,0.297535,0.056713,0.571237,0.9,0.0133333,0.588274,
320,4,0.272656,0.477665,0.607958,0.86,0.0139535,0.311938,
320,5,0.812169,0.479977,0.579147,0.924,0.00865801,0.448219,
320,6,0.392785,0.836079,0.446286,0.884,0.0316742,0.498376,
320,7,0.337396,0.648172,0.528817,0.88,0.0681818,0.419404,
320,8,0.368242,0.957155,1.42059e+229,0.876,0.0456621,0.429147,
320,9,0.140351,0.870087,-3.06655e+75,0.908,0,0.249344,
320,10,0.473608,0.800911,0.619429,0.904,0.0486726,0.570904,
320,11,0.520477,0.67888,0.57318,0.908,0.0220264,0.462527,
320,12,0.720633,0.58202,0.453169,0.912,0.0219298,0.442209,
320,13,0.537373,0.758616,0.524349,0.92,0.0347826,0.545178,
320,14,0.105908,0.4736,0.625572,0.96,0,0.132739,
320,15,0.186332,0.736918,0.499135,0.868,0.0138249,0.257032,
320,16,0.21655,0.135218,0.597504,0.908,0,0.484013,
320,17,0.324141,0.149675,1.21574e+152,0.884,0.00904977,0.657692,
320,18,0.222321,0.386489,1.2614e+152,0.852,0.0234742,0.323892,
320,19,0.902598,0.44995,0.60365,0.932,0.0343348,0.42682,
340,0,0.592845,0.844266,0.715549,0.9,0.04,0.544419,
340,1,0.857946,0.847252,0.518517,0.924,0,0.382113,
340,2,0.623564,0.384382,0.455031,0.848,0.0188679,0.638292,
340,3,0.297535,0.056713,-3.01345e+75,0.924,0.00865801,0.588274,
340,4,0.272656,0.477665,-1.42059e+229,0.876,0.0228311,0.311938,
340,5,0.812169,0.479977,0.638008,0.92,0.0304348,0.448219,
340,6,0.392785,0.836079,0.523903,0.888,0.0945946,0.498376,
340,7,0.337396,0.648172,0.671201,0.888,0.045045,0.419404,
340,8,0.368242,0.957155,0.615448,0.892,0.0179372,0.429147,
340,9,0.140351,0.870087,0.654904,0.916,0,0.249344,
340,10,0.473608,0.800911,0.658235,0.904,0.039823,0.570904,
340,11,0.520477,0.67888,0.545769,0.912,0.0438596,0.462527,
340,12,0.720633,0.58202,0.630313,0.916,0.0393013,0.442209,
340,13,0.537373,0.758616,0.418328,0.904,0.0442478,0.545178,
340,14,0.105908,0.4736,0.633374,0.956,0.0083682,0.132739,
340,15,0.186332,0.736918,0.714111,0.868,0.0138249,0.257032,
340,16,0.21655,0.135218,-3.39884e+142,0.9,0.00444444,0.484013,
340,17,0.324141,0.149675,0.566264,0.864,0.0231481,0.657692,
340,18,0.222321,0.386489,0.605473,0.844,0.0189573,0.323892,
340,19,0.902598,0.44995,0.646233,0.936,0.0299145,0.42682,
360,0,0.592845,0.844266,0.855615,0.896,0.0669643,0.544419,
360,1,0.857946,0.847252,0.832119,0.924,0,0.382113,
360,2,0.623564,0.384382,0.833367,0.836,0.0334928,0.638292,
360,3,0.297535,0.056713,0.672167,0.912,0.0175439,0.588274,
360,4,0.272656,0.477665,0.741549,0.884,0.0361991,0.311938,
360,5,0.812169,0.479977,0.599113,0.92,0.0130435,0.448219,
360,6,0.392785,0.836079,0.569563,0.888,0.0630631,0.498376,
360,7,0.337396,0.648172,0.528619,0.88,0.0590909,0.419404,
360,8,0.368242,0.957155,-3.61452e+152,0.892,0.0358744,0.429147,
360,9,0.140351,0.870087,0.506435,0.912,0.0263158,0.249344,
360,10,0.473608,0.800911,0.735948,0.908,0.0484581,0.570904,
360,11,0.520477,0.67888,0.509828,0.912,0.0482456,0.462527,
360,12,0.720633,0.58202,0.598391,0.92,0.026087,0.442209,
360,13,0.537373,0.758616,0.276989,0.908,0.00881057,0.545178,
360,14,0.105908,0.4736,0.581557,0.96,0.0208333,0.132739,
360,15,0.186332,0.736918,-1.42059e+229,0.876,0.00456621,0.257032,
360,16,0.21655,0.135218,-1.18885e+152,0.904,0.0132743,0.484013,
360,17,0.324141,0.149675,1.07924e+75,0.86,0.0139535,0.657692,
360,18,0.222321,0.386489,0.632404,0.852,0.0375587,0.323892,
360,19,0.902598,0.44995,0.838313,0.936,0.00854701,0.42682,
380,0,0.592845,0.844266,0.839938,0.892,0.0493274,0.544419,
380,1,0.857946,0.847252,0.822385,0.924,0,0.382113,
380,2,0.623564,0.384382,2.18902e+75,0.848,0,0.638292,
380,3,0.297535,0.056713,-2.04437e+75,0.908,0.0176211,0.588274,
380,4,0.272656,0.477665,0.410117,0.892,0,0.311938,
380,5,0.812169,0.479977,-1.34099e+229,0.928,0.0215517,0.448219,
380,6,0.392785,0.836079,0.821327,0.9,0.0844444,0.498376,
380,7,0.337396,0.648172,-1.42059e+229,0.876,0.0639269,0.419404,
380,8,0.368242,0.957155,-1.38888e+229,0.896,0.0178571,0.429147,
380,9,0.140351,0.870087,0.661204,0.92,0,0.249344,
380,10,0.473608,0.800911,0.721656,0.904,0.0265487,0.570904,
380,11,0.520477,0.67888,0.684317,0.908,0.030837,0.462527,
380,12,0.720633,0.58202,0.65188,0.908,0.030837,0.442209,
380,13,0.537373,0.758616,0.624275,0.908,0.061674,0.545178,
380,14,0.105908,0.4736,0.608614,0.96,0.0125,0.132739,
380,15,0.186332,0.736918,0.684371,0.888,0.0135135,0.257032,
380,16,0.21655,0.135218,0.655191,0.888,0.0225225,0.484013,
380,17,0.324141,0.149675,0.686651,0.876,0.0136986,0.657692,
380,18,0.222321,0.386489,0.661344,0.88,0.0272727,0.323892,
380,19,0.902598,0.44995,0.573565,0.92,0.00869565,0.42682,
400,0,0.592845,0.844266,0.532698,0.896,0.0401786,0.544419,
400,1,0.857946,0.847252,1.07743e+230,0.924,0,0.382113,
400,2,0.623564,0.384382,0.611374,0.844,0.014218,0.638292,
