generation,pop1,pop2,clustering,modularity,threshold
0,4,15,0,0,0.3
0,4,15,0,0,0.5
0,4,16,0,0,0.01
0,4,16,0,0,0.1
0,4,16,0,0,0.3
0,4,16,0,0,0.5
0,4,17,0,0,0.01
0,4,17,0,0,0.1
0,4,17,0,0,0.3
0,4,17,0,0,0.5
0,4,18,0,0,0.01
0,4,18,0,0,0.1
0,4,18,0,0,0.3
0,4,18,0,0,0.5
0,4,19,0,0,0.01
0,4,19,0,0,0.1
0,4,19,0,0,0.3
0,4,19,0,0,0.5
0,5,6,0,0,0.01
0,5,6,0,0,0.1
0,5,6,0,0,0.3
0,5,6,0,0,0.5
0,5,7,0,0,0.01
0,5,7,0,0,0.1
0,5,7,0,0,0.3
0,5,7,0,0,0.5
0,5,8,0,0,0.01
0,5,8,0,0,0.1
0,5,8,0,0,0.3
0,5,8,0,0,0.5
0,5,9,0,0,0.01
0,5,9,0,0,0.1
0,5,9,0,0,0.3
0,5,9,0,0,0.5
0,5,10,0,0.5,0.01
0,5,10,0,0,0.1
0,5,10,0,0,0.3
0,5,10,0,0,0.5
0,5,11,0,0,0.01
0,5,11,0,0,0.1
0,5,11,0,0,0.3
0,5,11,0,0,0.5
0,5,12,0,0.666667,0.01
0,5,12,0,0,0.1
0,5,12,0,0,0.3
0,5,12,0,0,0.5
0,5,13,0,0,0.01
0,5,13,0,0,0.1
0,5,13,0,0,0.3
0,5,13,0,0,0.5
0,5,14,0,0,0.01
0,5,14,0,0,0.1
0,5,14,0,0,0.3
0,5,14,0,0,0.5
0,5,15,0,0,0.01
0,5,15,0,0,0.1
0,5,15,0,0,0.3
0,5,15,0,0,0.5
0,5,16,0,0,0.01
0,5,16,0,0,0.1
0,5,16,0,0,0.3
0,5,16,0,0,0.5
0,5,17,0,0.5,0.01
0,5,17,0,0,0.1
0,5,17,0,0,0.3
0,5,17,0,0,0.5
0,5,18,0,0,0.01
0,5,18,0,0,0.1
0,5,18,0,0,0.3
0,5,18,0,0,0.5
0,5,19,0,0,0.01
0,5,19,0,0,0.1
0,5,19,0,0,0.3
0,5,19,0,0,0.5
0,6,7,0,0,0.01
0,6,7,0,0,0.1
0,6,7,0,0,0.3
0,6,7,0,0,0.5
0,6,8,0,0,0.01
0,6,8,0,0,0.1
0,6,8,0,0,0.3
0,6,8,0,0,0.5
0,6,9,0,0,0.01
0,6,9,0,0,0.1
0,6,9,0,0,0.3
0,6,9,0,0,0.5
0,6,10,0,0,0.01
0,6,10,0,0,0.1
0,6,10,0,0,0.3
0,6,10,0,0,0.5
0,6,11,0,0,0.01
0,6,11,0,0,0.1
0,6,11,0,0,0.3
0,6,11,0,0,0.5
0,6,12,0,0,0.01
0,6,12,0,0,0.1
0,6,12,0,0,0.3
0,6,12,0,0,0.5
0,6,13,0,0,0.01
0,6,13,0,0,0.1
0,6,13,0,0,0.3
0,6,13,0,0,0.5
0,6,14,0,0,0.01
0,6,14,0,0,0.1
0,6,14,0,0,0.3
0,6,14,0,0,0.5
0,6,15,0,0.5,0.01
0,6,15,0,0,0.1
0,6,15,0,0,0.3
0,6,15,0,0,0.5
0,6,16,0,0,0.01
0,6,16,0,0,0.1
0,6,16,0,0,0.3
0,6,16,0,0,0.5
0,6,17,0,0,0.01
0,6,17,0,0,0.1
0,6,17,0,0,0.3
0,6,17,0,0,0.5
0,6,18,0,0,0.01
0,6,18,0,0,0.1
0,6,18,0,0,0.3
0,6,18,0,0,0.5
0,6,19,0,0,0.01
0,6,19,0,0,0.1
0,6,19,0,0,0.3
0,6,19,0,0,0.5
0,7,8,0,0,0.01
0,7,8,0,0,0.1
0,7,8,0,0,0.3
0,7,8,0,0,0.5
0,7,9,0,0,0.01
0,7,9,0,0,0.1
0,7,9,0,0,0.3
0,7,9,0,0,0.5
0,7,10,0,0,0.01
0,7,10,0,0,0.1
0,7,10,0,0,0.3
0,7,10,0,0,0.5
0,7,11,0,0,0.01
0,7,11,0,0,0.1
0,7,11,0,0,0.3
0,7,11,0,0,0.5
0,7,12,0,0,0.01
0,7,12,0,0,0.1
0,7,12,0,0,0.3
0,7,12,0,0,0.5
0,7,13,0,0,0.01
0,7,13,0,0,0.1
0,7,13,0,0,0.3
0,7,13,0,0,0.5
0,7,14,0,0,0.01
0,7,14,0,0,0.1
0,7,14,0,0,0.3
0,7,14,0,0,0.5
0,7,15,0,0,0.01
0,7,15,0,0,0.1
0,7,15,0,0,0.3
0,7,15,0,0,0.5
0,7,16,0,0,0.01
0,7,16,0,0,0.1
0,7,16,0,0,0.3
0,7,16,0,0,0.5
0,7,17,0,0,0.01
0,7,17,0,0,0.1
0,7,17,0,0,0.3
0,7,17,0,0,0.5
0,7,18,0,0.5,0.01
0,7,18,0,0,0.1
0,7,18,0,0,0.3
0,7,18,0,0,0.5
0,7,19,0,0,0.01
0,7,19,0,0,0.1
0,7,19,0,0,0.3
0,7,19,0,0,0.5
0,8,9,0,0.5,0.01
0,8,9,0,0,0.1
0,8,9,0,0,0.3
0,8,9,0,0,0.5
0,8,10,0,0,0.01
0,8,10,0,0,0.1
0,8,10,0,0,0.3
0,8,10,0,0,0.5
0,8,11,0,0.5,0.01
0,8,11,0,0,0.1
0,8,11,0,0,0.3
0,8,11,0,0,0.5
0,8,12,0,0,0.01
0,8,12,0,0,0.1
0,8,12,0,0,0.3
0,8,12,0,0,0.5
0,8,13,0,0,0.01
0,8,13,0,0,0.1
0,8,13,0,0,0.3
0,8,13,0,0,0.5
0,8,14,0,0,0.01
0,8,14,0,0,0.1
0,8,14,0,0,0.3
0,8,14,0,0,0.5
0,8,15,0,0,0.01
0,8,15,0,0,0.1
0,8,15,0,0,0.3
0,8,15,0,0,0.5
0,8,16,0,0,0.01
0,8,16,0,0,0.1
0,8,16,0,0,0.3
0,8,16,0,0,0.5
0,8,17,0,0,0.01
0,8,17,0,0,0.1
0,8,17,0,0,0.3
0,8,17,0,0,0.5
0,8,18,0,0.5,0.01
0,8,18,0,0,0.1
0,8,18,0,0,0.3
0,8,18,0,0,0.5
0,8,19,0,0,0.01
0,8,19,0,0,0.1
0,8,19,0,0,0.3
0,8,19,0,0,0.5
0,9,10,0,0,0.01
0,9,10,0,0,0.1
0,9,10,0,0,0.3
0,9,10,0,0,0.5
0,9,11,0,0,0.01
0,9,11,0,0,0.1
0,9,11,0,0,0.3
0,9,11,0,0,0.5
0,9,12,0,0,0.01
0,9,12,0,0,0.1
0,9,12,0,0,0.3
0,9,12,0,0,0.5
0,9,13,0,0,0.01
0,9,13,0,0,0.1
0,9,13,0,0,0.3
0,9,13,0,0,0.5
0,9,14,0,0,0.01
0,9,14,0,0,0.1
0,9,14,0,0,0.3
0,9,14,0,0,0.5
0,9,15,0,0,0.01
0,9,15,0,0,0.1
0,9,15,0,0,0.3
0,9,15,0,0,0.5
0,9,16,0,0.5,0.01
0,9,16,0,0,0.1
0,9,16,0,0,0.3
0,9,16,0,0,0.5
0,9,17,0,0,0.01
0,9,17,0,0,0.1
0,9,17,0,0,0.3
0,9,17,0,0,0.5
0,9,18,0,0,0.01
0,9,18,0,0,0.1
0,9,18,0,0,0.3
0,9,18,0,0,0.5
0,9,19,0,0,0.01
0,9,19,0,0,0.1
0,9,19,0,0,0.3
0,9,19,0,0,0.5
0,10,11,0,0,0.01
0,10,11,0,0,0.1
0,10,11,0,0,0.3
0,10,11,0,0,0.5
0,10,12,0,0,0.01
0,10,12,0,0,0.1
0,10,12,0,0,0.3
0,10,12,0,0,0.5
0,10,13,0,0,0.01
0,10,13,0,0,0.1
0,10,13,0,0,0.3
0,10,13,0,0,0.5
0,10,14,0,0,0.01
0,10,14,0,0,0.1
0,10,14,0,0,0.3
0,10,14,0,0,0.5
0,10,15,0,0,0.01
0,10,15,0,0,0.1
0,10,15,0,0,0.3
0,10,15,0,0,0.5
0,10,16,0,0,0.01
0,10,16,0,0,0.1
0,10,16,0,0,0.3
0,10,16,0,0,0.5
0,10,17,0,0,0.01
0,10,17,0,0,0.1
0,10,17,0,0,0.3
0,10,17,0,0,0.5
0,10,18,0,0,0.01
0,10,18,0,0,0.1
0,10,18,0,0,0.3
0,10,18,0,0,0.5
0,10,19,0,0,0.01
0,10,19,0,0,0.1
0,10,19,0,0,0.3
0,10,19,0,0,0.5
0,11,12,0,0,0.01
0,11,12,0,0,0.1
0,11,12,0,0,0.3
0,11,12,0,0,0.5
0,11,13,0,0,0.01
0,11,13,0,0,0.1
0,11,13,0,0,0.3
0,11,13,0,0,0.5
0,11,14,0,0,0.01
0,11,14,0,0,0.1
0,11,14,0,0,0.3
0,11,14,0,0,0.5
0,11,15,0,0.444444,0.01
0,11,15,0,0,0.1
0,11,15,0,0,0.3
0,11,15,0,0,0.5
0,11,16,0,0,0.01
0,11,16,0,0,0.1
0,11,16,0,0,0.3
0,11,16,0,0,0.5
0,11,17,0,0.5,0.01
0,11,17,0,0,0.1
0,11,17,0,0,0.3
0,11,17,0,0,0.5
0,11,18,0,0,0.01
0,11,18,0,0,0.1
0,11,18,0,0,0.3
0,11,18,0,0,0.5
0,11,19,0,0,0.01
0,11,19,0,0,0.1
0,11,19,0,0,0.3
0,11,19,0,0,0.5
0,12,13,0,0.444444,0.01
0,12,13,0,0,0.1
0,12,13,0,0,0.3
0,12,13,0,0,0.5
0,12,14,0,0,0.01
0,12,14,0,0,0.1
0,12,14,0,0,0.3
0,12,14,0,0,0.5
0,12,15,0,0,0.01
0,12,15,0,0,0.1
0,12,15,0,0,0.3
0,12,15,0,0,0.5
0,12,16,0,0,0.01
0,12,16,0,0,0.1
0,12,16,0,0,0.3
0,12,16,0,0,0.5
0,12,17,0,0,0.01
0,12,17,0,0,0.1
0,12,17,0,0,0.3
0,12,17,0,0,0.5
0,12,18,0,0.5,0.01
0,12,18,0,0,0.1
0,12,18,0,0,0.3
0,12,18,0,0,0.5
0,12,19,0,0,0.01
0,12,19,0,0,0.1
0,12,19,0,0,0.3
0,12,19,0,0,0.5
0,13,14,0,0,0.01
0,13,14,0,0,0.1
0,13,14,0,0,0.3
0,13,14,0,0,0.5
0,13,15,0,0,0.01
0,13,15,0,0,0.1
0,13,15,0,0,0.3
0,13,15,0,0,0.5
0,13,16,0,0,0.01
0,13,16,0,0,0.1
0,13,16,0,0,0.3
0,13,16,0,0,0.5
0,13,17,0,0.5,0.01
0,13,17,0,0,0.1
0,13,17,0,0,0.3
0,13,17,0,0,0.5
0,13,18,0,0,0.01
0,13,18,0,0,0.1
0,13,18,0,0,0.3
0,13,18,0,0,0.5
0,13,19,0,0,0.01
0,13,19,0,0,0.1
0,13,19,0,0,0.3
0,13,19,0,0,0.5
0,14,15,0,0,0.01
0,14,15,0,0,0.1
0,14,15,0,0,0.3
0,14,15,0,0,0.5
0,14,16,0,0,0.01
0,14,16,0,0,0.1
0,14,16,0,0,0.3
0,14,16,0,0,0.5
0,14,17,0,0.5,0.01
0,14,17,0,0,0.1
0,14,17,0,0,0.3
0,14,17,0,0,0.5
0,14,18,0,0,0.01
0,14,18,0,0,0.1
0,14,18,0,0,0.3
0,14,18,0,0,0.5
0,14,19,0,0,0.01
0,14,19,0,0,0.1
0,14,19,0,0,0.3
0,14,19,0,0,0.5
0,15,16,0,0,0.01
0,15,16,0,0,0.1
0,15,16,0,0,0.3
0,15,16,0,0,0.5
0,15,17,0,0,0.01
0,15,17,0,0,0.1
0,15,17,0,0,0.3
0,15,17,0,0,0.5
0,15,18,0,0,0.01
0,15,18,0,0,0.1
0,15,18,0,0,0.3
0,15,18,0,0,0.5
0,15,19,0,0,0.01
0,15,19,0,0,0.1
0,15,19,0,0,0.3
0,15,19,0,0,0.5
0,16,17,0,0,0.01
0,16,17,0,0,0.1
0,16,17,0,0,0.3
0,16,17,0,0,0.5
0,16,18,0,0,0.01
0,16,18,0,0,0.1
0,16,18,0,0,0.3
0,16,18,0,0,0.5
0,16,19,0,0,0.01
0,16,19,0,0,0.1
0,16,19,0,0,0.3
0,16,19,0,0,0.5
0,17,18,0,0,0.01
0,17,18,0,0,0.1
0,17,18,0,0,0.3
0,17,18,0,0,0.5
0,17,19,0,0,0.01
0,17,19,0,0,0.1
0,17,19,0,0,0.3
0,17,19,0,0,0.5
0,18,19,0,0,0.01
0,18,19,0,0,0.1
0,18,19,0,0,0.3
0,18,19,0,0,0.5
100,0,1,0.392971,0.57984,0.01
100,0,1,0,0,0.1
100,0,1,0,0,0.3
100,0,1,0,0,0.5
100,0,2,0.344891,0.592084,0.01
100,0,2,0,0,0.1
100,0,2,0,0,0.3
100,0,2,0,0,0.5
100,0,3,0.267273,0.528454,0.01
100,0,3,0,0,0.1
100,0,3,0,0,0.3
100,0,3,0,0,0.5
100,0,4,0.29156,0.6608,0.01
100,0,4,0,0,0.1
100,0,4,0,0,0.3
100,0,4,0,0,0.5
100,0,5,0.421775,0.345463,0.01
100,0,5,0,0,0.1
100,0,5,0,0,0.3
100,0,5,0,0,0.5
100,0,6,0.392704,0.659798,0.01
100,0,6,0,0,0.1
100,0,6,0,0,0.3
100,0,6,0,0,0.5
100,0,7,0.369231,0.678855,0.01
100,0,7,0,0,0.1
100,0,7,0,0,0.3
100,0,7,0,0,0.5
100,0,8,0.31746,0.63445,0.01
100,0,8,0,0,0.1
100,0,8,0,0,0.3
100,0,8,0,0,0.5
100,0,9,0.395415,0.67867,0.01
100,0,9,0,0,0.1
100,0,9,0,0,0.3
100,0,9,0,0,0.5
100,0,10,0.332016,0.710432,0.01
100,0,10,0,0,0.1
100,0,10,0,0,0.3
100,0,10,0,0,0.5
100,0,11,0.272727,0.580757,0.01
100,0,11,0,0,0.1
100,0,11,0,0,0.3
100,0,11,0,0,0.5
100,0,12,0.18018,0.617915,0.01
100,0,12,0,0,0.1
100,0,12,0,0,0.3
100,0,12,0,0,0.5
100,0,13,0.25,0.616661,0.01
100,0,13,0,0,0.1
100,0,13,0,0,0.3
100,0,13,0,0,0.5
100,0,14,0.285714,0.680707,0.01
100,0,14,0,0,0.1
100,0,14,0,0,0.3
100,0,14,0,0,0.5
100,0,15,0.368852,0.751808,0.01
100,0,15,0,0,0.1
100,0,15,0,0,0.3
100,0,15,0,0,0.5
100,0,16,0.374429,0.56633,0.01
100,0,16,0,0,0.1
100,0,16,0,0,0.3
100,0,16,0,0,0.5
100,0,17,0.272727,0.536155,0.01
100,0,17,0,0,0.1
100,0,17,0,0,0.3
100,0,17,0,0,0.5
100,0,18,0.375,0.725422,0.01
100,0,18,0,0,0.1
100,0,18,0,0,0.3
100,0,18,0,0,0.5
100,0,19,0.37856,0.361137,0.01
100,0,19,0,0,0.1
100,0,19,0,0,0.3
100,0,19,0,0,0.5
100,1,2,0.426835,0.363394,0.01
100,1,2,0,0,0.1
100,1,2,0,0,0.3
100,1,2,0,0,0.5
100,1,3,0.459111,0.245029,0.01
100,1,3,0,0,0.1
100,1,3,0,0,0.3
100,1,3,0,0,0.5
100,1,4,0.353522,0.403269,0.01
100,1,4,0,0,0.1
100,1,4,0,0,0.3
100,1,4,0,0,0.5
100,1,5,0.406993,0.402289,0.01
100,1,5,0,0,0.1
100,1,5,0,0,0.3
100,1,5,0,0,0.5
100,1,6,0.419629,0.501376,0.01
100,1,6,0,0,0.1
100,1,6,0,0,0.3
100,1,6,0,0,0.5
100,1,7,0.355083,0.523543,0.01
100,1,7,0,0,0.1
100,1,7,0,0,0.3
100,1,7,0,0,0.5
100,1,8,0.368182,0.442414,0.01
100,1,8,0,0,0.1
100,1,8,0,0,0.3
100,1,8,0,0,0.5
100,1,9,0.396179,0.501678,0.01
100,1,9,0,0,0.1
100,1,9,0,0,0.3
100,1,9,0,0,0.5
100,1,10,0.369981,0.478739,0.01
100,1,10,0,0,0.1
100,1,10,0,0,0.3
100,1,10,0,0,0.5
100,1,11,0.382619,0.487066,0.01
100,1,11,0,0,0.1
100,1,11,0,0,0.3
100,1,11,0,0,0.5
100,1,12,0.34657,0.588768,0.01
100,1,12,0,0,0.1
100,1,12,0,0,0.3
100,1,12,0,0,0.5
100,1,13,0.345455,0.642911,0.01
100,1,13,0,0,0.1
100,1,13,0,0,0.3
100,1,13,0,0,0.5
100,1,14,0.356103,0.419017,0.01
100,1,14,0,0,0.1
100,1,14,0,0,0.3
100,1,14,0,0,0.5
100,1,15,0.350063,0.537092,0.01
100,1,15,0,0,0.1
100,1,15,0,0,0.3
100,1,15,0,0,0.5
100,1,16,0.517072,0.244403,0.01
100,1,16,0,0,0.1
100,1,16,0,0,0.3
100,1,16,0,0,0.5
100,1,17,0.444051,0.304052,0.01
100,1,17,0,0,0.1
100,1,17,0,0,0.3
100,1,17,0,0,0.5
100,1,18,0.337691,0.43864,0.01
100,1,18,0,0,0.1
100,1,18,0,0,0.3
100,1,18,0,0,0.5
100,1,19,0.519859,0.262272,0.01
100,1,19,0,0,0.1
100,1,19,0,0,0.3
100,1,19,0,0,0.5
100,2,3,0.416486,0.334278,0.01
100,2,3,0,0,0.1
100,2,3,0,0,0.3
100,2,3,0,0,0.5
100,2,4,0.454259,0.705152,0.01
100,2,4,0,0,0.1
100,2,4,0,0,0.3
100,2,4,0,0,0.5
100,2,5,0.432298,0.457568,0.01
100,2,5,0,0,0.1
100,2,5,0,0,0.3
100,2,5,0,0,0.5
100,2,6,0.388827,0.53723,0.01
100,2,6,0,0,0.1
100,2,6,0,0,0.3
100,2,6,0,0,0.5
100,2,7,0.374312,0.576331,0.01
100,2,7,0,0,0.1
100,2,7,0,0,0.3
100,2,7,0,0,0.5
100,2,8,0.320611,0.633783,0.01
100,2,8,0,0,0.1
100,2,8,0,0,0.3
100,2,8,0,0,0.5
100,2,9,0.460177,0.518398,0.01
100,2,9,0,0,0.1
100,2,9,0,0,0.3
100,2,9,0,0,0.5
100,2,10,0.404082,0.657645,0.01
100,2,10,0,0,0.1
100,2,10,0,0,0.3
100,2,10,0,0,0.5
100,2,11,0.32699,0.487229,0.01
100,2,11,0,0,0.1
100,2,11,0,0,0.3
100,2,11,0,0,0.5
100,2,12,0.415929,0.580858,0.01
100,2,12,0,0,0.1
100,2,12,0,0,0.3
100,2,12,0,0,0.5
100,2,13,0.400703,0.544612,0.01
100,2,13,0,0,0.1
100,2,13,0,0,0.3
100,2,13,0,0,0.5
100,2,14,0.351145,0.663462,0.01
100,2,14,0,0,0.1
100,2,14,0,0,0.3
100,2,14,0,0,0.5
100,2,15,0.462687,0.644943,0.01
100,2,15,0,0,0.1
100,2,15,0,0,0.3
100,2,15,0,0,0.5
100,2,16,0.450955,0.415379,0.01
100,2,16,0,0,0.1
100,2,16,0,0,0.3
100,2,16,0,0,0.5
100,2,17,0.437647,0.61409,0.01
100,2,17,0,0,0.1
100,2,17,0,0,0.3
