generation,population,prop_loci_fixed,mean_alleles_per_locus
1200,13,5,3.75
1200,14,5,3.56667
1200,15,4,3.78333
1200,16,6,3.5
1200,17,4,3.56667
1200,18,4,3.63333
1200,19,5,3.68333
1300,0,5,3.48333
1300,1,5,3.55
1300,2,5,3.51667
1300,3,7,3.18333
1300,4,5,3.61667
1300,5,5,3.45
1300,6,6,3.55
1300,7,5,3.68333
1300,8,5,3.6
1300,9,5,3.58333
1300,10,4,3.6
1300,11,4,3.73333
1300,12,5,3.58333
1300,13,5,3.63333
1300,14,4,3.46667
1300,15,4,3.51667
1300,16,7,3.25
1300,17,6,3.38333
1300,18,5,3.38333
1300,19,5,3.41667
1400,0,7,3.35
1400,1,7,3.33333
1400,2,7,3.43333
1400,3,9,3.01667
1400,4,7,3.41667
1400,5,7,3.41667
1400,6,6,3.46667
1400,7,6,3.51667
1400,8,7,3.48333
1400,9,7,3.46667
1400,10,7,3.55
1400,11,6,3.5
1400,12,6,3.5
1400,13,7,3.41667
1400,14,7,3.28333
1400,15,7,3.38333
1400,16,7,3.2
1400,17,7,3.26667
1400,18,7,3.21667
1400,19,8,3.25
1500,0,7,3.35
1500,1,7,3.26667
1500,2,7,3.3
1500,3,8,3.05
1500,4,7,3.25
1500,5,7,3.18333
1500,6,7,3.26667
1500,7,7,3.36667
1500,8,7,3.48333
1500,9,7,3.3
1500,10,7,3.35
1500,11,7,3.38333
1500,12,7,3.35
1500,13,7,3.33333
1500,14,8,3.08333
1500,15,6,3.3
1500,16,8,3.1
1500,17,8,3.21667
1500,18,7,3.35
1500,19,7,3.18333
1600,0,8,3.15
1600,1,7,3.11667
1600,2,7,3.21667
1600,3,9,2.9
1600,4,7,3.25
1600,5,8,3.1
1600,6,8,3.1
1600,7,7,3.16667
1600,8,8,3.15
1600,9,6,3.16667
1600,10,7,3.23333
1600,11,8,3.16667
1600,12,8,3.15
1600,13,7,3.18333
1600,14,7,3.1
1600,15,8,3.2
1600,16,8,3.13333
1600,17,8,3.1
1600,18,7,3.18333
1600,19,7,3.1
1700,0,9,3.08333
1700,1,9,3.08333
1700,2,9,3.08333
1700,3,9,2.83333
1700,4,9,3.1
1700,5,9,3.11667
1700,6,9,3.1
1700,7,9,3.13333
1700,8,9,3.11667
1700,9,10,3.05
1700,10,9,3.08333
1700,11,9,3.1
1700,12,9,3.1
1700,13,9,3.11667
1700,14,9,3
1700,15,8,3.08333
1700,16,8,2.96667
1700,17,9,2.98333
1700,18,8,3
1700,19,9,2.93333
1800,0,9,2.96667
1800,1,10,2.95
1800,2,9,3.01667
1800,3,11,2.66667
1800,4,9,3.05
1800,5,9,2.98333
1800,6,9,3
1800,7,9,3.03333
1800,8,9,3
1800,9,9,2.98333
1800,10,9,3.01667
1800,11,9,3.03333
1800,12,9,3
1800,13,9,3.05
1800,14,9,2.91667
1800,15,9,2.98333
1800,16,10,2.75
1800,17,9,2.91667
1800,18,9,3.01667
1800,19,10,2.91667
1900,0,10,2.88333
1900,1,10,2.95
1900,2,9,2.96667
1900,3,11,2.76667
1900,4,9,3.01667
1900,5,10,2.88333
1900,6,11,2.9
1900,7,9,3
1900,8,9,2.88333
1900,9,9,2.96667
1900,10,10,2.9
1900,11,9,2.96667
1900,12,10,2.93333
1900,13,9,2.96667
1900,14,9,2.96667
1900,15,11,2.95
1900,16,10,2.85
1900,17,10,2.83333
1900,18,10,2.91667
1900,19,11,2.83333
2000,0,10,2.91667
2000,1,11,2.86667
2000,2,9,2.9
2000,3,11,2.66667
2000,4,11,2.91667
2000,5,11,2.9
2000,6,10,2.93333
2000,7,10,2.9
2000,8,10,2.9
2000,9,10,2.88333
2000,10,10,2.95
2000,11,10,2.91667
2000,12,10,2.91667
2000,13,10,2.93333
2000,14,10,2.9
2000,15,10,2.95
2000,16,10,2.8
2000,17,9,2.83333
2000,18,10,2.85
2000,19,11,2.88333
2000,0,10,2.9
2000,1,11,2.83333
2000,2,9,2.9
2000,3,11,2.65
2000,4,11,2.91667
2000,5,11,2.9
2000,6,10,2.93333
2000,7,10,2.9
2000,8,10,2.86667
2000,9,10,2.86667
2000,10,10,2.91667
2000,11,10,2.9
2000,12,11,2.88333
2000,13,10,2.93333
2000,14,10,2.86667
2000,15,10,2.91667
2000,16,10,2.76667
2000,17,9,2.83333
2000,18,10,2.85
2000,19,11,2.83333
2020,0,12,2.65
2020,1,11,2.66667
2020,2,12,2.56667
2020,3,13,2.41667
2020,4,11,2.71667
2020,5,12,2.58333
2020,6,12,2.66667
2020,7,12,2.66667
2020,8,10,2.55
2020,9,12,2.56667
2020,10,10,2.8
2020,11,10,2.68333
2020,12,11,2.63333
2020,13,10,2.81667
2020,14,12,2.55
2020,15,10,2.73333
2020,16,11,2.5
2020,17,10,2.6
2020,18,11,2.63333
2020,19,11,2.6
2040,0,12,2.45
2040,1,12,2.45
2040,2,13,2.45
2040,3,14,2.25
2040,4,11,2.53333
2040,5,12,2.53333
2040,6,12,2.55
2040,7,12,2.5
2040,8,12,2.4
2040,9,12,2.45
2040,10,10,2.75
2040,11,11,2.63333
2040,12,12,2.45
2040,13,10,2.71667
2040,14,13,2.43333
2040,15,12,2.5
2040,16,14,2.28333
2040,17,14,2.3
2040,18,12,2.41667
2040,19,13,2.41667
2060,0,13,2.4
2060,1,12,2.28333
2060,2,13,2.31667
2060,3,18,2.06667
2060,4,11,2.38333
2060,5,12,2.41667
2060,6,12,2.35
2060,7,13,2.41667
2060,8,12,2.31667
2060,9,16,2.2
2060,10,11,2.53333
2060,11,11,2.53333
2060,12,15,2.3
2060,13,10,2.58333
2060,14,14,2.31667
2060,15,16,2.28333
2060,16,16,2.13333
2060,17,15,2.16667
2060,18,13,2.3
2060,19,13,2.3
2080,0,14,2.33333
2080,1,14,2.15
2080,2,15,2.11667
2080,3,18,2
2080,4,13,2.21667
2080,5,11,2.33333
2080,6,12,2.26667
2080,7,13,2.36667
2080,8,14,2.15
2080,9,16,2.18333
2080,10,11,2.56667
2080,11,11,2.53333
2080,12,18,2.15
2080,13,11,2.53333
2080,14,15,2.23333
2080,15,19,2.1
2080,16,17,2.01667
2080,17,16,2.1
2080,18,15,2.21667
2080,19,15,2.2
2100,0,15,2.18333
2100,1,16,2.03333
2100,2,15,2.05
2100,3,19,1.95
2100,4,14,2.11667
2100,5,12,2.23333
2100,6,15,2.11667
2100,7,14,2.25
2100,8,14,2.06667
2100,9,18,2.08333
2100,10,10,2.58333
2100,11,11,2.4
2100,12,18,2.06667
2100,13,10,2.5
2100,14,16,2.05
2100,15,20,2.01667
2100,16,18,1.95
2100,17,18,1.91667
2100,18,17,2.05
2100,19,18,2.05
2120,0,16,2.06667
2120,1,16,1.98333
2120,2,19,1.96667
2120,3,20,1.91667
2120,4,16,2.05
2120,5,14,2.15
2120,6,18,2.01667
2120,7,14,2.15
2120,8,15,2.03333
2120,9,19,2
2120,10,10,2.55
2120,11,11,2.38333
2120,12,18,1.96667
2120,13,10,2.5
2120,14,20,1.91667
2120,15,21,1.96667
2120,16,19,1.88333
2120,17,20,1.86667
2120,18,18,1.98333
2120,19,19,2
2140,0,17,1.96667
2140,1,20,1.86667
2140,2,20,1.86667
2140,3,20,1.85
2140,4,16,2.01667
2140,5,17,2.05
2140,6,19,1.95
2140,7,14,2.13333
2140,8,17,1.91667
2140,9,21,1.9
2140,10,10,2.5
2140,11,11,2.3
2140,12,19,1.9
2140,13,12,2.41667
2140,14,21,1.9
2140,15,21,1.86667
2140,16,19,1.86667
2140,17,20,1.86667
2140,18,19,1.93333
2140,19,20,1.95
2160,0,20,1.86667
2160,1,22,1.8
2160,2,20,1.8
2160,3,20,1.81667
2160,4,17,1.95
2160,5,20,1.95
2160,6,20,1.9
2160,7,14,2.1
2160,8,18,1.83333
2160,9,23,1.76667
2160,10,11,2.41667
2160,11,11,2.28333
2160,12,19,1.86667
2160,13,11,2.36667
2160,14,22,1.88333
2160,15,22,1.83333
2160,16,20,1.83333
2160,17,20,1.8
2160,18,21,1.85
2160,19,23,1.9
2180,0,23,1.76667
2180,1,24,1.73333
2180,2,23,1.73333
2180,3,27,1.7
2180,4,22,1.83333
2180,5,21,1.86667
2180,6,22,1.8
2180,7,13,2.05
2180,8,20,1.8
2180,9,24,1.73333
2180,10,13,2.35
2180,11,13,2.21667
2180,12,25,1.7
2180,13,12,2.31667
2180,14,23,1.85
2180,15,22,1.81667
2180,16,20,1.8
2180,17,21,1.75
2180,18,22,1.81667
2180,19,24,1.86667
2200,0,25,1.66667
2200,1,25,1.66667
2200,2,25,1.7
2200,3,29,1.65
2200,4,22,1.78333
2200,5,23,1.81667
2200,6,26,1.71667
2200,7,15,1.93333
2200,8,21,1.78333
2200,9,27,1.65
2200,10,12,2.38333
2200,11,14,2.13333
2200,12,25,1.68333
2200,13,12,2.31667
2200,14,25,1.75
2200,15,24,1.75
2200,16,22,1.76667
2200,17,27,1.56667
2200,18,23,1.78333
2200,19,26,1.8
2220,0,26,1.63333
2220,1,27,1.63333
2220,2,26,1.68333
2220,3,32,1.56667
2220,4,24,1.71667
2220,5,24,1.78333
2220,6,30,1.6
2220,7,18,1.83333
2220,8,26,1.71667
2220,9,29,1.6
2220,10,15,2.25
2220,11,13,2.23333
2220,12,25,1.68333
2220,13,12,2.33333
2220,14,27,1.65
2220,15,26,1.7
2220,16,24,1.68333
2220,17,27,1.56667
2220,18,25,1.73333
2220,19,27,1.73333
2240,0,30,1.56667
2240,1,33,1.51667
2240,2,28,1.63333
2240,3,33,1.55
2240,4,25,1.68333
2240,5,25,1.7
2240,6,33,1.55
2240,7,20,1.76667
2240,8,27,1.65
2240,9,31,1.56667
2240,10,15,2.25
2240,11,13,2.13333
2240,12,25,1.65
2240,13,12,2.31667
2240,14,27,1.63333
2240,15,30,1.61667
2240,16,25,1.65
2240,17,31,1.48333
2240,18,27,1.68333
2240,19,29,1.68333
2260,0,30,1.56667
2260,1,34,1.48333
2260,2,31,1.58333
2260,3,37,1.45
2260,4,27,1.6
2260,5,30,1.61667
2260,6,34,1.53333
2260,7,21,1.73333
2260,8,27,1.61667
2260,9,31,1.56667
2260,10,14,2.16667
2260,11,16,2.15
2260,12,27,1.6
2260,13,13,2.28333
2260,14,28,1.6
2260,15,29,1.63333
2260,16,27,1.58333
2260,17,36,1.4
2260,18,29,1.61667
2260,19,30,1.63333
2280,0,32,1.51667
2280,1,36,1.45
2280,2,31,1.58333
2280,3,37,1.45
2280,4,28,1.55
2280,5,30,1.58333
2280,6,34,1.51667
2280,7,23,1.7
2280,8,28,1.6
2280,9,32,1.53333
2280,10,14,2.21667
2280,11,17,2.1
2280,12,31,1.53333
2280,13,14,2.26667
2280,14,30,1.56667
2280,15,31,1.58333
2280,16,30,1.55
2280,17,37,1.38333
2280,18,29,1.6
2280,19,32,1.58333
2300,0,34,1.46667
2300,1,36,1.45
2300,2,31,1.56667
2300,3,43,1.3
2300,4,32,1.48333
2300,5,31,1.55
2300,6,36,1.45
2300,7,24,1.65
2300,8,28,1.6
2300,9,35,1.46667
2300,10,13,2.25
2300,11,17,2
2300,12,31,1.51667
2300,13,14,2.23333
2300,14,32,1.53333
2300,15,32,1.56667
2300,16,31,1.53333
2300,17,40,1.33333
2300,18,30,1.56667
2300,19,35,1.46667
