generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
200,18,0.222321,0.386489,0.769993,0.812,0.0935961,0.323892,
200,19,0.902598,0.44995,0.653263,0.876,0.0273973,0.42682,
220,0,0.592845,0.844266,0.823573,0.844,0.0758294,0.544419,
220,1,0.857946,0.847252,0.858487,0.86,0.0744186,0.382113,
220,2,0.623564,0.384382,0.808329,0.856,0.046729,0.638292,
220,3,0.297535,0.056713,0.810807,0.856,0.0140187,0.588274,
220,4,0.272656,0.477665,0.752911,0.816,0.132353,0.311938,
220,5,0.812169,0.479977,0.690967,0.864,0.0462963,0.448219,
220,6,0.392785,0.836079,0.69108,0.864,0.0648148,0.498376,
220,7,0.337396,0.648172,0.653358,0.86,0.125581,0.419404,
220,8,0.368242,0.957155,0.728945,0.868,0.110599,0.429147,
220,9,0.140351,0.870087,0.782491,0.86,0.102326,0.249344,
220,10,0.473608,0.800911,0.729116,0.86,0.0744186,0.570904,
220,11,0.520477,0.67888,0.735328,0.872,0.12844,0.462527,
220,12,0.720633,0.58202,0.665239,0.872,0.0458716,0.442209,
220,13,0.537373,0.758616,0.643285,0.856,0.046729,0.545178,
220,14,0.105908,0.4736,0.624565,0.884,0.0316742,0.132739,
220,15,0.186332,0.736918,0.60792,0.812,0.103448,0.257032,
220,16,0.21655,0.135218,0.697537,0.868,0.0322581,0.484013,
220,17,0.324141,0.149675,0.805605,0.864,0.00925926,0.657692,
220,18,0.222321,0.386489,1.31062e+152,0.82,0.0487805,0.323892,
220,19,0.902598,0.44995,-1.04993e+75,0.884,0.040724,0.42682,
240,0,0.592845,0.844266,0.817544,0.864,0.0694444,0.544419,
240,1,0.857946,0.847252,0.858959,0.876,0.0547945,0.382113,
240,2,0.623564,0.384382,0.798944,0.852,0.122066,0.638292,
240,3,0.297535,0.056713,0.725411,0.86,0.0186047,0.588274,
240,4,0.272656,0.477665,-1.11555e+75,0.832,0.0721154,0.311938,
240,5,0.812169,0.479977,0.635626,0.876,0.0410959,0.448219,
240,6,0.392785,0.836079,0.915514,0.884,0.0497738,0.498376,
240,7,0.337396,0.648172,0.690626,0.868,0.119816,0.419404,
240,8,0.368242,0.957155,7.46328e+152,0.864,0.0972222,0.429147,
240,9,0.140351,0.870087,0.646623,0.848,0.0283019,0.249344,
240,10,0.473608,0.800911,0.725746,0.864,0.0694444,0.570904,
240,11,0.520477,0.67888,0.718168,0.872,0.0963303,0.462527,
240,12,0.720633,0.58202,0.750425,0.88,0.0954545,0.442209,
240,13,0.537373,0.758616,0.770261,0.872,0.123853,0.545178,
240,14,0.105908,0.4736,0.726191,0.876,0.0593607,0.132739,
240,15,0.186332,0.736918,0.763214,0.832,0.115385,0.257032,
240,16,0.21655,0.135218,0.670554,0.864,0.0555556,0.484013,
240,17,0.324141,0.149675,0.843758,0.872,0.087156,0.657692,
240,18,0.222321,0.386489,0.801083,0.808,0.0445545,0.323892,
240,19,0.902598,0.44995,0.78692,0.888,0.018018,0.42682,
260,0,0.592845,0.844266,0.846459,0.868,0.115207,0.544419,
260,1,0.857946,0.847252,0.799336,0.868,0.0414747,0.382113,
260,2,0.623564,0.384382,0.839466,0.84,0.0238095,0.638292,
260,3,0.297535,0.056713,1.22126e+152,0.88,0.0181818,0.588274,
260,4,0.272656,0.477665,0.773705,0.828,0.0628019,0.311938,
260,5,0.812169,0.479977,0.664464,0.892,0.058296,0.448219,
260,6,0.392785,0.836079,0.654435,0.884,0.0226244,0.498376,
260,7,0.337396,0.648172,0.751039,0.872,0.0550459,0.419404,
260,8,0.368242,0.957155,0.668001,0.872,0.0733945,0.429147,
260,9,0.140351,0.870087,0.70264,0.848,0.0707547,0.249344,
260,10,0.473608,0.800911,0.695932,0.852,0.0657277,0.570904,
260,11,0.520477,0.67888,0.505467,0.876,0.114155,0.462527,
260,12,0.720633,0.58202,0.480721,0.876,0.0365297,0.442209,
260,13,0.537373,0.758616,0.502728,0.864,0.101852,0.545178,
260,14,0.105908,0.4736,-1.37658e+229,0.904,0.0353982,0.132739,
260,15,0.186332,0.736918,0.77323,0.836,0.0956938,0.257032,
260,16,0.21655,0.135218,0.812597,0.872,0.0183486,0.484013,
260,17,0.324141,0.149675,0.476044,0.856,0.0654206,0.657692,
260,18,0.222321,0.386489,2.64707e+152,0.812,0.0689655,0.323892,
260,19,0.902598,0.44995,0.586295,0.868,0.0322581,0.42682,
280,0,0.592845,0.844266,0.866232,0.872,0.0504587,0.544419,
280,1,0.857946,0.847252,0.839298,0.872,0.0642202,0.382113,
280,2,0.623564,0.384382,0.84146,0.86,0.055814,0.638292,
280,3,0.297535,0.056713,0.848338,0.872,0.0229358,0.588274,
280,4,0.272656,0.477665,0.824456,0.816,0.0735294,0.311938,
280,5,0.812169,0.479977,0.75894,0.88,0.0681818,0.448219,
280,6,0.392785,0.836079,0.846746,0.888,0.0720721,0.498376,
280,7,0.337396,0.648172,0.836836,0.88,0.0772727,0.419404,
280,8,0.368242,0.957155,0.822021,0.896,0.0714286,0.429147,
280,9,0.140351,0.870087,0.816667,0.832,0.0576923,0.249344,
280,10,0.473608,0.800911,0.745494,0.852,0.0985915,0.570904,
280,11,0.520477,0.67888,0.796159,0.888,0.202703,0.462527,
280,12,0.720633,0.58202,-1.22126e+152,0.88,0.0727273,0.442209,
280,13,0.537373,0.758616,0.797227,0.86,0.0604651,0.545178,
280,14,0.105908,0.4736,0.747158,0.9,0.0311111,0.132739,
280,15,0.186332,0.736918,0.78393,0.84,0.0904762,0.257032,
280,16,0.21655,0.135218,0.778227,0.868,0.0322581,0.484013,
280,17,0.324141,0.149675,0.847043,0.864,0.0509259,0.657692,
280,18,0.222321,0.386489,0.841183,0.812,0.0738916,0.323892,
280,19,0.902598,0.44995,0.806112,0.88,0.0181818,0.42682,
300,0,0.592845,0.844266,0.659331,0.86,0.055814,0.544419,
300,1,0.857946,0.847252,0.512583,0.884,0.0361991,0.382113,
300,2,0.623564,0.384382,0.525815,0.868,0.124424,0.638292,
300,3,0.297535,0.056713,-1.22126e+152,0.88,0.0227273,0.588274,
300,4,0.272656,0.477665,0.565426,0.848,0.179245,0.311938,
300,5,0.812169,0.479977,0.841524,0.876,0.0456621,0.448219,
300,6,0.392785,0.836079,0.80854,0.896,0.0625,0.498376,
300,7,0.337396,0.648172,0.710434,0.872,0.12844,0.419404,
300,8,0.368242,0.957155,0.691899,0.896,0.0357143,0.429147,
300,9,0.140351,0.870087,0.852445,0.852,0.056338,0.249344,
300,10,0.473608,0.800911,0.670548,0.868,0.101382,0.570904,
300,11,0.520477,0.67888,-1.04993e+75,0.884,0.081448,0.462527,
300,12,0.720633,0.58202,0.863768,0.888,0.045045,0.442209,
300,13,0.537373,0.758616,-1.42058e+229,0.876,0.146119,0.545178,
300,14,0.105908,0.4736,0.841142,0.916,0.0436681,0.132739,
300,15,0.186332,0.736918,0.748597,0.836,0.0956938,0.257032,
300,16,0.21655,0.135218,0.575512,0.86,0.0418605,0.484013,
300,17,0.324141,0.149675,0.518401,0.864,0.0231481,0.657692,
300,18,0.222321,0.386489,0.566891,0.82,0.0829268,0.323892,
300,19,0.902598,0.44995,0.569905,0.876,0.0593607,0.42682,
320,0,0.592845,0.844266,-1.07424e+75,0.864,0.0324074,0.544419,
320,1,0.857946,0.847252,0.79078,0.88,0.05,0.382113,
320,2,0.623564,0.384382,-1.26735e+152,0.848,0.0707547,0.638292,
320,3,0.297535,0.056713,0.5923,0.876,0.0365297,0.588274,
320,4,0.272656,0.477665,-1.30426e+152,0.824,0.0825243,0.311938,
320,5,0.812169,0.479977,0.479958,0.876,0.0684932,0.448219,
320,6,0.392785,0.836079,0.632964,0.904,0.0884956,0.498376,
320,7,0.337396,0.648172,0.577637,0.876,0.0821918,0.419404,
320,8,0.368242,0.957155,0.756959,0.896,0.0892857,0.429147,
320,9,0.140351,0.870087,0.729612,0.848,0.0518868,0.249344,
320,10,0.473608,0.800911,0.694899,0.864,0.101852,0.570904,
320,11,0.520477,0.67888,0.644346,0.888,0.0990991,0.462527,
320,12,0.720633,0.58202,0.721312,0.896,0.0669643,0.442209,
320,13,0.537373,0.758616,0.831815,0.88,0.0545455,0.545178,
320,14,0.105908,0.4736,0.512954,0.912,0.0701754,0.132739,
320,15,0.186332,0.736918,0.580478,0.84,0.0857143,0.257032,
320,16,0.21655,0.135218,0.849715,0.868,0.0691244,0.484013,
320,17,0.324141,0.149675,0.719316,0.872,0.0550459,0.657692,
320,18,0.222321,0.386489,0.553223,0.832,0.0576923,0.323892,
320,19,0.902598,0.44995,0.686219,0.872,0.0183486,0.42682,
340,0,0.592845,0.844266,0.810361,0.872,0.0917431,0.544419,
340,1,0.857946,0.847252,0.833484,0.88,0.0363636,0.382113,
340,2,0.623564,0.384382,0.828401,0.876,0.0776256,0.638292,
340,3,0.297535,0.056713,0.825948,0.896,0.0178571,0.588274,
340,4,0.272656,0.477665,0.850428,0.844,0.0805687,0.311938,
340,5,0.812169,0.479977,1.41413e+229,0.88,0.0727273,0.448219,
340,6,0.392785,0.836079,0.820546,0.9,0.0666667,0.498376,
340,7,0.337396,0.648172,0.738863,0.872,0.165138,0.419404,
340,8,0.368242,0.957155,1.03587e+75,0.896,0.0625,0.429147,
340,9,0.140351,0.870087,0.57119,0.848,0.0518868,0.249344,
340,10,0.473608,0.800911,0.538541,0.864,0.101852,0.570904,
340,11,0.520477,0.67888,-1.38887e+230,0.896,0.0714286,0.462527,
340,12,0.720633,0.58202,0.782327,0.892,0.044843,0.442209,
340,13,0.537373,0.758616,0.865586,0.884,0.0995475,0.545178,
340,14,0.105908,0.4736,0.706486,0.908,0.0484581,0.132739,
340,15,0.186332,0.736918,-1.48147e+229,0.84,0.0571429,0.257032,
340,16,0.21655,0.135218,0.818543,0.888,0.0495495,0.484013,
340,17,0.324141,0.149675,0.79486,0.88,0.0590909,0.657692,
340,18,0.222321,0.386489,1.27942e+152,0.84,0.0571429,0.323892,
340,19,0.902598,0.44995,0.557573,0.872,0.0229358,0.42682,
360,0,0.592845,0.844266,0.836802,0.888,0.018018,0.544419,
360,1,0.857946,0.847252,0.80945,0.88,0.0636364,0.382113,
360,2,0.623564,0.384382,0.786693,0.856,0.0934579,0.638292,
360,3,0.297535,0.056713,0.873026,0.892,0.0627803,0.588274,
360,4,0.272656,0.477665,0.600257,0.828,0.0966184,0.311938,
360,5,0.812169,0.479977,0.740926,0.888,0.027027,0.448219,
360,6,0.392785,0.836079,0.677338,0.908,0.0881057,0.498376,
360,7,0.337396,0.648172,-2.8542e+229,0.872,0.114679,0.419404,
360,8,0.368242,0.957155,0.615799,0.888,0.0495495,0.429147,
360,9,0.140351,0.870087,0.579899,0.848,0.0566038,0.249344,
360,10,0.473608,0.800911,0.684846,0.864,0.12963,0.570904,
360,11,0.520477,0.67888,0.779571,0.904,0.176991,0.462527,
360,12,0.720633,0.58202,0.691551,0.9,0.0933333,0.442209,
360,13,0.537373,0.758616,0.591852,0.884,0.0769231,0.545178,
360,14,0.105908,0.4736,0.662951,0.896,0.0535714,0.132739,
360,15,0.186332,0.736918,1.12094e+75,0.828,0.10628,0.257032,
360,16,0.21655,0.135218,0.732127,0.888,0.0630631,0.484013,
360,17,0.324141,0.149675,0.871148,0.864,0.0416667,0.657692,
360,18,0.222321,0.386489,0.837262,0.82,0.0585366,0.323892,
360,19,0.902598,0.44995,-2.51101e+152,0.856,0.0420561,0.42682,
380,0,0.592845,0.844266,0.86467,0.884,0.0497738,0.544419,
380,1,0.857946,0.847252,0.852472,0.888,0.0315315,0.382113,
380,2,0.623564,0.384382,0.698947,0.848,0.0754717,0.638292,
380,3,0.297535,0.056713,0.479841,0.896,0.03125,0.588274,
380,4,0.272656,0.477665,0.741619,0.84,0.147619,0.311938,
380,5,0.812169,0.479977,0.467914,0.888,0.0585586,0.448219,
380,6,0.392785,0.836079,0.553527,0.912,0.0570175,0.498376,
380,7,0.337396,0.648172,0.62658,0.88,0.05,0.419404,
380,8,0.368242,0.957155,0.855487,0.896,0.0669643,0.429147,
380,9,0.140351,0.870087,0.59079,0.852,0.0657277,0.249344,
380,10,0.473608,0.800911,0.729453,0.86,0.0837209,0.570904,
380,11,0.520477,0.67888,0.81932,0.904,0.0752212,0.462527,
380,12,0.720633,0.58202,0.591757,0.892,0.125561,0.442209,
380,13,0.537373,0.758616,0.771239,0.876,0.086758,0.545178,
380,14,0.105908,0.4736,0.617083,0.892,0.0493274,0.132739,
