generation,population,prop_loci_fixed,mean_alleles_per_locus
1200,13,5,3.88333
1200,14,6,3.71667
1200,15,6,3.8
1200,16,6,3.63333
1200,17,6,3.76667
1200,18,6,3.93333
1200,19,6,3.73333
1300,0,6,3.81667
1300,1,5,3.71667
1300,2,6,3.8
1300,3,7,3.4
1300,4,6,3.76667
1300,5,6,3.7
1300,6,6,3.8
1300,7,6,3.81667
1300,8,6,3.83333
1300,9,6,3.76667
1300,10,6,3.86667
1300,11,6,3.85
1300,12,5,3.7
1300,13,6,3.83333
1300,14,7,3.7
1300,15,6,3.81667
1300,16,7,3.58333
1300,17,6,3.68333
1300,18,6,3.76667
1300,19,6,3.55
1400,0,6,3.68333
1400,1,5,3.65
1400,2,6,3.66667
1400,3,9,3.26667
1400,4,5,3.68333
1400,5,7,3.6
1400,6,5,3.61667
1400,7,5,3.7
1400,8,5,3.65
1400,9,6,3.63333
1400,10,5,3.73333
1400,11,5,3.61667
1400,12,5,3.73333
1400,13,6,3.76667
1400,14,6,3.6
1400,15,6,3.63333
1400,16,7,3.45
1400,17,7,3.6
1400,18,6,3.7
1400,19,6,3.56667
1500,0,5,3.43333
1500,1,7,3.45
1500,2,5,3.53333
1500,3,7,3.36667
1500,4,5,3.61667
1500,5,5,3.53333
1500,6,6,3.58333
1500,7,5,3.6
1500,8,5,3.56667
1500,9,6,3.55
1500,10,6,3.5
1500,11,6,3.61667
1500,12,6,3.51667
1500,13,6,3.6
1500,14,6,3.55
1500,15,5,3.65
1500,16,6,3.41667
1500,17,5,3.41667
1500,18,5,3.6
1500,19,7,3.51667
1600,0,6,3.45
1600,1,6,3.36667
1600,2,5,3.41667
1600,3,7,3.3
1600,4,5,3.53333
1600,5,7,3.33333
1600,6,5,3.48333
1600,7,6,3.5
1600,8,5,3.48333
1600,9,6,3.48333
1600,10,6,3.5
1600,11,5,3.55
1600,12,6,3.43333
1600,13,5,3.55
1600,14,5,3.53333
1600,15,6,3.53333
1600,16,6,3.38333
1600,17,6,3.3
1600,18,6,3.45
1600,19,8,3.3
1700,0,7,3.3
1700,1,6,3.35
1700,2,7,3.33333
1700,3,7,3.21667
1700,4,4,3.45
1700,5,5,3.41667
1700,6,5,3.38333
1700,7,6,3.4
1700,8,6,3.35
1700,9,7,3.43333
1700,10,5,3.41667
1700,11,4,3.46667
1700,12,5,3.45
1700,13,6,3.45
1700,14,6,3.38333
1700,15,6,3.45
1700,16,5,3.38333
1700,17,7,3.35
1700,18,5,3.45
1700,19,7,3.25
1800,0,7,3.3
1800,1,6,3.28333
1800,2,6,3.3
1800,3,7,3.18333
1800,4,7,3.28333
1800,5,9,3.25
1800,6,5,3.36667
1800,7,5,3.3
1800,8,6,3.31667
1800,9,6,3.28333
1800,10,6,3.38333
1800,11,5,3.41667
1800,12,7,3.26667
1800,13,5,3.4
1800,14,7,3.26667
1800,15,6,3.31667
1800,16,7,3.26667
1800,17,7,3.25
1800,18,6,3.3
1800,19,10,3.2
1900,0,8,3.23333
1900,1,7,3.18333
1900,2,9,3.18333
1900,3,9,3.11667
1900,4,6,3.31667
1900,5,9,3.18333
1900,6,6,3.28333
1900,7,6,3.33333
1900,8,7,3.28333
1900,9,7,3.2
1900,10,6,3.28333
1900,11,7,3.33333
1900,12,6,3.3
1900,13,7,3.33333
1900,14,7,3.23333
1900,15,6,3.28333
1900,16,7,3.13333
1900,17,8,3.2
1900,18,7,3.25
1900,19,7,3.15
2000,0,8,3.15
2000,1,8,3.15
2000,2,7,3.21667
2000,3,10,2.95
2000,4,7,3.23333
2000,5,10,3.08333
2000,6,7,3.16667
2000,7,7,3.18333
2000,8,8,3.16667
2000,9,9,3.15
2000,10,7,3.23333
2000,11,7,3.23333
2000,12,9,3.15
2000,13,7,3.21667
2000,14,7,3.06667
2000,15,7,3.23333
2000,16,8,3.1
2000,17,10,3.1
2000,18,8,3.15
2000,19,10,3.05
2000,0,9,3.11667
2000,1,8,3.1
2000,2,7,3.18333
2000,3,10,2.93333
2000,4,7,3.2
2000,5,10,3.05
2000,6,7,3.13333
2000,7,7,3.13333
2000,8,8,3.15
2000,9,9,3.13333
2000,10,7,3.15
2000,11,8,3.2
2000,12,9,3.13333
2000,13,8,3.2
2000,14,7,3.01667
2000,15,7,3.18333
2000,16,8,3.06667
2000,17,10,3.08333
2000,18,8,3.08333
2000,19,10,3.01667
2020,0,11,2.81667
2020,1,11,2.85
2020,2,9,2.86667
2020,3,12,2.68333
2020,4,11,2.8
2020,5,11,2.75
2020,6,9,2.85
2020,7,9,2.85
2020,8,11,2.83333
2020,9,12,2.7
2020,10,7,3.06667
2020,11,8,2.96667
2020,12,12,2.78333
2020,13,9,2.93333
2020,14,12,2.7
2020,15,12,2.78333
2020,16,11,2.78333
2020,17,14,2.76667
2020,18,11,2.78333
2020,19,13,2.66667
2040,0,13,2.63333
2040,1,14,2.58333
2040,2,13,2.56667
2040,3,14,2.45
2040,4,12,2.48333
2040,5,12,2.55
2040,6,10,2.68333
2040,7,10,2.66667
2040,8,13,2.51667
2040,9,12,2.5
2040,10,8,2.91667
2040,11,10,2.78333
2040,12,14,2.66667
2040,13,9,2.86667
2040,14,13,2.6
2040,15,12,2.55
2040,16,14,2.51667
2040,17,13,2.58333
2040,18,13,2.66667
2040,19,13,2.55
2060,0,15,2.41667
2060,1,15,2.41667
2060,2,13,2.4
2060,3,18,2.26667
2060,4,13,2.33333
2060,5,14,2.36667
2060,6,10,2.7
2060,7,11,2.53333
2060,8,14,2.41667
2060,9,14,2.26667
2060,10,10,2.88333
2060,11,12,2.73333
2060,12,16,2.41667
2060,13,9,2.85
2060,14,14,2.55
2060,15,13,2.41667
2060,16,14,2.4
2060,17,14,2.45
2060,18,17,2.46667
2060,19,15,2.41667
2080,0,16,2.23333
2080,1,15,2.28333
2080,2,17,2.25
2080,3,20,2.1
2080,4,15,2.25
2080,5,14,2.28333
2080,6,9,2.65
2080,7,16,2.38333
2080,8,16,2.28333
2080,9,17,2.11667
2080,10,10,2.85
2080,11,11,2.7
2080,12,16,2.31667
2080,13,11,2.78333
2080,14,14,2.4
2080,15,16,2.23333
2080,16,17,2.15
2080,17,14,2.23333
2080,18,17,2.28333
2080,19,16,2.28333
2100,0,18,2.13333
2100,1,17,2.2
2100,2,19,2.11667
2100,3,21,2
2100,4,18,2.08333
2100,5,15,2.11667
2100,6,10,2.6
2100,7,17,2.25
2100,8,17,2.18333
2100,9,20,2.03333
2100,10,9,2.78333
2100,11,13,2.53333
2100,12,16,2.21667
2100,13,12,2.7
2100,14,18,2.15
2100,15,17,2.16667
2100,16,18,2.08333
2100,17,15,2.18333
2100,18,20,2.13333
2100,19,17,2.18333
2120,0,21,1.98333
2120,1,19,2.1
2120,2,20,2.01667
2120,3,23,1.91667
2120,4,19,2
2120,5,18,1.98333
2120,6,13,2.48333
2120,7,19,2.1
2120,8,18,2.06667
2120,9,20,1.98333
2120,10,10,2.76667
2120,11,14,2.41667
2120,12,16,2.11667
2120,13,11,2.68333
2120,14,19,2.03333
2120,15,18,2.05
2120,16,22,1.96667
2120,17,16,2.06667
2120,18,20,2.08333
2120,19,19,2.06667
2140,0,23,1.91667
2140,1,20,2
2140,2,21,1.93333
2140,3,24,1.85
2140,4,19,1.96667
2140,5,20,1.93333
2140,6,15,2.41667
2140,7,20,2.01667
2140,8,22,1.91667
2140,9,21,1.93333
2140,10,11,2.68333
2140,11,13,2.31667
2140,12,16,2
2140,13,14,2.56667
2140,14,21,1.93333
2140,15,18,1.98333
2140,16,23,1.86667
2140,17,18,2
2140,18,21,2
2140,19,20,1.95
2160,0,25,1.81667
2160,1,21,1.91667
2160,2,21,1.88333
2160,3,26,1.78333
2160,4,20,1.9
2160,5,21,1.88333
2160,6,13,2.4
2160,7,20,1.95
2160,8,23,1.86667
2160,9,21,1.91667
2160,10,11,2.65
2160,11,13,2.31667
2160,12,21,1.88333
2160,13,15,2.43333
2160,14,24,1.86667
2160,15,22,1.85
2160,16,25,1.81667
2160,17,22,1.9
2160,18,23,1.93333
2160,19,21,1.9
2180,0,25,1.76667
2180,1,24,1.81667
2180,2,21,1.86667
2180,3,27,1.75
2180,4,21,1.85
2180,5,23,1.81667
2180,6,17,2.41667
2180,7,25,1.85
2180,8,26,1.76667
2180,9,24,1.81667
2180,10,13,2.58333
2180,11,14,2.23333
2180,12,24,1.76667
2180,13,14,2.43333
2180,14,26,1.78333
2180,15,23,1.75
2180,16,28,1.73333
2180,17,24,1.85
2180,18,25,1.85
2180,19,24,1.83333
2200,0,27,1.7
2200,1,25,1.76667
2200,2,21,1.83333
2200,3,28,1.71667
2200,4,23,1.8
2200,5,30,1.66667
2200,6,16,2.36667
2200,7,26,1.8
2200,8,26,1.78333
2200,9,24,1.75
2200,10,13,2.56667
2200,11,15,2.13333
2200,12,25,1.73333
2200,13,13,2.48333
2200,14,28,1.7
2200,15,25,1.7
2200,16,28,1.71667
2200,17,24,1.76667
2200,18,26,1.76667
2200,19,26,1.76667
2220,0,28,1.66667
2220,1,28,1.71667
2220,2,23,1.8
2220,3,32,1.56667
2220,4,26,1.73333
2220,5,30,1.63333
2220,6,15,2.3
2220,7,29,1.7
2220,8,26,1.71667
2220,9,24,1.73333
2220,10,14,2.46667
2220,11,16,2.16667
2220,12,26,1.7
2220,13,15,2.45
2220,14,29,1.65
2220,15,25,1.68333
2220,16,28,1.7
2220,17,24,1.71667
2220,18,28,1.66667
2220,19,28,1.73333
2240,0,29,1.63333
2240,1,29,1.66667
2240,2,25,1.7
2240,3,33,1.55
2240,4,30,1.65
2240,5,32,1.56667
2240,6,15,2.3
2240,7,30,1.65
2240,8,26,1.7
2240,9,24,1.7
2240,10,14,2.38333
2240,11,18,1.98333
2240,12,30,1.61667
2240,13,17,2.43333
2240,14,31,1.61667
2240,15,29,1.56667
2240,16,30,1.63333
2240,17,25,1.66667
2240,18,32,1.6
2240,19,32,1.61667
2260,0,31,1.55
2260,1,30,1.63333
2260,2,26,1.68333
2260,3,35,1.5
2260,4,31,1.56667
2260,5,33,1.55
2260,6,14,2.31667
2260,7,31,1.65
2260,8,27,1.68333
2260,9,30,1.6
2260,10,14,2.43333
2260,11,17,2.05
2260,12,32,1.56667
2260,13,15,2.38333
2260,14,32,1.56667
2260,15,30,1.55
2260,16,32,1.6
2260,17,25,1.65
2260,18,33,1.58333
2260,19,34,1.55
2280,0,33,1.5
2280,1,30,1.63333
2280,2,28,1.63333
2280,3,35,1.5
2280,4,32,1.53333
2280,5,35,1.5
2280,6,15,2.23333
2280,7,31,1.63333
2280,8,27,1.66667
2280,9,31,1.58333
2280,10,17,2.31667
2280,11,18,2.1
2280,12,32,1.55
2280,13,18,2.35
2280,14,32,1.55
2280,15,32,1.51667
2280,16,33,1.56667
2280,17,26,1.61667
2280,18,35,1.55
2280,19,35,1.5
2300,0,35,1.46667
2300,1,30,1.6
2300,2,29,1.61667
2300,3,37,1.48333
2300,4,33,1.51667
2300,5,35,1.5
2300,6,16,2.26667
2300,7,32,1.58333
2300,8,31,1.58333
2300,9,33,1.55
2300,10,17,2.25
2300,11,18,2.06667
2300,12,32,1.55
2300,13,19,2.26667
2300,14,37,1.45
2300,15,35,1.46667
2300,16,34,1.53333
2300,17,29,1.56667
2300,18,37,1.48333
2300,19,36,1.48333
