generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
100,13,0.537373,0.758616,0.846173,0.856,0.0981308,0.545178,
100,14,0.105908,0.4736,-1.40139e+229,0.888,0.0405405,0.132739,
100,15,0.186332,0.736918,0.629777,0.824,0.165049,0.257032,
100,16,0.21655,0.135218,0.789795,0.868,0.0414747,0.484013,
100,17,0.324141,0.149675,0.577771,0.852,0.0798122,0.657692,
100,18,0.222321,0.386489,0.579409,0.824,0.0582524,0.323892,
100,19,0.902598,0.44995,0.736614,0.84,0.0142857,0.42682,
120,0,0.592845,0.844266,0.852791,0.876,0.0776256,0.544419,
120,1,0.857946,0.847252,0.844636,0.86,0.055814,0.382113,
120,2,0.623564,0.384382,0.781621,0.864,0.0231481,0.638292,
120,3,0.297535,0.056713,0.805509,0.86,0.027907,0.588274,
120,4,0.272656,0.477665,0.776298,0.824,0.126214,0.311938,
120,5,0.812169,0.479977,0.669148,0.852,0.0375587,0.448219,
120,6,0.392785,0.836079,0.752997,0.864,0.0694444,0.498376,
120,7,0.337396,0.648172,0.761143,0.856,0.0420561,0.419404,
120,8,0.368242,0.957155,0.76501,0.864,0.0555556,0.429147,
120,9,0.140351,0.870087,0.806798,0.836,0.0382775,0.249344,
120,10,0.473608,0.800911,0.727188,0.848,0.0707547,0.570904,
120,11,0.520477,0.67888,0.734523,0.872,0.0963303,0.462527,
120,12,0.720633,0.58202,0.764521,0.86,0.0883721,0.442209,
120,13,0.537373,0.758616,0.775031,0.848,0.0518868,0.545178,
120,14,0.105908,0.4736,0.845703,0.888,0.045045,0.132739,
120,15,0.186332,0.736918,0.838824,0.832,0.0673077,0.257032,
120,16,0.21655,0.135218,-1.41413e+229,0.88,0.0727273,0.484013,
120,17,0.324141,0.149675,0.781881,0.852,0.0328638,0.657692,
120,18,0.222321,0.386489,0.766394,0.816,0.0490196,0.323892,
120,19,0.902598,0.44995,-1.27942e+152,0.84,0.0190476,0.42682,
140,0,0.592845,0.844266,0.599972,0.872,0.0321101,0.544419,
140,1,0.857946,0.847252,-2.89404e+229,0.86,0.0232558,0.382113,
140,2,0.623564,0.384382,0.563777,0.852,0.0187793,0.638292,
140,3,0.297535,0.056713,0.837113,0.856,0.00934579,0.588274,
140,4,0.272656,0.477665,0.846381,0.816,0.0686275,0.311938,
140,5,0.812169,0.479977,-1.08428e+75,0.856,0.102804,0.448219,
140,6,0.392785,0.836079,0.823581,0.872,0.0321101,0.498376,
140,7,0.337396,0.648172,0.841057,0.864,0.12037,0.419404,
140,8,0.368242,0.957155,0.83513,0.852,0.056338,0.429147,
140,9,0.140351,0.870087,0.794671,0.84,0.052381,0.249344,
140,10,0.473608,0.800911,0.738574,0.84,0.0857143,0.570904,
140,11,0.520477,0.67888,0.659765,0.88,0.0954545,0.462527,
140,12,0.720633,0.58202,0.709485,0.868,0.078341,0.442209,
140,13,0.537373,0.758616,0.688195,0.856,0.107477,0.545178,
140,14,0.105908,0.4736,0.680555,0.896,0.0446429,0.132739,
140,15,0.186332,0.736918,0.656648,0.816,0.117647,0.257032,
140,16,0.21655,0.135218,0.63055,0.896,0.0669643,0.484013,
140,17,0.324141,0.149675,0.661432,0.844,0.0616114,0.657692,
140,18,0.222321,0.386489,0.693155,0.824,0.0679612,0.323892,
140,19,0.902598,0.44995,-1.09756e+75,0.844,0.028436,0.42682,
160,0,0.592845,0.844266,0.863796,0.864,0.0648148,0.544419,
160,1,0.857946,0.847252,-1.06721e+75,0.868,0.078341,0.382113,
160,2,0.623564,0.384382,0.840804,0.84,0.0904762,0.638292,
160,3,0.297535,0.056713,0.852741,0.876,0.0365297,0.588274,
160,4,0.272656,0.477665,1.29173e+152,0.832,0.0673077,0.311938,
160,5,0.812169,0.479977,-1.06231e+75,0.872,0.0733945,0.448219,
160,6,0.392785,0.836079,1.42059e+229,0.876,0.0365297,0.498376,
160,7,0.337396,0.648172,0.809991,0.864,0.111111,0.419404,
160,8,0.368242,0.957155,0.816272,0.86,0.0697674,0.429147,
160,9,0.140351,0.870087,0.833805,0.828,0.0772947,0.249344,
160,10,0.473608,0.800911,0.841022,0.84,0.0952381,0.570904,
160,11,0.520477,0.67888,0.759604,0.876,0.100457,0.462527,
160,12,0.720633,0.58202,0.81861,0.876,0.0821918,0.442209,
160,13,0.537373,0.758616,-2.12463e+75,0.872,0.0412844,0.545178,
160,14,0.105908,0.4736,0.722458,0.9,0.0266667,0.132739,
160,15,0.186332,0.736918,0.741903,0.816,0.0882353,0.257032,
160,16,0.21655,0.135218,0.63637,0.892,0.0313901,0.484013,
160,17,0.324141,0.149675,0.717771,0.852,0.0516432,0.657692,
160,18,0.222321,0.386489,0.69226,0.824,0.0339806,0.323892,
160,19,0.902598,0.44995,0.623349,0.86,0.0186047,0.42682,
180,0,0.592845,0.844266,0.836166,0.876,0.0730594,0.544419,
180,1,0.857946,0.847252,0.841975,0.872,0.087156,0.382113,
180,2,0.623564,0.384382,0.852674,0.832,0.0865385,0.638292,
180,3,0.297535,0.056713,0.811398,0.852,0.00938967,0.588274,
180,4,0.272656,0.477665,0.830886,0.832,0.0817308,0.311938,
180,5,0.812169,0.479977,0.827041,0.896,0.0892857,0.448219,
180,6,0.392785,0.836079,0.826517,0.888,0.0765766,0.498376,
180,7,0.337396,0.648172,0.829891,0.864,0.115741,0.419404,
180,8,0.368242,0.957155,0.7196,0.844,0.0663507,0.429147,
180,9,0.140351,0.870087,0.775573,0.824,0.0728155,0.249344,
180,10,0.473608,0.800911,0.767698,0.856,0.0560748,0.570904,
180,11,0.520477,0.67888,-1.06438e+75,0.872,0.123853,0.462527,
180,12,0.720633,0.58202,0.74749,0.876,0.0593607,0.442209,
180,13,0.537373,0.758616,0.656091,0.872,0.105505,0.545178,
180,14,0.105908,0.4736,0.70888,0.912,0.0263158,0.132739,
180,15,0.186332,0.736918,0.596056,0.82,0.136585,0.257032,
180,16,0.21655,0.135218,0.659431,0.892,0.0358744,0.484013,
180,17,0.324141,0.149675,0.808005,0.844,0.0758294,0.657692,
180,18,0.222321,0.386489,0.806174,0.82,0.0829268,0.323892,
180,19,0.902598,0.44995,0.807698,0.88,0.00909091,0.42682,
200,0,0.592845,0.844266,0.868743,0.868,0.0691244,0.544419,
200,1,0.857946,0.847252,0.855179,0.864,0.0277778,0.382113,
200,2,0.623564,0.384382,0.855576,0.84,0.0238095,0.638292,
200,3,0.297535,0.056713,0.843164,0.872,0.0458716,0.588274,
200,4,0.272656,0.477665,0.854839,0.828,0.0531401,0.311938,
200,5,0.812169,0.479977,-1.39511e+229,0.892,0.0269058,0.448219,
200,6,0.392785,0.836079,0.814624,0.884,0.108597,0.498376,
200,7,0.337396,0.648172,0.820603,0.852,0.117371,0.419404,
200,8,0.368242,0.957155,0.803312,0.852,0.103286,0.429147,
200,9,0.140351,0.870087,0.826492,0.828,0.0434783,0.249344,
200,10,0.473608,0.800911,0.822234,0.872,0.0504587,0.570904,
200,11,0.520477,0.67888,0.860049,0.876,0.0821918,0.462527,
200,12,0.720633,0.58202,0.846627,0.888,0.0675676,0.442209,
200,13,0.537373,0.758616,0.846476,0.88,0.127273,0.545178,
200,14,0.105908,0.4736,0.754613,0.908,0.0352423,0.132739,
200,15,0.186332,0.736918,0.782765,0.816,0.117647,0.257032,
200,16,0.21655,0.135218,0.720222,0.904,0.039823,0.484013,
200,17,0.324141,0.149675,0.612733,0.852,0.0234742,0.657692,
200,18,0.222321,0.386489,0.698115,0.844,0.056872,0.323892,
200,19,0.902598,0.44995,-1.05266e+75,0.88,0.00909091,0.42682,
220,0,0.592845,0.844266,0.849099,0.888,0.0585586,0.544419,
220,1,0.857946,0.847252,0.822973,0.856,0.0560748,0.382113,
220,2,0.623564,0.384382,0.813458,0.848,0.0283019,0.638292,
220,3,0.297535,0.056713,0.665785,0.872,0.0275229,0.588274,
220,4,0.272656,0.477665,2.57109e+152,0.836,0.0574163,0.311938,
220,5,0.812169,0.479977,4.73443e+152,0.908,0.0264317,0.448219,
220,6,0.392785,0.836079,-3.15297e+141,0.88,0.0545455,0.498376,
220,7,0.337396,0.648172,0.777939,0.86,0.0697674,0.419404,
220,8,0.368242,0.957155,0.840178,0.864,0.087963,0.429147,
220,9,0.140351,0.870087,0.834798,0.848,0.0518868,0.249344,
220,10,0.473608,0.800911,0.946433,0.868,0.0737327,0.570904,
220,11,0.520477,0.67888,0.857481,0.888,0.0765766,0.462527,
220,12,0.720633,0.58202,-2.12463e+75,0.872,0.0550459,0.442209,
220,13,0.537373,0.758616,1.04254e+75,0.892,0.0717489,0.545178,
220,14,0.105908,0.4736,0.835743,0.9,0.0533333,0.132739,
220,15,0.186332,0.736918,0.827767,0.804,0.169154,0.257032,
220,16,0.21655,0.135218,0.819051,0.908,0.0528634,0.484013,
220,17,0.324141,0.149675,0.865047,0.852,0.0657277,0.657692,
220,18,0.222321,0.386489,0.822764,0.848,0.0518868,0.323892,
220,19,0.902598,0.44995,0.772476,0.892,0.0134529,0.42682,
240,0,0.592845,0.844266,0.714201,0.88,0.0863636,0.544419,
240,1,0.857946,0.847252,0.827353,0.868,0.0368664,0.382113,
240,2,0.623564,0.384382,0.67364,0.852,0.084507,0.638292,
240,3,0.297535,0.056713,0.569467,0.88,0.00909091,0.588274,
240,4,0.272656,0.477665,0.480439,0.844,0.137441,0.311938,
240,5,0.812169,0.479977,3.53525e+152,0.912,0.0438596,0.448219,
240,6,0.392785,0.836079,1.04521e+75,0.888,0.0720721,0.498376,
240,7,0.337396,0.648172,0.827456,0.864,0.087963,0.419404,
240,8,0.368242,0.957155,-1.05746e+75,0.876,0.0502283,0.429147,
240,9,0.140351,0.870087,0.652504,0.844,0.0379147,0.249344,
240,10,0.473608,0.800911,0.466442,0.864,0.12963,0.570904,
240,11,0.520477,0.67888,0.559838,0.884,0.144796,0.462527,
240,12,0.720633,0.58202,0.541481,0.888,0.121622,0.442209,
240,13,0.537373,0.758616,1.05471e+75,0.88,0.0954545,0.545178,
240,14,0.105908,0.4736,0.812349,0.908,0.030837,0.132739,
240,15,0.186332,0.736918,0.879501,0.824,0.11165,0.257032,
240,16,0.21655,0.135218,0.829017,0.908,0.0176211,0.484013,
240,17,0.324141,0.149675,0.85406,0.84,0.0285714,0.657692,
240,18,0.222321,0.386489,0.851532,0.856,0.0934579,0.323892,
240,19,0.902598,0.44995,0.846959,0.9,0.0266667,0.42682,
260,0,0.592845,0.844266,0.850864,0.884,0.0769231,0.544419,
260,1,0.857946,0.847252,0.60076,0.876,0.086758,0.382113,
260,2,0.623564,0.384382,0.616281,0.864,0.0324074,0.638292,
260,3,0.297535,0.056713,0.694364,0.872,0.0642202,0.588274,
260,4,0.272656,0.477665,0.737734,0.844,0.118483,0.311938,
260,5,0.812169,0.479977,-1.19946e+152,0.896,0.0892857,0.448219,
260,6,0.392785,0.836079,0.753927,0.888,0.0720721,0.498376,
260,7,0.337396,0.648172,1.41413e+229,0.88,0.0954545,0.419404,
260,8,0.368242,0.957155,0.746063,0.872,0.0458716,0.429147,
260,9,0.140351,0.870087,1.11596e+76,0.832,0.0721154,0.249344,
260,10,0.473608,0.800911,-1.08032e+75,0.856,0.0607477,0.570904,
260,11,0.520477,0.67888,0.564808,0.896,0.0267857,0.462527,
260,12,0.720633,0.58202,0.539118,0.888,0.0855856,0.442209,
260,13,0.537373,0.758616,0.563125,0.876,0.0639269,0.545178,
260,14,0.105908,0.4736,0.566681,0.904,0.0486726,0.132739,
260,15,0.186332,0.736918,0.880304,0.84,0.152381,0.257032,
260,16,0.21655,0.135218,-1.01326e+75,0.916,0.0480349,0.484013,
260,17,0.324141,0.149675,0.845297,0.84,0.0714286,0.657692,
260,18,0.222321,0.386489,1.25551e+152,0.856,0.0233645,0.323892,
260,19,0.902598,0.44995,-1.03127e+75,0.9,0.0266667,0.42682,
280,0,0.592845,0.844266,0.888924,0.864,0.0509259,0.544419,
280,1,0.857946,0.847252,0.819696,0.888,0.0675676,0.382113,
280,2,0.623564,0.384382,0.874448,0.872,0.0458716,0.638292,
280,3,0.297535,0.056713,0.864419,0.864,0.0185185,0.588274,
280,4,0.272656,0.477665,0.831977,0.852,0.0892019,0.311938,
280,5,0.812169,0.479977,0.8178,0.9,0.0222222,0.448219,
280,6,0.392785,0.836079,0.872678,0.912,0.0526316,0.498376,
280,7,0.337396,0.648172,0.852819,0.892,0.125561,0.419404,
280,8,0.368242,0.957155,0.862745,0.888,0.0675676,0.429147,
280,9,0.140351,0.870087,0.857578,0.836,0.0574163,0.249344,
280,10,0.473608,0.800911,0.803768,0.864,0.138889,0.570904,
280,11,0.520477,0.67888,0.781647,0.896,0.0848214,0.462527,
280,12,0.720633,0.58202,0.829607,0.904,0.0884956,0.442209,
280,13,0.537373,0.758616,0.8576,0.896,0.0580357,0.545178,
280,14,0.105908,0.4736,0.805786,0.92,0.0652174,0.132739,
280,15,0.186332,0.736918,0.878662,0.848,0.0990566,0.257032,
280,16,0.21655,0.135218,0.817065,0.916,0.0262009,0.484013,
280,17,0.324141,0.149675,0.891747,0.84,0.0190476,0.657692,
280,18,0.222321,0.386489,0.824013,0.852,0.0610329,0.323892,
280,19,0.902598,0.44995,0.85471,0.908,0.0264317,0.42682,
300,0,0.592845,0.844266,0.611143,0.864,0.087963,0.544419,
300,1,0.857946,0.847252,-2.07699e+75,0.892,0.0762332,0.382113,
300,2,0.623564,0.384382,0.792478,0.864,0.0324074,0.638292,
300,3,0.297535,0.056713,-1.03849e+75,0.892,0.0403587,0.588274,
300,4,0.272656,0.477665,-1.0997e+75,0.844,0.123223,0.311938,
300,5,0.812169,0.479977,0.87438,0.896,0.0714286,0.448219,
300,6,0.392785,0.836079,0.838283,0.916,0.0349345,0.498376,
300,7,0.337396,0.648172,0.835799,0.864,0.166667,0.419404,
300,8,0.368242,0.957155,0.862957,0.884,0.0588235,0.429147,
300,9,0.140351,0.870087,0.866331,0.852,0.0328638,0.249344,
300,10,0.473608,0.800911,0.826371,0.856,0.088785,0.570904,
300,11,0.520477,0.67888,0.744915,0.904,0.10177,0.462527,
300,12,0.720633,0.58202,0.800043,0.88,0.0772727,0.442209,
300,13,0.537373,0.758616,1.04052e+75,0.892,0.0807175,0.545178,
300,14,0.105908,0.4736,0.659484,0.932,0.0515021,0.132739,
300,15,0.186332,0.736918,0.620662,0.844,0.0995261,0.257032,
300,16,0.21655,0.135218,0.723613,0.912,0.0438596,0.484013,
300,17,0.324141,0.149675,0.850978,0.828,0.0289855,0.657692,
300,18,0.222321,0.386489,-1.06721e+75,0.868,0.0691244,0.323892,
300,19,0.902598,0.44995,1.01326e+75,0.916,0.0262009,0.42682,
320,0,0.592845,0.844266,0.885097,0.888,0.0765766,0.544419,
320,1,0.857946,0.847252,0.863685,0.876,0.0776256,0.382113,
320,2,0.623564,0.384382,0.886987,0.868,0.0599078,0.638292,
320,3,0.297535,0.056713,0.868976,0.88,0.0363636,0.588274,
320,4,0.272656,0.477665,0.858437,0.856,0.163551,0.311938,
320,5,0.812169,0.479977,0.844257,0.908,0.0881057,0.448219,
320,6,0.392785,0.836079,0.870737,0.928,0.0818966,0.498376,
320,7,0.337396,0.648172,0.892179,0.884,0.117647,0.419404,
320,8,0.368242,0.957155,0.86555,0.892,0.0762332,0.429147,
320,9,0.140351,0.870087,0.850397,0.876,0.100457,0.249344,
320,10,0.473608,0.800911,0.753622,0.872,0.110092,0.570904,
320,11,0.520477,0.67888,0.835497,0.916,0.0742358,0.462527,
320,12,0.720633,0.58202,0.84477,0.888,0.0990991,0.442209,
320,13,0.537373,0.758616,0.826578,0.896,0.0714286,0.545178,
320,14,0.105908,0.4736,0.809014,0.936,0.0512821,0.132739,
320,15,0.186332,0.736918,0.875732,0.848,0.0801887,0.257032,
320,16,0.21655,0.135218,0.756796,0.924,0.025974,0.484013,
320,17,0.324141,0.149675,0.824091,0.816,0.0588235,0.657692,
320,18,0.222321,0.386489,0.727666,0.864,0.0324074,0.323892,
320,19,0.902598,0.44995,0.8117,0.916,0.0480349,0.42682,
340,0,0.592845,0.844266,0.865708,0.888,0.0585586,0.544419,
340,1,0.857946,0.847252,0.869216,0.868,0.101382,0.382113,
340,2,0.623564,0.384382,0.87447,0.868,0.0737327,0.638292,
340,3,0.297535,0.056713,0.801519,0.868,0.0276498,0.588274,
340,4,0.272656,0.477665,0.834752,0.852,0.0938967,0.311938,
340,5,0.812169,0.479977,0.860279,0.904,0.0929204,0.448219,
340,6,0.392785,0.836079,0.846939,0.924,0.04329,0.498376,
340,7,0.337396,0.648172,0.838672,0.896,0.0892857,0.419404,
340,8,0.368242,0.957155,0.825647,0.9,0.111111,0.429147,
340,9,0.140351,0.870087,0.80641,0.872,0.0321101,0.249344,
340,10,0.473608,0.800911,0.69937,0.876,0.123288,0.570904,
340,11,0.520477,0.67888,0.656188,0.924,0.0779221,0.462527,
340,12,0.720633,0.58202,0.643798,0.904,0.0929204,0.442209,
340,13,0.537373,0.758616,-1.04317e+75,0.888,0.0405405,0.545178,
340,14,0.105908,0.4736,0.717848,0.92,0.0304348,0.132739,
340,15,0.186332,0.736918,0.703965,0.864,0.0787037,0.257032,
340,16,0.21655,0.135218,-1.01572e+75,0.912,0.0526316,0.484013,
340,17,0.324141,0.149675,0.889692,0.824,0.0291262,0.657692,
340,18,0.222321,0.386489,0.793091,0.844,0.137441,0.323892,
340,19,0.902598,0.44995,0.824596,0.908,0.0220264,0.42682,
360,0,0.592845,0.844266,0.889983,0.896,0.0892857,0.544419,
360,1,0.857946,0.847252,0.662588,0.88,0.0636364,0.382113,
360,2,0.623564,0.384382,0.807192,0.868,0.105991,0.638292,
360,3,0.297535,0.056713,-1.21027e+152,0.888,0.0045045,0.588274,
360,4,0.272656,0.477665,0.635904,0.836,0.0956938,0.311938,
360,5,0.812169,0.479977,0.765754,0.92,0.0565217,0.448219,
360,6,0.392785,0.836079,0.830252,0.916,0.100437,0.498376,
360,7,0.337396,0.648172,0.767403,0.904,0.132743,0.419404,
360,8,0.368242,0.957155,0.79069,0.904,0.0575221,0.429147,
360,9,0.140351,0.870087,0.695124,0.88,0.0363636,0.249344,
360,10,0.473608,0.800911,0.711549,0.876,0.100457,0.570904,
360,11,0.520477,0.67888,0.696965,0.92,0.117391,0.462527,
360,12,0.720633,0.58202,0.751035,0.908,0.0748899,0.442209,
360,13,0.537373,0.758616,0.886036,0.884,0.0723982,0.545178,
360,14,0.105908,0.4736,0.846654,0.928,0.0387931,0.132739,
360,15,0.186332,0.736918,0.893162,0.864,0.101852,0.257032,
360,16,0.21655,0.135218,0.85719,0.908,0.0484581,0.484013,
360,17,0.324141,0.149675,0.71399,0.844,0.0189573,0.657692,
360,18,0.222321,0.386489,-1.08217e+75,0.856,0.0747664,0.323892,
360,19,0.902598,0.44995,0.659476,0.924,0.04329,0.42682,
380,0,0.592845,0.844266,0.904405,0.9,0.0666667,0.544419,
380,1,0.857946,0.847252,0.876595,0.896,0.0491071,0.382113,
380,2,0.623564,0.384382,0.898767,0.868,0.0737327,0.638292,
380,3,0.297535,0.056713,0.872091,0.896,0.0267857,0.588274,
380,4,0.272656,0.477665,0.867009,0.856,0.102804,0.311938,
380,5,0.812169,0.479977,0.861239,0.928,0.0387931,0.448219,
380,6,0.392785,0.836079,0.902559,0.916,0.0567686,0.498376,
380,7,0.337396,0.648172,0.879394,0.892,0.107623,0.419404,
380,8,0.368242,0.957155,0.864364,0.92,0.0826087,0.429147,
380,9,0.140351,0.870087,0.894634,0.852,0.0375587,0.249344,
380,10,0.473608,0.800911,0.784392,0.872,0.0963303,0.570904,
380,11,0.520477,0.67888,0.818669,0.92,0.073913,0.462527,
380,12,0.720633,0.58202,0.863099,0.924,0.0649351,0.442209,
380,13,0.537373,0.758616,-1.02218e+75,0.908,0.123348,0.545178,
380,14,0.105908,0.4736,0.824869,0.932,0.0429185,0.132739,
380,15,0.186332,0.736918,0.84291,0.868,0.115207,0.257032,
