generation,population1,population2,ld,f_st
0,4,13,0.00215045,0.00525911
0,4,14,0.00205736,0.00497894
0,4,15,0.00215099,0.00586412
0,4,16,0.00216073,0.00527671
0,4,17,0.00219376,0.00469034
0,4,18,0.00218068,0.00546951
0,4,19,0.00219852,0.00536605
0,5,6,0.00204208,0.00539111
0,5,7,0.0020747,0.0050295
0,5,8,0.00212213,0.00639257
0,5,9,0.00208765,0.00555829
0,5,10,0.00212638,0.00606099
0,5,11,0.00206898,0.00497936
0,5,12,0.00211082,0.00481942
0,5,13,0.00209997,0.0051381
0,5,14,0.00200864,0.00485801
0,5,15,0.00209137,0.00587822
0,5,16,0.0020802,0.00512648
0,5,17,0.00214758,0.00562682
0,5,18,0.00210423,0.00529564
0,5,19,0.00213671,0.00588115
0,6,7,0.00199828,0.00479608
0,6,8,0.00204416,0.00516917
0,6,9,0.00202958,0.00506105
0,6,10,0.00203959,0.00595803
0,6,11,0.00200722,0.00570079
0,6,12,0.0020351,0.00534686
0,6,13,0.00201594,0.00488034
0,6,14,0.00196498,0.00497623
0,6,15,0.00202816,0.00563742
0,6,16,0.0020356,0.00553641
0,6,17,0.00206361,0.00466509
0,6,18,0.00202918,0.00490928
0,6,19,0.00209918,0.00528977
0,7,8,0.00205517,0.00434555
0,7,9,0.00204335,0.00500892
0,7,10,0.00203717,0.00545232
0,7,11,0.00201833,0.00527171
0,7,12,0.00205059,0.00474308
0,7,13,0.00203053,0.00527667
0,7,14,0.00195686,0.00474452
0,7,15,0.00201916,0.00434586
0,7,16,0.00200498,0.0050596
0,7,17,0.00205741,0.00520753
0,7,18,0.00204936,0.00527999
0,7,19,0.00210889,0.00609267
0,8,9,0.00209089,0.00474104
0,8,10,0.00210717,0.00595717
0,8,11,0.00207145,0.00570874
0,8,12,0.00209722,0.00490252
0,8,13,0.00209433,0.00543046
0,8,14,0.00200275,0.00496599
0,8,15,0.00209446,0.00547992
0,8,16,0.00207812,0.00562523
0,8,17,0.00213022,0.00470478
0,8,18,0.00211214,0.00596101
0,8,19,0.00214403,0.00562378
0,9,10,0.00206859,0.00490542
0,9,11,0.00204429,0.0052172
0,9,12,0.00205951,0.00497184
0,9,13,0.00206231,0.00519561
0,9,14,0.00197656,0.00478051
0,9,15,0.00209899,0.00502281
0,9,16,0.00206265,0.00567094
0,9,17,0.00211005,0.0045877
0,9,18,0.00208348,0.00536438
0,9,19,0.00210382,0.00581583
0,10,11,0.00205517,0.00544082
0,10,12,0.00211153,0.00606408
0,10,13,0.00207594,0.0051659
0,10,14,0.00198596,0.0049404
0,10,15,0.00208172,0.00566258
0,10,16,0.00205779,0.0057814
0,10,17,0.00209417,0.00662294
0,10,18,0.0020948,0.00601532
0,10,19,0.00213043,0.00595847
0,11,12,0.0020348,0.0055249
0,11,13,0.00204998,0.00525168
0,11,14,0.00195454,0.00533823
0,11,15,0.00205311,0.00555656
0,11,16,0.00201156,0.00544457
0,11,17,0.00207222,0.00507968
0,11,18,0.00205086,0.00585465
0,11,19,0.00210833,0.0051081
0,12,13,0.00206413,0.00525952
0,12,14,0.00198576,0.0048121
0,12,15,0.00208046,0.00472932
0,12,16,0.00205424,0.00569337
0,12,17,0.00210446,0.00530491
0,12,18,0.00209037,0.00559079
0,12,19,0.00213034,0.00607955
0,13,14,0.00195929,0.00462681
0,13,15,0.00204074,0.00507684
0,13,16,0.00203147,0.00553296
0,13,17,0.00209554,0.00537647
0,13,18,0.0020748,0.00496336
0,13,19,0.00211988,0.00598869
0,14,15,0.00197275,0.00425136
0,14,16,0.00194981,0.00461286
0,14,17,0.00199181,0.00417607
0,14,18,0.00199888,0.00522749
0,14,19,0.00200971,0.00539527
0,15,16,0.00205647,0.00601756
0,15,17,0.00212073,0.00466194
0,15,18,0.00207433,0.00518137
0,15,19,0.00209106,0.00592924
0,16,17,0.0020732,0.00557562
0,16,18,0.00206906,0.00590235
0,16,19,0.00212456,0.00569954
0,17,18,0.00209749,0.00538777
0,17,19,0.00215441,0.00513152
0,18,19,0.00213278,0.00562107
100,0,1,0.00428688,0.0471165
100,0,2,0.00436755,0.0523577
100,0,3,0.00530904,0.0736824
100,0,4,0.00429103,0.0492256
100,0,5,0.00433375,0.0482637
100,0,6,0.00394029,0.0408877
100,0,7,0.00372481,0.0359965
100,0,8,0.00409592,0.0380391
100,0,9,0.00421361,0.0549059
100,0,10,0.00416191,0.0390142
100,0,11,0.0038275,0.0340672
100,0,12,0.0037061,0.0306581
100,0,13,0.00369046,0.0303147
100,0,14,0.00431646,0.0585688
100,0,15,0.00385184,0.0408192
100,0,16,0.00507951,0.0758108
100,0,17,0.00447723,0.055112
100,0,18,0.00430168,0.0552148
100,0,19,0.00494158,0.0656812
100,1,2,0.00473729,0.0540488
100,1,3,0.00574921,0.0768112
100,1,4,0.00469604,0.053254
100,1,5,0.0050967,0.0581751
100,1,6,0.00439875,0.0445886
100,1,7,0.00441794,0.0499834
100,1,8,0.00478695,0.0515964
100,1,9,0.00486085,0.0647307
100,1,10,0.00463053,0.0494506
100,1,11,0.00449752,0.048091
100,1,12,0.00418504,0.0403605
100,1,13,0.00420895,0.0409254
100,1,14,0.00504961,0.0691475
100,1,15,0.00422668,0.0424946
100,1,16,0.0054829,0.0798988
100,1,17,0.0048557,0.0583028
100,1,18,0.0050281,0.0635006
100,1,19,0.00574378,0.0740789
100,2,3,0.0060347,0.0839973
100,2,4,0.00445694,0.04245
100,2,5,0.0046957,0.047956
100,2,6,0.00461918,0.0558001
100,2,7,0.00417474,0.0475763
100,2,8,0.00489944,0.0578021
100,2,9,0.00499988,0.0657652
100,2,10,0.00467862,0.0524072
100,2,11,0.00428005,0.0357079
100,2,12,0.00432553,0.0423153
100,2,13,0.00437822,0.0458023
100,2,14,0.00501312,0.0676562
100,2,15,0.00436091,0.0499405
100,2,16,0.00519038,0.0745563
100,2,17,0.0047306,0.0514802
100,2,18,0.00499823,0.0657285
100,2,19,0.00478254,0.0466312
100,3,4,0.00528356,0.0623593
100,3,5,0.00627893,0.0836638
100,3,6,0.00531947,0.0678761
100,3,7,0.00499821,0.0639206
100,3,8,0.00566819,0.0692274
100,3,9,0.00550568,0.0740584
100,3,10,0.00550038,0.0680073
100,3,11,0.00528243,0.0652654
100,3,12,0.00554208,0.0750175
100,3,13,0.004942,0.0622361
100,3,14,0.00544719,0.0691045
100,3,15,0.00494527,0.0595725
100,3,16,0.0053518,0.0628225
100,3,17,0.00522968,0.0575814
100,3,18,0.00506046,0.0554281
100,3,19,0.00704841,0.0981691
100,4,5,0.00478237,0.0525081
100,4,6,0.00440315,0.0477535
100,4,7,0.00422878,0.0364155
100,4,8,0.00456084,0.0458577
100,4,9,0.00440334,0.0456495
100,4,10,0.00441012,0.0434933
100,4,11,0.004174,0.0299461
100,4,12,0.00421046,0.0437165
100,4,13,0.0043435,0.0477086
100,4,14,0.00453189,0.0443307
100,4,15,0.00411318,0.0330592
100,4,16,0.00448874,0.0450072
100,4,17,0.00428464,0.0356523
100,4,18,0.00433759,0.0324418
100,4,19,0.00536943,0.0628597
100,5,6,0.00455451,0.048451
100,5,7,0.00416213,0.0456856
100,5,8,0.00520141,0.0621548
100,5,9,0.00474288,0.0571304
100,5,10,0.00484861,0.0561047
100,5,11,0.00447136,0.045603
100,5,12,0.00430787,0.0401711
100,5,13,0.00460529,0.0499606
100,5,14,0.0050595,0.0667367
100,5,15,0.00441626,0.0498147
100,5,16,0.00576044,0.0861914
100,5,17,0.0051214,0.0626368
100,5,18,0.00503494,0.0634901
100,5,19,0.00488946,0.0505359
100,6,7,0.00388534,0.0318702
100,6,8,0.00421295,0.0360744
100,6,9,0.00407581,0.0380543
100,6,10,0.00426512,0.0378025
100,6,11,0.00414093,0.0369355
100,6,12,0.00386408,0.0366304
100,6,13,0.00391465,0.0296625
100,6,14,0.00452477,0.054871
100,6,15,0.00389383,0.0312013
100,6,16,0.00502747,0.070556
100,6,17,0.00462631,0.0565067
100,6,18,0.00457661,0.0515647
100,6,19,0.00515364,0.064543
100,7,8,0.00410676,0.037856
100,7,9,0.00401254,0.0389905
100,7,10,0.00404508,0.0351606
100,7,11,0.00380765,0.0271107
100,7,12,0.0037767,0.0371214
100,7,13,0.00376178,0.0302432
100,7,14,0.00417511,0.0470238
100,7,15,0.00372055,0.0282617
100,7,16,0.00475501,0.0640594
100,7,17,0.00415817,0.0449142
100,7,18,0.00423899,0.0427308
100,7,19,0.00482721,0.0602631
100,8,9,0.00432407,0.0394185
100,8,10,0.00432691,0.0326779
100,8,11,0.00414981,0.0319309
100,8,12,0.00413428,0.0401537
100,8,13,0.00412265,0.0320725
100,8,14,0.00494578,0.0630948
100,8,15,0.00396801,0.0260722
100,8,16,0.0053784,0.0723905
100,8,17,0.00479488,0.0534915
100,8,18,0.00484053,0.053807
100,8,19,0.00595031,0.0768066
100,9,10,0.00450181,0.0424901
100,9,11,0.00420695,0.0437839
100,9,12,0.00414388,0.0474506
100,9,13,0.00406334,0.0391034
100,9,14,0.00477243,0.0582981
100,9,15,0.0040146,0.0320077
100,9,16,0.00544637,0.0779078
100,9,17,0.00469737,0.0580047
100,9,18,0.00467981,0.0546591
100,9,19,0.00569827,0.0787324
100,10,11,0.00417981,0.033906
100,10,12,0.00429424,0.0428872
100,10,13,0.00401433,0.0295944
100,10,14,0.00494624,0.0642879
100,10,15,0.00408506,0.0307461
100,10,16,0.00511623,0.069574
100,10,17,0.00464596,0.0536409
100,10,18,0.00454038,0.0515071
100,10,19,0.00574714,0.0767481
100,11,12,0.00392438,0.0343927
100,11,13,0.0039243,0.0288925
100,11,14,0.00418055,0.0467808
100,11,15,0.0038233,0.028237
100,11,16,0.00467857,0.0567406
100,11,17,0.00426165,0.0397661
100,11,18,0.0043885,0.0473797
100,11,19,0.00514378,0.061282
100,12,13,0.00391195,0.034666
100,12,14,0.00455457,0.0597117
100,12,15,0.00392489,0.0399417
100,12,16,0.00497402,0.0734707
100,12,17,0.00429444,0.0473418
100,12,18,0.00445792,0.0536634
100,12,19,0.00474695,0.05248
100,13,14,0.00442893,0.052418
100,13,15,0.00380253,0.0271503
100,13,16,0.00504604,0.0719623
100,13,17,0.00447787,0.0499088
100,13,18,0.00438815,0.0513293
100,13,19,0.00519658,0.0656496
100,14,15,0.00410741,0.0392061
100,14,16,0.004583,0.056527
100,14,17,0.00470663,0.0527547
100,14,18,0.00438866,0.0432343
100,14,19,0.00543784,0.0762091
100,15,16,0.00435697,0.0511617
100,15,17,0.00420717,0.0423125
100,15,18,0.00421019,0.037755
100,15,19,0.00529399,0.0687433
100,16,17,0.00457517,0.046366
100,16,18,0.004528,0.0462901
100,16,19,0.00564744,0.0807786
100,17,18,0.00458099,0.0391725
100,17,19,0.00514553,0.0605679
100,18,19,0.00582831,0.0797464
200,0,1,0.00444526,0.0433351
200,0,2,0.00434618,0.0437583
200,0,3,0.00547715,0.0748045
200,0,4,0.00367309,0.0295041
200,0,5,0.00416843,0.0468307
200,0,6,0.00382775,0.0291645
200,0,7,0.00397864,0.0345596
200,0,8,0.00390984,0.0346588
200,0,9,0.00427095,0.0406423
200,0,10,0.00408808,0.0329348
200,0,11,0.00391808,0.0338865
200,0,12,0.00437948,0.0421548
200,0,13,0.0037808,0.0267312
200,0,14,0.00451754,0.0535805
200,0,15,0.00386473,0.0345721
200,0,16,0.00459778,0.0606344
200,0,17,0.00481622,0.0635594
200,0,18,0.0041663,0.0501532
200,0,19,0.00543342,0.0688778
200,1,2,0.00471658,0.0494662
200,1,3,0.00588389,0.0765637
200,1,4,0.00415986,0.0364566
200,1,5,0.00431986,0.0404774
200,1,6,0.00454676,0.0475757
200,1,7,0.00427323,0.0426725
200,1,8,0.00438835,0.0478129
200,1,9,0.00478552,0.0497847
200,1,10,0.004509,0.0435941
200,1,11,0.00430714,0.0382298
200,1,12,0.00442989,0.0397421
200,1,13,0.00409224,0.0315243
200,1,14,0.00504099,0.0600198
200,1,15,0.00427224,0.0427218
200,1,16,0.00525818,0.064853
200,1,17,0.00539847,0.0653733
200,1,18,0.00433655,0.0474257
200,1,19,0.00572203,0.0684562
200,2,3,0.00594036,0.0804688
200,2,4,0.0038638,0.0339142
200,2,5,0.00404006,0.0334922
200,2,6,0.00420208,0.0450623
200,2,7,0.00420403,0.0416718
200,2,8,0.00439897,0.0500595
200,2,9,0.00477592,0.0549217
200,2,10,0.00432563,0.044504
200,2,11,0.00408858,0.0350449
200,2,12,0.00425384,0.0376984
200,2,13,0.00405039,0.036953
200,2,14,0.00493208,0.0638797
200,2,15,0.00415663,0.0442884
200,2,16,0.00478079,0.0615115
200,2,17,0.00514714,0.0664528
200,2,18,0.00436007,0.0526013
200,2,19,0.00471017,0.0482084
200,3,4,0.00457193,0.0552986
200,3,5,0.00654366,0.0961183
200,3,6,0.00540188,0.0754249
200,3,7,0.00520238,0.06727
200,3,8,0.00573812,0.0830181
200,3,9,0.0059363,0.0778751
200,3,10,0.00569319,0.0772423
200,3,11,0.0053579,0.0732239
200,3,12,0.00634147,0.093472
200,3,13,0.00545019,0.076162
200,3,14,0.00513224,0.0692503
200,3,15,0.00526351,0.0707179
200,3,16,0.00431319,0.0433962
200,3,17,0.00460498,0.047808
200,3,18,0.00433948,0.0442198
200,3,19,0.00850004,0.116616
200,4,5,0.00388977,0.042165
200,4,6,0.00362698,0.0258524
200,4,7,0.0036338,0.0247024
200,4,8,0.00370214,0.0325546
200,4,9,0.00401811,0.0352154
200,4,10,0.00391652,0.0333097
200,4,11,0.00364636,0.0261022
200,4,12,0.00400911,0.0394629
200,4,13,0.00365192,0.0272092
200,4,14,0.00398079,0.0363155
200,4,15,0.00368314,0.024847
200,4,16,0.00410147,0.0395431
200,4,17,0.00403022,0.0375241
200,4,18,0.00373367,0.0322236
200,4,19,0.00513695,0.0643431
200,5,6,0.00421359,0.0487817
200,5,7,0.00425899,0.0503635
200,5,8,0.00438365,0.0567464
200,5,9,0.00490053,0.0620862
200,5,10,0.00441692,0.0520519
200,5,11,0.00402948,0.0420369
200,5,12,0.00405548,0.0372376
200,5,13,0.00395535,0.0358843
200,5,14,0.00512263,0.0710251
200,5,15,0.00427984,0.0518956
200,5,16,0.00509028,0.0715824
200,5,17,0.00533703,0.0768104
200,5,18,0.00453507,0.063866
200,5,19,0.0043955,0.0448532
200,6,7,0.00383489,0.0296477
200,6,8,0.00377638,0.0285384
200,6,9,0.00404185,0.0299341
200,6,10,0.00386665,0.0308693
200,6,11,0.00380097,0.0277608
200,6,12,0.00427331,0.0441265
200,6,13,0.00368974,0.0274417
200,6,14,0.00429531,0.0496891
200,6,15,0.00375058,0.0276695
200,6,16,0.00443465,0.0545917
200,6,17,0.00463944,0.0584935
200,6,18,0.0040252,0.0433195
200,6,19,0.00497739,0.0645208
200,7,8,0.0038209,0.0297064
200,7,9,0.00420758,0.0312241
200,7,10,0.00397628,0.0337487
200,7,11,0.00380879,0.0297331
200,7,12,0.00412738,0.0396272
200,7,13,0.00386505,0.0329452
200,7,14,0.00424048,0.040016
200,7,15,0.00383217,0.0265033
200,7,16,0.00453445,0.0513875
200,7,17,0.00427023,0.0466297
200,7,18,0.00405575,0.0374141
200,7,19,0.00547949,0.0698293
200,8,9,0.0039231,0.0270909
200,8,10,0.0039639,0.0327218
200,8,11,0.00387231,0.0299565
200,8,12,0.00446922,0.0549634
200,8,13,0.00395952,0.0355186
200,8,14,0.0044166,0.0543602
200,8,15,0.00375547,0.0275058
200,8,16,0.00501552,0.0678065
200,8,17,0.00444968,0.0562007
200,8,18,0.00427998,0.0534115
200,8,19,0.005806,0.0789507
200,9,10,0.00417773,0.0379077
200,9,11,0.00415206,0.0408683
200,9,12,0.00457175,0.0506383
200,9,13,0.00410646,0.0400142
200,9,14,0.00453788,0.0475217
200,9,15,0.00397637,0.0320796
200,9,16,0.00530157,0.068263
200,9,17,0.00500733,0.0598815
200,9,18,0.00453801,0.0521965
200,9,19,0.00617777,0.0834581
200,10,11,0.00398535,0.0301718
200,10,12,0.00429275,0.0402437
200,10,13,0.00373509,0.0252295
200,10,14,0.0047736,0.059589
200,10,15,0.0039868,0.0339341
200,10,16,0.00496445,0.0646084
200,10,17,0.00475012,0.0578812
200,10,18,0.00434971,0.049881
200,10,19,0.0055309,0.0697023
200,11,12,0.00411004,0.0382926
200,11,13,0.00366667,0.0268474
200,11,14,0.00428964,0.0517294
200,11,15,0.00387171,0.0301485
200,11,16,0.00440923,0.0523025
200,11,17,0.00457109,0.0581365
200,11,18,0.00402923,0.0441887
200,11,19,0.00489114,0.0584114
200,12,13,0.00428646,0.0396562
200,12,14,0.00519587,0.0717345
200,12,15,0.00439785,0.052532
200,12,16,0.00553785,0.0802051
200,12,17,0.00529451,0.0743149
200,12,18,0.00483065,0.0639033
200,12,19,0.00471667,0.0480496
200,13,14,0.00434817,0.0504644
200,13,15,0.0036825,0.0278778
200,13,16,0.00470856,0.0615153
200,13,17,0.00478676,0.0620713
200,13,18,0.00397812,0.0460273
200,13,19,0.00500485,0.0584216
200,14,15,0.00429115,0.0438921
200,14,16,0.00473548,0.0577701
200,14,17,0.00437787,0.044294
200,14,18,0.00406687,0.0389758
200,14,19,0.0066125,0.0935983
200,15,16,0.00446403,0.0549338
200,15,17,0.00448006,0.0527498
200,15,18,0.0038122,0.0358494
200,15,19,0.00563334,0.0734193
200,16,17,0.00443763,0.0451173
200,16,18,0.00392975,0.0324393
200,16,19,0.00680204,0.0978425
200,17,18,0.00424017,0.0418756
200,17,19,0.00687134,0.0962361
200,18,19,0.00598043,0.0820655
300,0,1,0.00381716,0.0298395
300,0,2,0.00395314,0.0393974
300,0,3,0.00591369,0.0796015
300,0,4,0.00404432,0.0368029
300,0,5,0.00429285,0.0495942
300,0,6,0.00362274,0.0326543
300,0,7,0.0035277,0.0244089
300,0,8,0.00368099,0.033389
300,0,9,0.0041598,0.0408081
300,0,10,0.00365555,0.0273717
300,0,11,0.00340235,0.0258378
300,0,12,0.00370153,0.0257691
300,0,13,0.0036985,0.0317239
300,0,14,0.00481474,0.0625706
300,0,15,0.00390272,0.0380355
300,0,16,0.00457169,0.0559445
300,0,17,0.00437048,0.0497113
300,0,18,0.00462368,0.0581052
300,0,19,0.00513352,0.0613749
300,1,2,0.0038752,0.0302573
300,1,3,0.00578264,0.0779983
300,1,4,0.00413299,0.0364649
300,1,5,0.00417151,0.0401333
300,1,6,0.00392926,0.0397712
300,1,7,0.00374001,0.0332386
300,1,8,0.00393178,0.0421826
300,1,9,0.00459747,0.0480152
300,1,10,0.00381717,0.0278795
300,1,11,0.00359769,0.0235422
300,1,12,0.00380164,0.0242958
300,1,13,0.00371766,0.0274184
300,1,14,0.00472254,0.0591139
300,1,15,0.00419461,0.0443097
300,1,16,0.00464023,0.0551647
300,1,17,0.00473191,0.0561145
300,1,18,0.00475691,0.0574011
300,1,19,0.0047096,0.0486624
300,2,3,0.00597773,0.0782669
300,2,4,0.00410369,0.0350032
300,2,5,0.00390678,0.0348849
300,2,6,0.00382906,0.0381249
300,2,7,0.00380453,0.0365459
300,2,8,0.00397225,0.0421093
300,2,9,0.00478806,0.0523858
300,2,10,0.0038868,0.032724
300,2,11,0.00348526,0.0212327
300,2,12,0.00378025,0.0247653
300,2,13,0.00378258,0.0296667
300,2,14,0.00521271,0.0679032
300,2,15,0.00428659,0.0448951
300,2,16,0.00435206,0.0514678
300,2,17,0.00452868,0.0497857
300,2,18,0.00496465,0.0598833
300,2,19,0.00431171,0.0416613
300,3,4,0.00549786,0.0593549
300,3,5,0.0069155,0.0928928
300,3,6,0.00521326,0.0675824
300,3,7,0.00532459,0.0679723
300,3,8,0.00564818,0.073669
300,3,9,0.00667294,0.085275
300,3,10,0.00580045,0.0727313
300,3,11,0.0052899,0.071379
300,3,12,0.0054391,0.0663449
300,3,13,0.00540767,0.0682216
300,3,14,0.00544922,0.0667676
300,3,15,0.00574204,0.0702585
300,3,16,0.00495627,0.0505204
300,3,17,0.00484955,0.0450455
300,3,18,0.00478207,0.0484351
300,3,19,0.00711933,0.0929758
300,4,5,0.00427823,0.0409302
300,4,6,0.00390443,0.0306782
300,4,7,0.00378355,0.0220976
300,4,8,0.00393351,0.0362149
300,4,9,0.00445123,0.0388134
300,4,10,0.00397512,0.0272787
300,4,11,0.00381737,0.028751
300,4,12,0.00386284,0.0263735
300,4,13,0.0038599,0.0294219
300,4,14,0.00429029,0.0382597
300,4,15,0.0039853,0.0279553
300,4,16,0.00436076,0.035558
300,4,17,0.00411992,0.0289453
300,4,18,0.00458464,0.0415943
300,4,19,0.0051643,0.0589074
300,5,6,0.00391629,0.041408
300,5,7,0.00389196,0.0389449
300,5,8,0.00418329,0.0468998
300,5,9,0.00524064,0.0637598
300,5,10,0.00410436,0.0403255
300,5,11,0.00377744,0.0303945
300,5,12,0.00396096,0.034018
300,5,13,0.00406718,0.0404452
300,5,14,0.00560811,0.0752899
300,5,15,0.00445713,0.0501772
300,5,16,0.00500835,0.0653155
300,5,17,0.00470453,0.0543338
300,5,18,0.00512457,0.0628393
300,5,19,0.00431125,0.0452913
300,6,7,0.00348508,0.0266408
300,6,8,0.00340398,0.0278702
300,6,9,0.00417356,0.0403287
300,6,10,0.00365584,0.0301254
300,6,11,0.00341813,0.0284231
300,6,12,0.00368406,0.0294532
300,6,13,0.00353499,0.0298103
300,6,14,0.00468072,0.0600281
300,6,15,0.0038923,0.0362719
300,6,16,0.0042605,0.0488446
300,6,17,0.00418085,0.0439721
300,6,18,0.00418542,0.04609
300,6,19,0.00484165,0.0617276
300,7,8,0.00351928,0.0295323
300,7,9,0.00406824,0.0336477
300,7,10,0.00352374,0.0216689
300,7,11,0.00339372,0.024214
300,7,12,0.00362473,0.0266939
300,7,13,0.00358329,0.0269414
300,7,14,0.00413216,0.0414844
300,7,15,0.00367795,0.024946
300,7,16,0.00425315,0.0476176
300,7,17,0.00390057,0.0364941
300,7,18,0.00414925,0.038751
300,7,19,0.00483434,0.0581368
300,8,9,0.0037906,0.0329417
300,8,10,0.00355843,0.0285506
300,8,11,0.00344927,0.0315237
300,8,12,0.00363419,0.0317426
300,8,13,0.00360455,0.0324659
300,8,14,0.00474087,0.0638505
300,8,15,0.00375168,0.0359071
300,8,16,0.00449416,0.0577374
300,8,17,0.00419469,0.0471186
300,8,18,0.00457178,0.0563479
300,8,19,0.00473955,0.057162
300,9,10,0.00422514,0.0329576
300,9,11,0.00391465,0.0351151
300,9,12,0.00427993,0.0401048
300,9,13,0.00418316,0.0421649
300,9,14,0.00487877,0.0547064
300,9,15,0.00415765,0.0321335
300,9,16,0.00485899,0.057559
300,9,17,0.00497142,0.0559775
300,9,18,0.00488013,0.0514997
300,9,19,0.00583505,0.0691724
300,10,11,0.00347465,0.0192406
300,10,12,0.00365874,0.0218328
300,10,13,0.00365438,0.0285043
300,10,14,0.00449364,0.0523763
300,10,15,0.00383406,0.027153
300,10,16,0.00449264,0.0521362
300,10,17,0.00421541,0.0429847
300,10,18,0.00460902,0.0525825
300,10,19,0.00493338,0.0540912
300,11,12,0.00347364,0.0193476
300,11,13,0.00344024,0.0239041
300,11,14,0.00432494,0.0512612
300,11,15,0.00363578,0.0305015
300,11,16,0.00417678,0.0497693
300,11,17,0.00413345,0.0459987
300,11,18,0.00424336,0.0487431
300,11,19,0.00446228,0.046665
300,12,13,0.00350305,0.0233327
300,12,14,0.00472618,0.0584515
300,12,15,0.00399781,0.0351747
300,12,16,0.00427355,0.0465792
300,12,17,0.00432134,0.0445543
300,12,18,0.00463077,0.0521368
300,12,19,0.00468987,0.0419181
300,13,14,0.00449662,0.0539149
300,13,15,0.00390447,0.0355836
300,13,16,0.00416436,0.0480068
300,13,17,0.00431745,0.0485537
300,13,18,0.00466113,0.051433
300,13,19,0.00445912,0.0499863
300,14,15,0.00395148,0.0345979
300,14,16,0.00455134,0.0477813
300,14,17,0.00441751,0.0445445
300,14,18,0.00456926,0.0469226
300,14,19,0.00604025,0.0816178
300,15,16,0.00440023,0.0477837
300,15,17,0.0041896,0.0383111
300,15,18,0.00435613,0.0441926
300,15,19,0.00537328,0.0651722
300,16,17,0.00422231,0.0355953
300,16,18,0.00473128,0.0475699
300,16,19,0.00549294,0.0666477
300,17,18,0.00436004,0.0370805
300,17,19,0.0057513,0.0693967
300,18,19,0.00577652,0.0733325
400,0,1,0.00359706,0.0211158
400,0,2,0.00387192,0.0319936
400,0,3,0.00497495,0.0618392
400,0,4,0.00374527,0.0285753
400,0,5,0.00373587,0.0287411
400,0,6,0.00355496,0.0227446
400,0,7,0.00361387,0.0249316
400,0,8,0.00372806,0.0265389
400,0,9,0.0040371,0.0375002
400,0,10,0.00365022,0.022816
400,0,11,0.00332591,0.0168653
400,0,12,0.00354504,0.0227334
400,0,13,0.00352398,0.0241126
400,0,14,0.00427925,0.0447511
400,0,15,0.00369062,0.032583
400,0,16,0.00437045,0.0487884
400,0,17,0.00453326,0.047536
400,0,18,0.00407016,0.0430435
400,0,19,0.00468217,0.0526162
