generation,population,x,y,w_mean,prop_of_k,effective_migration,ef0,
380,13,0.537373,0.758616,0.694435,0.884,0.0271493,0.545178,
380,14,0.105908,0.4736,-4.63238e+152,0.928,0,0.132739,
380,15,0.186332,0.736918,0.742954,0.888,0.027027,0.257032,
380,16,0.21655,0.135218,0.507969,0.92,0.00434783,0.484013,
380,17,0.324141,0.149675,0.549529,0.86,0.0186047,0.657692,
380,18,0.222321,0.386489,0.555399,0.9,0,0.323892,
380,19,0.902598,0.44995,2.17932e+187,0.92,0.0217391,0.42682,
400,0,0.592845,0.844266,0.483888,0.884,0.0723982,0.544419,
400,1,0.857946,0.847252,0.506871,0.924,0,0.382113,
400,2,0.623564,0.384382,0.660585,0.908,0.0264317,0.638292,
400,3,0.297535,0.056713,0.606925,0.9,0.00444444,0.588274,
400,4,0.272656,0.477665,1.3951e+229,0.892,0.0358744,0.311938,
400,5,0.812169,0.479977,0.621053,0.908,0.0176211,0.448219,
400,6,0.392785,0.836079,0.48049,0.888,0.0630631,0.498376,
400,7,0.337396,0.648172,-1.40139e+229,0.888,0.0405405,0.419404,
400,8,0.368242,0.957155,0.645175,0.904,0.0353982,0.429147,
400,9,0.140351,0.870087,0.540078,0.888,0,0.249344,
400,10,0.473608,0.800911,0.531202,0.856,0.0280374,0.570904,
400,11,0.520477,0.67888,-1.35264e+229,0.92,0.0521739,0.462527,
400,12,0.720633,0.58202,-2.02651e+75,0.916,0.0305677,0.442209,
400,13,0.537373,0.758616,0.616758,0.88,0.0954545,0.545178,
400,14,0.105908,0.4736,0.645653,0.924,0.004329,0.132739,
400,15,0.186332,0.736918,0.715628,0.876,0.0319635,0.257032,
400,16,0.21655,0.135218,0.476652,0.912,0.0219298,0.484013,
400,17,0.324141,0.149675,0.685109,0.876,0.0410959,0.657692,
400,18,0.222321,0.386489,0.445744,0.896,0.0223214,0.323892,
400,19,0.902598,0.44995,5.45804e+229,0.912,0.0131579,0.42682,
420,0,0.592845,0.844266,0.817104,0.892,0.0403587,0.544419,
420,1,0.857946,0.847252,0.682477,0.928,0.012931,0.382113,
420,2,0.623564,0.384382,0.688848,0.9,0.0177778,0.638292,
420,3,0.297535,0.056713,0.700125,0.908,0.0352423,0.588274,
420,4,0.272656,0.477665,0.717256,0.88,0.0454545,0.311938,
420,5,0.812169,0.479977,0.677431,0.912,0.0394737,0.448219,
420,6,0.392785,0.836079,-1.0452e+75,0.888,0.103604,0.498376,
420,7,0.337396,0.648172,0.535036,0.896,0.0758929,0.419404,
420,8,0.368242,0.957155,0.577357,0.904,0.0530973,0.429147,
420,9,0.140351,0.870087,0.724306,0.888,0.0045045,0.249344,
420,10,0.473608,0.800911,1.09451e+75,0.848,0.0424528,0.570904,
420,11,0.520477,0.67888,0.63148,0.908,0.0396476,0.462527,
420,12,0.720633,0.58202,0.587249,0.912,0.0263158,0.442209,
420,13,0.537373,0.758616,0.854002,0.896,0.0669643,0.545178,
420,14,0.105908,0.4736,0.629177,0.932,0.0300429,0.132739,
420,15,0.186332,0.736918,0.628533,0.868,0.0184332,0.257032,
420,16,0.21655,0.135218,0.693596,0.932,0.0214592,0.484013,
420,17,0.324141,0.149675,0.68064,0.868,0.0230415,0.657692,
420,18,0.222321,0.386489,0.62369,0.892,0.044843,0.323892,
420,19,0.902598,0.44995,0.487552,0.92,0.0347826,0.42682,
440,0,0.592845,0.844266,0.855615,0.896,0.0803571,0.544419,
440,1,0.857946,0.847252,1.02182,0.932,0.0343348,0.382113,
440,2,0.623564,0.384382,0.827425,0.908,0.00881057,0.638292,
440,3,0.297535,0.056713,1.05336,0.912,0.0307018,0.588274,
440,4,0.272656,0.477665,0.548764,0.888,0.0135135,0.311938,
440,5,0.812169,0.479977,0.591113,0.916,0.0262009,0.448219,
440,6,0.392785,0.836079,0.594783,0.904,0.0840708,0.498376,
440,7,0.337396,0.648172,0.503505,0.9,0.0533333,0.419404,
440,8,0.368242,0.957155,-1.35855e+229,0.916,0.0349345,0.429147,
440,9,0.140351,0.870087,0.443232,0.896,0.0178571,0.249344,
440,10,0.473608,0.800911,-2.88063e+229,0.864,0.0740741,0.570904,
440,11,0.520477,0.67888,0.57938,0.912,0.0526316,0.462527,
440,12,0.720633,0.58202,0.482099,0.916,0.0480349,0.442209,
440,13,0.537373,0.758616,0.558114,0.896,0.0491071,0.545178,
440,14,0.105908,0.4736,4.90639e+79,0.928,0.0172414,0.132739,
440,15,0.186332,0.736918,3.73164e+152,0.864,0.0231481,0.257032,
440,16,0.21655,0.135218,1.32952e+229,0.936,0.034188,0.484013,
440,17,0.324141,0.149675,0.575872,0.864,0.0555556,0.657692,
440,18,0.222321,0.386489,0.686757,0.884,0.0316742,0.323892,
440,19,0.902598,0.44995,-1.3827e+229,0.9,0.00888889,0.42682,
460,0,0.592845,0.844266,0.800365,0.9,0.04,0.544419,
460,1,0.857946,0.847252,0.57427,0.912,0.00877193,0.382113,
460,2,0.623564,0.384382,0.626875,0.916,0.0349345,0.638292,
460,3,0.297535,0.056713,1.37052e+229,0.908,0.0220264,0.588274,
460,4,0.272656,0.477665,0.301271,0.888,0.0315315,0.311938,
460,5,0.812169,0.479977,-1.0267e+75,0.904,0.0176991,0.448219,
460,6,0.392785,0.836079,-2.06253e+75,0.9,0.0977778,0.498376,
460,7,0.337396,0.648172,0.723636,0.912,0.0219298,0.419404,
460,8,0.368242,0.957155,1.35264e+229,0.92,0.073913,0.429147,
460,9,0.140351,0.870087,0.5604,0.888,0.027027,0.249344,
460,10,0.473608,0.800911,0.484936,0.876,0.0684932,0.570904,
460,11,0.520477,0.67888,0.585573,0.916,0.0655022,0.462527,
460,12,0.720633,0.58202,0.545428,0.928,0.0387931,0.442209,
460,13,0.537373,0.758616,0.529315,0.908,0.0660793,0.545178,
460,14,0.105908,0.4736,0.67697,0.924,0.017316,0.132739,
460,15,0.186332,0.736918,-2.48776e+152,0.864,0.0462963,0.257032,
460,16,0.21655,0.135218,-1.1482e+152,0.936,0.034188,0.484013,
460,17,0.324141,0.149675,0.498598,0.876,0.0319635,0.657692,
460,18,0.222321,0.386489,0.55557,0.884,0.040724,0.323892,
460,19,0.902598,0.44995,0.655362,0.916,0.0349345,0.42682,
480,0,0.592845,0.844266,0.56775,0.904,0.039823,0.544419,
480,1,0.857946,0.847252,-1.16817e+152,0.92,0.0217391,0.382113,
480,2,0.623564,0.384382,0.763256,0.908,0.030837,0.638292,
480,3,0.297535,0.056713,0.474151,0.912,0.0219298,0.588274,
480,4,0.272656,0.477665,-1.40773e+229,0.884,0.0316742,0.311938,
480,5,0.812169,0.479977,0.609017,0.916,0.00436681,0.448219,
480,6,0.392785,0.836079,0.872612,0.9,0.0577778,0.498376,
480,7,0.337396,0.648172,0.595915,0.92,0.0869565,0.419404,
480,8,0.368242,0.957155,1.17327e+152,0.916,0.0611354,0.429147,
480,9,0.140351,0.870087,2.10941e+75,0.88,0.0272727,0.249344,
480,10,0.473608,0.800911,0.493525,0.892,0.0717489,0.570904,
480,11,0.520477,0.67888,0.585615,0.912,0.0701754,0.462527,
480,12,0.720633,0.58202,0.356999,0.924,0.034632,0.442209,
480,13,0.537373,0.758616,0.551087,0.908,0.0837004,0.545178,
480,14,0.105908,0.4736,0.558487,0.928,0.00431034,0.132739,
480,15,0.186332,0.736918,0.657846,0.86,0.055814,0.257032,
480,16,0.21655,0.135218,2.67046e+229,0.932,0.0128755,0.484013,
480,17,0.324141,0.149675,2.46494e+152,0.872,0.0412844,0.657692,
480,18,0.222321,0.386489,0.582498,0.884,0.0226244,0.323892,
480,19,0.902598,0.44995,0.634287,0.924,0.012987,0.42682,
500,0,0.592845,0.844266,0.853494,0.896,0.0535714,0.544419,
500,1,0.857946,0.847252,0.520026,0.932,0.0343348,0.382113,
500,2,0.623564,0.384382,0.660537,0.908,0.00881057,0.638292,
500,3,0.297535,0.056713,0.847355,0.912,0.0219298,0.588274,
500,4,0.272656,0.477665,0.656731,0.876,0.0319635,0.311938,
500,5,0.812169,0.479977,0.481933,0.92,0.0217391,0.448219,
500,6,0.392785,0.836079,0.725995,0.916,0.0567686,0.498376,
500,7,0.337396,0.648172,2.0177e+75,0.92,0.0782609,0.419404,
500,8,0.368242,0.957155,0.680936,0.904,0.0575221,0.429147,
500,9,0.140351,0.870087,0.568955,0.868,0.0230415,0.249344,
500,10,0.473608,0.800911,0.622188,0.872,0.0688073,0.570904,
500,11,0.520477,0.67888,0.629429,0.924,0.030303,0.462527,
500,12,0.720633,0.58202,0.683778,0.928,0.0560345,0.442209,
500,13,0.537373,0.758616,0.601232,0.916,0.0655022,0.545178,
500,14,0.105908,0.4736,0.601593,0.928,0.00862069,0.132739,
500,15,0.186332,0.736918,0.604914,0.852,0.0798122,0.257032,
500,16,0.21655,0.135218,0.580179,0.928,0.012931,0.484013,
500,17,0.324141,0.149675,0.760633,0.864,0.0416667,0.657692,
500,18,0.222321,0.386489,0.635232,0.884,0.0226244,0.323892,
500,19,0.902598,0.44995,0.657242,0.92,0.00869565,0.42682,
520,0,0.592845,0.844266,0.69211,0.896,0.0580357,0.544419,
520,1,0.857946,0.847252,0.874333,0.936,0,0.382113,
520,2,0.623564,0.384382,1.0048,0.912,0.0263158,0.638292,
520,3,0.297535,0.056713,0.805644,0.908,0,0.588274,
520,4,0.272656,0.477665,0.514205,0.888,0.045045,0.311938,
520,5,0.812169,0.479977,1.99172e+75,0.932,0.0343348,0.448219,
520,6,0.392785,0.836079,0.392314,0.916,0.0829694,0.498376,
520,7,0.337396,0.648172,0.665376,0.92,0.026087,0.419404,
520,8,0.368242,0.957155,0.800982,0.9,0.0177778,0.429147,
520,9,0.140351,0.870087,0.724722,0.872,0.00458716,0.249344,
520,10,0.473608,0.800911,0.616474,0.876,0.0730594,0.570904,
520,11,0.520477,0.67888,0.602631,0.928,0.0258621,0.462527,
520,12,0.720633,0.58202,0.55731,0.924,0.038961,0.442209,
520,13,0.537373,0.758616,0.56277,0.912,0.0394737,0.545178,
520,14,0.105908,0.4736,0.689804,0.928,0,0.132739,
520,15,0.186332,0.736918,1.07923e+75,0.86,0.0372093,0.257032,
520,16,0.21655,0.135218,0.627402,0.936,0.0299145,0.484013,
520,17,0.324141,0.149675,0.626759,0.84,0.0190476,0.657692,
520,18,0.222321,0.386489,0.556186,0.884,0.0316742,0.323892,
520,19,0.902598,0.44995,0.599993,0.924,0.017316,0.42682,
540,0,0.592845,0.844266,0.849808,0.908,0.0528634,0.544419,
540,1,0.857946,0.847252,0.852346,0.928,0.0215517,0.382113,
540,2,0.623564,0.384382,1.17327e+152,0.916,0.00873362,0.638292,
540,3,0.297535,0.056713,-1.03127e+75,0.9,0.0133333,0.588274,
540,4,0.272656,0.477665,0.444605,0.872,0.00458716,0.311938,
540,5,0.812169,0.479977,-2.9618e+139,0.932,0.0257511,0.448219,
540,6,0.392785,0.836079,0.582986,0.92,0.0521739,0.498376,
540,7,0.337396,0.648172,0.54785,0.912,0.0263158,0.419404,
540,8,0.368242,0.957155,0.525474,0.896,0.0535714,0.429147,
540,9,0.140351,0.870087,0.732957,0.86,0.00930233,0.249344,
540,10,0.473608,0.800911,0.602971,0.892,0.044843,0.570904,
540,11,0.520477,0.67888,0.566301,0.932,0.0772532,0.462527,
540,12,0.720633,0.58202,0.530834,0.928,0.0646552,0.442209,
540,13,0.537373,0.758616,0.913269,0.912,0.0482456,0.545178,
540,14,0.105908,0.4736,0.619195,0.912,0.0175439,0.132739,
540,15,0.186332,0.736918,0.534315,0.856,0.0607477,0.257032,
540,16,0.21655,0.135218,3.0251e+27,0.932,0.0386266,0.484013,
540,17,0.324141,0.149675,0.527808,0.848,0.0141509,0.657692,
540,18,0.222321,0.386489,0.584456,0.876,0.0136986,0.323892,
540,19,0.902598,0.44995,1.00448e+75,0.924,0.017316,0.42682,
560,0,0.592845,0.844266,1.17841e+152,0.912,0.0438596,0.544419,
560,1,0.857946,0.847252,0.522492,0.92,0.00869565,0.382113,
560,2,0.623564,0.384382,0.515789,0.92,0.026087,0.638292,
560,3,0.297535,0.056713,0.48627,0.912,0.0131579,0.588274,
560,4,0.272656,0.477665,2.84117e+229,0.876,0.0228311,0.311938,
560,5,0.812169,0.479977,0.513523,0.94,0.0255319,0.448219,
560,6,0.392785,0.836079,0.568716,0.928,0.0603448,0.498376,
560,7,0.337396,0.648172,-1.16311e+152,0.924,0.034632,0.419404,
560,8,0.368242,0.957155,0.526282,0.9,0.04,0.429147,
560,9,0.140351,0.870087,0.542301,0.872,0.0137615,0.249344,
560,10,0.473608,0.800911,1.3951e+229,0.892,0.044843,0.570904,
560,11,0.520477,0.67888,0.808202,0.928,0.0603448,0.462527,
560,12,0.720633,0.58202,0.589726,0.928,0.0344828,0.442209,
560,13,0.537373,0.758616,0.48741,0.908,0.0528634,0.545178,
560,14,0.105908,0.4736,0.900128,0.92,0.026087,0.132739,
560,15,0.186332,0.736918,0.486945,0.868,0.0460829,0.257032,
560,16,0.21655,0.135218,0.643681,0.936,0.0213675,0.484013,
560,17,0.324141,0.149675,0.491227,0.868,0.0276498,0.657692,
560,18,0.222321,0.386489,0.558455,0.88,0.0545455,0.323892,
560,19,0.902598,0.44995,0.765962,0.924,0.012987,0.42682,
580,0,0.592845,0.844266,0.550221,0.92,0.0869565,0.544419,
580,1,0.857946,0.847252,0.64012,0.916,0.0131004,0.382113,
580,2,0.623564,0.384382,0.681213,0.916,0.00873362,0.638292,
580,3,0.297535,0.056713,0.722136,0.904,0.00442478,0.588274,
580,4,0.272656,0.477665,0.579531,0.884,0.0497738,0.311938,
580,5,0.812169,0.479977,-4.91624e+153,0.94,0.012766,0.448219,
580,6,0.392785,0.836079,-6.91875e+152,0.932,0.0600858,0.498376,
580,7,0.337396,0.648172,-9.42731e+152,0.912,0.0175439,0.419404,
580,8,0.368242,0.957155,-2.72902e+229,0.912,0.0350877,0.429147,
580,9,0.140351,0.870087,-1.22127e+152,0.88,0.0409091,0.249344,
580,10,0.473608,0.800911,0.540198,0.896,0.03125,0.570904,
580,11,0.520477,0.67888,0.648806,0.936,0.0897436,0.462527,
580,12,0.720633,0.58202,0.529707,0.924,0.0865801,0.442209,
580,13,0.537373,0.758616,0.549652,0.912,0.0657895,0.545178,
580,14,0.105908,0.4736,0.56613,0.912,0.0219298,0.132739,
580,15,0.186332,0.736918,0.603449,0.864,0.0277778,0.257032,
580,16,0.21655,0.135218,5.31809e+229,0.936,0.00854701,0.484013,
580,17,0.324141,0.149675,2.11904e+75,0.876,0.0136986,0.657692,
580,18,0.222321,0.386489,0.681493,0.868,0.0138249,0.323892,
580,19,0.902598,0.44995,0.610212,0.92,0.0217391,0.42682,
600,0,0.592845,0.844266,0.831691,0.92,0.0652174,0.544419,
600,1,0.857946,0.847252,0.873073,0.92,0.0130435,0.382113,
600,2,0.623564,0.384382,0.844425,0.908,0,0.638292,
600,3,0.297535,0.056713,0.509271,0.912,0.0307018,0.588274,
600,4,0.272656,0.477665,0.517597,0.884,0.0497738,0.311938,
600,5,0.812169,0.479977,0.766025,0.928,0.0172414,0.448219,
600,6,0.392785,0.836079,0.770411,0.94,0.0468085,0.498376,
600,7,0.337396,0.648172,0.770588,0.904,0.079646,0.419404,
600,8,0.368242,0.957155,0.753803,0.916,0.0131004,0.429147,
600,9,0.140351,0.870087,0.527727,0.86,0.0186047,0.249344,
600,10,0.473608,0.800911,0.543254,0.896,0.0580357,0.570904,
600,11,0.520477,0.67888,0.642458,0.948,0.0632911,0.462527,
600,12,0.720633,0.58202,0.677367,0.924,0.021645,0.442209,
600,13,0.537373,0.758616,0.561504,0.924,0.04329,0.545178,
600,14,0.105908,0.4736,0.563302,0.924,0.021645,0.132739,
600,15,0.186332,0.736918,0.843036,0.864,0.0555556,0.257032,
600,16,0.21655,0.135218,0.572581,0.936,0.017094,0.484013,
600,17,0.324141,0.149675,0.739302,0.888,0.0315315,0.657692,
600,18,0.222321,0.386489,0.643861,0.868,0.0506912,0.323892,
600,19,0.902598,0.44995,0.74219,0.916,0.0218341,0.42682,
620,0,0.592845,0.844266,0.481236,0.92,0.0826087,0.544419,
620,1,0.857946,0.847252,0.47369,0.928,0,0.382113,
620,2,0.623564,0.384382,0.467936,0.9,0.0222222,0.638292,
620,3,0.297535,0.056713,-1.00885e+75,0.92,0.026087,0.588274,
620,4,0.272656,0.477665,0.517226,0.896,0.00446429,0.311938,
620,5,0.812169,0.479977,-1.35264e+229,0.92,0.0434783,0.448219,
620,6,0.392785,0.836079,0.650992,0.936,0.102564,0.498376,
620,7,0.337396,0.648172,0.618219,0.928,0.0517241,0.419404,
620,8,0.368242,0.957155,0.674823,0.92,0.0478261,0.429147,
620,9,0.140351,0.870087,0.733182,0.864,0.00925926,0.249344,
620,10,0.473608,0.800911,0.595258,0.9,0.0355556,0.570904,
620,11,0.520477,0.67888,0.582105,0.94,0.0553191,0.462527,
620,12,0.720633,0.58202,0.557947,0.92,0.0304348,0.442209,
620,13,0.537373,0.758616,0.72272,0.912,0.0657895,0.545178,
620,14,0.105908,0.4736,1.34679e+229,0.924,0.004329,0.132739,
620,15,0.186332,0.736918,0.569705,0.844,0.0379147,0.257032,
620,16,0.21655,0.135218,0.582169,0.928,0.012931,0.484013,
620,17,0.324141,0.149675,-2.09987e+75,0.884,0.0316742,0.657692,
620,18,0.222321,0.386489,0.599936,0.888,0.045045,0.323892,
620,19,0.902598,0.44995,0.617272,0.92,0.0173913,0.42682,
640,0,0.592845,0.844266,0.800939,0.924,0.038961,0.544419,
640,1,0.857946,0.847252,0.670315,0.924,0.012987,0.382113,
640,2,0.623564,0.384382,0.671362,0.908,0.0132159,0.638292,
640,3,0.297535,0.056713,0.611366,0.924,0.00865801,0.588274,
640,4,0.272656,0.477665,0.623825,0.9,0.0222222,0.311938,
640,5,0.812169,0.479977,0.715561,0.92,0.0304348,0.448219,
640,6,0.392785,0.836079,0.661543,0.932,0.0772532,0.498376,
640,7,0.337396,0.648172,0.651824,0.932,0.055794,0.419404,
640,8,0.368242,0.957155,0.858888,0.932,0.0772532,0.429147,
640,9,0.140351,0.870087,0.594786,0.852,0.0469484,0.249344,
640,10,0.473608,0.800911,0.510929,0.904,0.0486726,0.570904,
640,11,0.520477,0.67888,1.13847e+152,0.944,0.0381356,0.462527,
640,12,0.720633,0.58202,-1.01325e+75,0.916,0.00873362,0.442209,
640,13,0.537373,0.758616,0.543155,0.92,0.0478261,0.545178,
640,14,0.105908,0.4736,0.520703,0.92,0.0130435,0.132739,
640,15,0.186332,0.736918,0.621586,0.832,0.0288462,0.257032,
640,16,0.21655,0.135218,0.498023,0.932,0.0386266,0.484013,
640,17,0.324141,0.149675,0.588866,0.872,0.0321101,0.657692,
640,18,0.222321,0.386489,0.621484,0.888,0.045045,0.323892,
640,19,0.902598,0.44995,0.766627,0.92,0.026087,0.42682,
660,0,0.592845,0.844266,0.617486,0.94,0.0553191,0.544419,
660,1,0.857946,0.847252,0.560892,0.932,0.00858369,0.382113,
660,2,0.623564,0.384382,0.553418,0.904,0,0.638292,
660,3,0.297535,0.056713,-1.08212e+230,0.92,0.00434783,0.588274,
660,4,0.272656,0.477665,0.727051,0.9,0.00888889,0.311938,
660,5,0.812169,0.479977,0.549185,0.928,0.0172414,0.448219,
660,6,0.392785,0.836079,0.540921,0.932,0.0515021,0.498376,
660,7,0.337396,0.648172,-1.34098e+229,0.928,0.0818966,0.419404,
660,8,0.368242,0.957155,0.58453,0.936,0.0512821,0.429147,
660,9,0.140351,0.870087,-1.2611e+152,0.852,0.0328638,0.249344,
660,10,0.473608,0.800911,0.547576,0.916,0.0742358,0.570904,
660,11,0.520477,0.67888,0.644878,0.944,0.101695,0.462527,
660,12,0.720633,0.58202,0.781702,0.928,0.0517241,0.442209,
660,13,0.537373,0.758616,0.602844,0.92,0.0478261,0.545178,
660,14,0.105908,0.4736,0.521194,0.924,0.004329,0.132739,
660,15,0.186332,0.736918,0.635631,0.836,0.0287081,0.257032,
660,16,0.21655,0.135218,0.559731,0.924,0.012987,0.484013,
660,17,0.324141,0.149675,2.86736e+229,0.868,0,0.657692,
660,18,0.222321,0.386489,0.43402,0.888,0.0225225,0.323892,
660,19,0.902598,0.44995,0.676841,0.924,0.038961,0.42682,
680,0,0.592845,0.844266,0.540611,0.936,0.042735,0.544419,
680,1,0.857946,0.847252,-2.2964e+152,0.936,0,0.382113,
680,2,0.623564,0.384382,1.36451e+229,0.912,0.00877193,0.638292,
680,3,0.297535,0.056713,0.560334,0.912,0,0.588274,
680,4,0.272656,0.477665,0.542678,0.912,0.0482456,0.311938,
680,5,0.812169,0.479977,0.73186,0.932,0,0.448219,
680,6,0.392785,0.836079,0.655401,0.944,0.0635593,0.498376,
680,7,0.337396,0.648172,0.579655,0.916,0.00873362,0.419404,
680,8,0.368242,0.957155,1.00015e+75,0.928,0.0387931,0.429147,
680,9,0.140351,0.870087,0.638844,0.832,0.0192308,0.249344,
680,10,0.473608,0.800911,0.628351,0.912,0.0438596,0.570904,
680,11,0.520477,0.67888,-1.29221e+64,0.948,0.0590717,0.462527,
680,12,0.720633,0.58202,1.00015e+75,0.928,0.0344828,0.442209,
680,13,0.537373,0.758616,0.621853,0.928,0.0775862,0.545178,
680,14,0.105908,0.4736,0.63006,0.928,0.0215517,0.132739,
680,15,0.186332,0.736918,0.578097,0.86,0.0372093,0.257032,
680,16,0.21655,0.135218,-1.16817e+152,0.92,0.0304348,0.484013,
680,17,0.324141,0.149675,0.584773,0.876,0.0273973,0.657692,
680,18,0.222321,0.386489,0.579751,0.904,0.039823,0.323892,
680,19,0.902598,0.44995,0.535783,0.924,0.034632,0.42682,
700,0,0.592845,0.844266,0.730606,0.948,0.0337553,0.544419,
700,1,0.857946,0.847252,0.663522,0.932,0.0171674,0.382113,
700,2,0.623564,0.384382,0.810079,0.916,0.00873362,0.638292,
700,3,0.297535,0.056713,0.595748,0.908,0.030837,0.588274,
700,4,0.272656,0.477665,0.405139,0.896,0.0133929,0.311938,
700,5,0.812169,0.479977,-1.14331e+152,0.94,0.0382979,0.448219,
700,6,0.392785,0.836079,1.31826e+229,0.944,0.0805085,0.498376,
700,7,0.337396,0.648172,0.559396,0.916,0.0305677,0.419404,
700,8,0.368242,0.957155,9.91368e+74,0.936,0.00854701,0.429147,
700,9,0.140351,0.870087,0.541007,0.82,0.0195122,0.249344,
700,10,0.473608,0.800911,0.608771,0.924,0.04329,0.570904,
700,11,0.520477,0.67888,0.53419,0.948,0.0464135,0.462527,
700,12,0.720633,0.58202,0.651749,0.928,0.0560345,0.442209,
700,13,0.537373,0.758616,-2.97481e+75,0.936,0.0555556,0.545178,
700,14,0.105908,0.4736,5.00076e+75,0.928,0.0387931,0.132739,
700,15,0.186332,0.736918,0.685649,0.868,0.0460829,0.257032,
700,16,0.21655,0.135218,0.582984,0.924,0.021645,0.484013,
700,17,0.324141,0.149675,0.504439,0.864,0.0324074,0.657692,
700,18,0.222321,0.386489,0.49639,0.896,0.0178571,0.323892,
700,19,0.902598,0.44995,6.64761e+229,0.936,0.034188,0.42682,
720,0,0.592845,0.844266,0.757521,0.936,0.0598291,0.544419,
720,1,0.857946,0.847252,0.812139,0.932,0.0128755,0.382113,
720,2,0.623564,0.384382,0.527543,0.912,0,0.638292,
720,3,0.297535,0.056713,1.16817e+152,0.92,0.026087,0.588274,
720,4,0.272656,0.477665,0.754252,0.912,0.0350877,0.311938,
720,5,0.812169,0.479977,0.573165,0.94,0.0170213,0.448219,
720,6,0.392785,0.836079,1.14331e+152,0.94,0.0468085,0.498376,
720,7,0.337396,0.648172,0.608881,0.92,0.0434783,0.419404,
720,8,0.368242,0.957155,-1.32386e+229,0.94,0.0340426,0.429147,
720,9,0.140351,0.870087,0.570533,0.824,0.0485437,0.249344,
720,10,0.473608,0.800911,1.00885e+75,0.92,0.0391304,0.570904,
720,11,0.520477,0.67888,0.556488,0.952,0.0420168,0.462527,
720,12,0.720633,0.58202,-1.32386e+229,0.94,0.0382979,0.442209,
720,13,0.537373,0.758616,0.519832,0.936,0.0512821,0.545178,
720,14,0.105908,0.4736,0.58549,0.912,0.0175439,0.132739,
720,15,0.186332,0.736918,0.731022,0.86,0.0232558,0.257032,
720,16,0.21655,0.135218,0.573057,0.92,0.00869565,0.484013,
720,17,0.324141,0.149675,0.637443,0.864,0.0231481,0.657692,
720,18,0.222321,0.386489,0.619805,0.912,0.0131579,0.323892,
720,19,0.902598,0.44995,0.641199,0.932,0.0171674,0.42682,
740,0,0.592845,0.844266,0.715357,0.932,0.0343348,0.544419,
740,1,0.857946,0.847252,0.678244,0.94,0,0.382113,
740,2,0.623564,0.384382,0.68903,0.904,0.0176991,0.638292,
740,3,0.297535,0.056713,0.236891,0.916,0,0.588274,
740,4,0.272656,0.477665,0.654416,0.924,0.00865801,0.311938,
740,5,0.812169,0.479977,0.518534,0.944,0,0.448219,
740,6,0.392785,0.836079,0.54888,0.944,0.114407,0.498376,
740,7,0.337396,0.648172,0.703017,0.92,0.0652174,0.419404,
740,8,0.368242,0.957155,0.485351,0.94,0.0340426,0.429147,
740,9,0.140351,0.870087,0.504937,0.84,0.0380952,0.249344,
740,10,0.473608,0.800911,0.588275,0.904,0.0530973,0.570904,
740,11,0.520477,0.67888,0.703343,0.952,0.0378151,0.462527,
740,12,0.720633,0.58202,0.61142,0.936,0.0598291,0.442209,
740,13,0.537373,0.758616,0.705457,0.936,0.0299145,0.545178,
740,14,0.105908,0.4736,0.662179,0.904,0.00442478,0.132739,
740,15,0.186332,0.736918,0.582402,0.848,0.0471698,0.257032,
740,16,0.21655,0.135218,0.531614,0.92,0.0217391,0.484013,
740,17,0.324141,0.149675,0.337327,0.868,0.0276498,0.657692,
740,18,0.222321,0.386489,0.578712,0.912,0.0438596,0.323892,
740,19,0.902598,0.44995,0.69027,0.924,0.021645,0.42682,
760,0,0.592845,0.844266,0.583357,0.924,0.030303,0.544419,
760,1,0.857946,0.847252,0.604431,0.94,0.0170213,0.382113,
760,2,0.623564,0.384382,0.409588,0.888,0.045045,0.638292,
760,3,0.297535,0.056713,0.478087,0.924,0.017316,0.588274,
760,4,0.272656,0.477665,1.36451e+229,0.912,0.00877193,0.311938,
760,5,0.812169,0.479977,0.423302,0.944,0.0211864,0.448219,
760,6,0.392785,0.836079,0.522516,0.948,0.00421941,0.498376,
760,7,0.337396,0.648172,0.419509,0.916,0.0305677,0.419404,
760,8,0.368242,0.957155,0.464449,0.928,0.0215517,0.429147,
760,9,0.140351,0.870087,0.543126,0.848,0.00943396,0.249344,
760,10,0.473608,0.800911,0.51644,0.916,0.0567686,0.570904,
760,11,0.520477,0.67888,0.552295,0.952,0.0672269,0.462527,
760,12,0.720633,0.58202,0.630748,0.94,0.0553191,0.442209,
760,13,0.537373,0.758616,0.552311,0.94,0.0425532,0.545178,
760,14,0.105908,0.4736,0.510649,0.904,0.0353982,0.132739,
760,15,0.186332,0.736918,1.45378e+229,0.856,0.0186916,0.257032,
760,16,0.21655,0.135218,-2.70529e+229,0.92,0.0173913,0.484013,
760,17,0.324141,0.149675,1.22684e+152,0.876,0.0502283,0.657692,
760,18,0.222321,0.386489,0.534574,0.896,0.0357143,0.323892,
760,19,0.902598,0.44995,0.552373,0.94,0.00851064,0.42682,
780,0,0.592845,0.844266,0.69328,0.936,0.025641,0.544419,
780,1,0.857946,0.847252,1.31826e+229,0.944,0,0.382113,
780,2,0.623564,0.384382,0.4688,0.888,0.027027,0.638292,
780,3,0.297535,0.056713,0.545314,0.916,0.0218341,0.588274,
780,4,0.272656,0.477665,0.454719,0.92,0.0304348,0.311938,
780,5,0.812169,0.479977,0.381848,0.94,0.0170213,0.448219,
780,6,0.392785,0.836079,0.592376,0.948,0.0506329,0.498376,
780,7,0.337396,0.648172,0.501114,0.924,0.021645,0.419404,
